tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00056000,00056000,010,00013138,00042862,00042862,001024,000,000,00000001,00056000,02,000250940746
001,00050500,00050500,010,00011843,00038657,00038657,001024,000,000,00000001,00050500,02,000314846640
002,00055000,00055000,010,00012871,00042129,00042129,001024,000,000,00000001,00055000,02,000252417848
003,00050300,00050300,010,00012080,00038220,00038220,001024,000,000,00000001,00050300,02,000318312943
004,00055400,00055400,010,00013334,00042066,00042066,001024,000,000,00000001,00055400,02,000255334835
005,00050104,00050104,010,00011831,00038273,00038273,001024,000,000,00000001,00050104,02,000316977990
006,00050100,00050100,010,00012149,00037951,00037951,001024,000,000,00000001,00050100,02,000319138488
007,00055300,00055300,010,00013116,00042184,00042184,001024,000,000,00000001,00055300,02,000252280115
008,00055200,00055200,010,00012906,00042294,00042294,001024,000,000,00000001,00055200,02,000249400440
009,00050281,00050281,010,00011565,00038716,00038716,001024,000,000,00000001,00050281,02,000317763976
010,00056198,00056198,010,00013481,00042717,00042717,001024,000,000,00000001,00056198,02,000252299524
011,00050500,00050500,010,00012690,00037810,00037810,001024,000,000,00000001,00050500,02,000319641471
012,00050300,00050300,010,00011427,00038873,00038873,001024,000,000,00000001,00050300,02,000318524661
013,00055700,00055700,010,00013691,00042009,00042009,001024,000,000,00000001,00055700,02,000252944342
014,00050200,00050200,010,00011992,00038208,00038208,001024,000,000,00000001,00050200,02,000320341951
015,00055300,00055300,010,00013423,00041877,00041877,001024,000,000,00000001,00055300,02,000252925996
016,00055314,00055314,010,00013455,00041859,00041859,001024,000,000,00000001,00055314,02,000258208836
017,00050500,00050500,010,00012113,00038387,00038387,001024,000,000,00000001,00050500,02,000316445552
018,00049900,00049900,010,00011371,00038529,00038529,001024,000,000,00000001,00049900,02,000319578219
019,00054600,00054600,010,00012899,00041701,00041701,001024,000,000,00000001,00054600,02,000255830879
020,00055300,00055300,010,00013447,00041853,00041853,001024,000,000,00000001,00055300,02,000259681061
021,00050500,00050500,010,00011860,00038640,00038640,001024,000,000,00000001,00050500,02,000322044195
022,00050300,00050300,010,00012521,00037779,00037779,001024,000,000,00000001,00050300,02,000323381371
023,00055047,00055047,010,00013041,00042006,00042006,001024,000,000,00000001,00055047,02,000258326948
024,00050512,00050512,010,00012232,00038280,00038280,001024,000,000,00000001,00050512,02,000320906744
025,00055500,00055500,010,00013447,00042053,00042053,001024,000,000,00000001,00055500,02,000256883638
026,00050500,00050500,010,00011895,00038605,00038605,001024,000,000,00000001,00050500,02,000301300835
027,00055535,00055535,010,00013449,00042086,00042086,001024,000,000,00000001,00055535,02,000251136479
028,00056415,00056415,010,00013590,00042825,00042825,001024,000,000,00000001,00056415,02,000258200841
029,00051500,00051500,010,00012357,00039143,00039143,001024,000,000,00000001,00051500,02,000313325160
030,00051000,00051000,010,00012025,00038975,00038975,001024,000,000,00000001,00051000,02,000317976857
031,00057007,00057007,010,00013596,00043411,00043411,001024,000,000,00000001,00057007,02,000253335475
000,00053723,00053723,010,00012598,00041125,00041125,001024,000,001,00000001,00053723,02,000306979269
001,00053500,00053500,010,00012388,00041112,00041112,001024,000,001,00000001,00053500,02,000315620972
002,00054851,00054851,010,00012198,00042653,00042653,001024,000,001,00000001,00054851,02,000260935503
003,00053321,00053321,010,00013187,00040134,00040134,001024,000,001,00000001,00053321,02,000316738470
004,00054900,00054900,010,00012659,00042241,00042241,001024,000,001,00000001,00054900,02,000258248407
005,00054900,00054900,010,00012106,00042794,00042794,001024,000,001,00000001,00054900,02,000258594997
006,00054564,00054564,010,00012782,00041782,00041782,001024,000,001,00000001,00054564,02,000264073679
007,00053469,00053469,010,00012719,00040750,00040750,001024,000,001,00000001,00053469,02,000318465501
008,00054717,00054717,010,00012851,00041866,00041866,001024,000,001,00000001,00054717,02,000261233035
009,00053249,00053249,010,00012763,00040486,00040486,001024,000,001,00000001,00053249,02,000316257060
010,00053700,00053700,010,00012880,00040820,00040820,001024,000,001,00000001,00053700,02,000318407133
011,00054579,00054579,010,00012524,00042055,00042055,001024,000,001,00000001,00054579,02,000261258392
012,00053722,00053722,010,00012637,00041085,00041085,001024,000,001,00000001,00053722,02,000311906952
013,00054900,00054900,010,00012711,00042189,00042189,001024,000,001,00000001,00054900,02,000264399214
014,00053642,00053642,010,00012969,00040673,00040673,001024,000,001,00000001,00053642,02,000314928935
015,00054817,00054817,010,00012850,00041967,00041967,001024,000,001,00000001,00054817,02,000257428146
016,00054900,00054900,010,00012618,00042282,00042282,001024,000,001,00000001,00054900,02,000263307767
017,00054208,00054208,010,00012244,00041964,00041964,001024,000,001,00000001,00054208,02,000258572631
018,00055133,00055133,010,00013173,00041960,00041960,001024,000,001,00000001,00055133,02,000262394581
019,00054900,00054900,010,00012454,00042446,00042446,001024,000,001,00000001,00054900,02,000257702281
020,00054707,00054707,010,00012346,00042361,00042361,001024,000,001,00000001,00054707,02,000261527322
021,00055500,00055500,010,00013022,00042478,00042478,001024,000,001,00000001,00055500,02,000263494776
022,00056400,00056400,010,00012957,00043443,00043443,001024,000,001,00000001,00056400,02,000271495937
023,00056800,00056800,010,00013568,00043232,00043232,001024,000,001,00000001,00056800,02,000268243240
024,00053449,00053449,010,00012244,00041205,00041205,001024,000,001,00000001,00053449,02,000309378438
025,00053600,00053600,010,00012614,00040986,00040986,001024,000,001,00000001,00053600,02,000315194018
026,00053679,00053679,010,00012884,00040795,00040795,001024,000,001,00000001,00053679,02,000310492495
027,00053532,00053532,010,00012914,00040618,00040618,001024,000,001,00000001,00053532,02,000312153975
028,00054000,00054000,010,00013334,00040666,00040666,001024,000,001,00000001,00054000,02,000068788543
029,00054600,00054600,010,00013173,00041427,00041427,001024,000,001,00000001,00054600,02,000309816372
030,00053800,00053800,010,00012597,00041203,00041203,001024,000,001,00000001,00053800,02,000144315724
031,00054400,00054400,010,00012669,00041731,00041731,001024,000,001,00000001,00054400,02,000318605545
000,00052000,00052000,010,00011275,00040725,00040725,001024,000,002,00000001,00052000,02,000315300482
001,00052034,00052034,010,00011491,00040543,00040543,001024,000,002,00000001,00052034,02,000316993459
002,00059826,00059826,010,00013208,00046618,00046618,001024,000,002,00000001,00059826,02,000243871081
003,00060500,00060500,010,00013926,00046574,00046574,001024,000,002,00000001,00060500,02,000244875196
004,00060300,00060300,010,00013992,00046308,00046308,001024,000,002,00000001,00060300,02,000244660001
005,00052300,00052300,010,00012363,00039937,00039937,001024,000,002,00000001,00052300,02,000318146630
006,00051887,00051887,010,00012060,00039827,00039827,001024,000,002,00000001,00051887,02,000319419012
007,00052500,00052500,010,00012416,00040084,00040084,001024,000,002,00000001,00052500,02,000321612884
008,00059575,00059575,010,00013133,00046442,00046442,001024,000,002,00000001,00059575,02,000239487843
009,00060100,00060100,010,00013896,00046204,00046204,001024,000,002,00000001,00060100,02,000246639442
010,00059764,00059764,010,00013725,00046039,00046039,001024,000,002,00000001,00059764,02,000244848099
011,00060219,00060219,010,00013368,00046851,00046851,001024,000,002,00000001,00060219,02,000242933286
012,00051906,00051906,010,00011988,00039918,00039918,001024,000,002,00000001,00051906,02,000316228530
013,00052100,00052100,010,00011663,00040437,00040437,001024,000,002,00000001,00052100,02,000322268157
014,00059929,00059929,010,00013639,00046290,00046290,001024,000,002,00000001,00059929,02,000241220739
015,00052344,00052344,010,00012394,00039950,00039950,001024,000,002,00000001,00052344,02,000325437560
016,00052100,00052100,010,00012172,00039928,00039928,001024,000,002,00000001,00052100,02,000321734660
017,00060474,00060474,010,00013705,00046769,00046769,001024,000,002,00000001,00060474,02,000240482315
018,00060000,00060000,010,00013517,00046483,00046483,001024,000,002,00000001,00060000,02,000241121639
019,00052400,00052400,010,00012128,00040272,00040272,001024,000,002,00000001,00052400,02,000314325184
