tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.083418,  0.000535
001,  1.165192,  0.000228
001,  0.002153,  0.000173
001,  0.008455,  0.000170
001,  0.003395,  0.000132
001,  0.003808,  0.000125
001,  0.002168,  0.000138
001,  0.012082,  0.000163
001,  0.011765,  0.000150
001,  0.005648,  0.000157
002,  2.738930,  0.000468
002,  0.048642,  0.000228
002,  0.092918,  0.000162
002,  0.090637,  0.000162
002,  0.096203,  0.000172
002,  0.147890,  0.000137
002,  0.002045,  0.000212
002,  0.040392,  0.000135
002,  0.005513,  0.000127
002,  0.000205,  0.000182
003,  0.162550,  0.000438
003,  0.055232,  0.000202
003,  0.096027,  0.000162
003,  0.093045,  0.000165
003,  0.092293,  0.000165
003,  0.088460,  0.000132
003,  0.201722,  0.000168
003,  0.358067,  0.000170
003,  0.148945,  0.000148
003,  0.056830,  0.000220
004,  2.596193,  0.000457
004,  0.130347,  0.000235
004,  0.003770,  0.000258
004,  0.001895,  0.000208
004,  0.004467,  0.000225
004,  0.003577,  0.000190
004,  0.004133,  0.000193
004,  0.000445,  0.000193
004,  0.004777,  0.000207
004,  0.003883,  0.000178
005,  2.196302,  0.000502
005,  0.115122,  0.000267
005,  0.091733,  0.000327
005,  0.006473,  0.000253
005,  0.096213,  0.000270
005,  0.094842,  0.000218
005,  0.092168,  0.000220
005,  0.091403,  0.000217
005,  0.000890,  0.000257
005,  0.000710,  0.000197
006,  0.000857,  0.000625
006,  0.221622,  0.000243
006,  0.025342,  0.000222
006,  0.013000,  0.000182
006,  0.020398,  0.000183
006,  0.011438,  0.000180
006,  0.020835,  0.000177
006,  0.013773,  0.000200
006,  0.024083,  0.000207
006,  0.009230,  0.000178
007,  0.262822,  0.000513
007,  0.111357,  0.000225
007,  0.107727,  0.000240
007,  0.105873,  0.000222
007,  0.105852,  0.000193
007,  0.062008,  0.000225
007,  0.010257,  0.000182
007,  0.124068,  0.000215
007,  0.004823,  0.000198
007,  0.004527,  0.000172
008,  3.927812,  0.000447
008,  0.000260,  0.000187
008,  0.000195,  0.000130
008,  0.001233,  0.000133
008,  0.000158,  0.000117
008,  0.000095,  0.000117
008,  0.000103,  0.000117
008,  0.000095,  0.000118
008,  0.000102,  0.000118
008,  0.000098,  0.000113
-----------------------------------------------------------------------------------------------

RUN 1
001,  2.955665,  0.000275
001,  0.003773,  0.000155
001,  0.010902,  0.000143
001,  0.117963,  0.000123
001,  0.111092,  0.000138
001,  0.000203,  0.000145
001,  0.000152,  0.000140
001,  0.000153,  0.000122
001,  0.000565,  0.000122
001,  0.000212,  0.000123
002,  1.947662,  0.000333
002,  0.107228,  0.000235
002,  0.105110,  0.000242
002,  0.104675,  0.000233
002,  0.104740,  0.000215
002,  0.199608,  0.000237
002,  0.010952,  0.000220
002,  0.000770,  0.000230
002,  0.011712,  0.000152
002,  0.022633,  0.000180
003,  0.059968,  0.000283
003,  1.479758,  0.000183
003,  0.053982,  0.000148
003,  0.117502,  0.000175
003,  0.113380,  0.000178
003,  0.109612,  0.000172
003,  0.107058,  0.000178
003,  0.056205,  0.000207
003,  0.008667,  0.000148
003,  0.164693,  0.000158
004,  0.117200,  0.000317
004,  0.056265,  0.000203
004,  0.001133,  0.000270
004,  0.097942,  0.000213
004,  0.095260,  0.000220
004,  0.000608,  0.000182
004,  0.001045,  0.000202
004,  0.000635,  0.000208
004,  0.098292,  0.000202
004,  0.052533,  0.000187
005,  1.772542,  0.000362
005,  0.002517,  0.000233
005,  0.015742,  0.000222
005,  0.006815,  0.000223
005,  0.001908,  0.000220
005,  0.009235,  0.000225
005,  0.003010,  0.000217
005,  0.007887,  0.000218
005,  0.003077,  0.000200
005,  0.007643,  0.000222
006,  0.000287,  0.000260
006,  0.141103,  0.000168
006,  0.104708,  0.000152
006,  0.002433,  0.000210
006,  0.003753,  0.000187
006,  0.015917,  0.000172
006,  0.005127,  0.000152
006,  0.213340,  0.000145
006,  0.006537,  0.000172
006,  0.005067,  0.000167
007,  0.174602,  0.000442
007,  0.076130,  0.000247
007,  0.056095,  0.000213
007,  0.121715,  0.000277
007,  0.162518,  0.000247
007,  0.000628,  0.000192
007,  0.052337,  0.000238
007,  0.105112,  0.000178
007,  0.001423,  0.000275
007,  0.012017,  0.000150
008,  3.576932,  0.000400
008,  0.059110,  0.000130
008,  0.002680,  0.000123
008,  0.000810,  0.000125
008,  0.005658,  0.000145
008,  0.000593,  0.000123
008,  0.002573,  0.000117
008,  0.000163,  0.000103
008,  0.000123,  0.000102
008,  0.000123,  0.000098
-----------------------------------------------------------------------------------------------

