tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00096388,010,00121508,00000000,00000000,001024,000,000,00000016,00048789,01,0000000003814465,00000000
001,00000000,00097795,010,00121048,00000000,00000000,001024,000,000,00000016,00049019,01,0000000003015756,00000000
002,00000000,00095116,010,00120379,00000000,00000000,001024,000,000,00000016,00048108,01,0000000002874139,00000000
003,00000000,00096995,010,00121422,00000000,00000000,001024,000,000,00000016,00048753,01,0000000003145377,00000000
004,00000000,00097351,010,00120815,00000000,00000000,001024,000,000,00000016,00049047,01,0000000003170589,00000000
005,00000000,00094084,010,00118761,00000000,00000000,001024,000,000,00000016,00047516,01,0000000003099847,00000000
006,00000000,00096403,010,00122655,00000000,00000000,001024,000,000,00000016,00048667,01,0000000002934202,00000000
007,00000000,00093162,010,00118173,00000000,00000000,001024,000,000,00000016,00046819,01,0000000003145662,00000000
008,00000000,00096457,010,00121259,00000000,00000000,001024,000,000,00000016,00048647,01,0000000003145077,00000000
009,00000000,00096728,010,00120702,00000000,00000000,001024,000,000,00000016,00048772,01,0000000003169974,00000000
010,00000000,00095505,010,00120945,00000000,00000000,001024,000,000,00000016,00048144,01,0000000003084759,00000000
011,00000000,00096399,010,00120766,00000000,00000000,001024,000,000,00000016,00048510,01,0000000003213512,00000000
012,00000000,00097676,010,00121552,00000000,00000000,001024,000,000,00000016,00049110,01,0000000003209017,00000000
013,00000000,00095398,010,00119228,00000000,00000000,001024,000,000,00000016,00048178,01,0000000003286547,00000000
014,00000000,00097582,010,00121550,00000000,00000000,001024,000,000,00000016,00049217,01,0000000003044709,00000000
015,00000000,00097477,010,00121533,00000000,00000000,001024,000,000,00000016,00049342,01,0000000003400703,00000000
016,00000000,00097998,010,00123554,00000000,00000000,001024,000,000,00000016,00049356,01,0000000003455491,00000000
017,00000000,00100283,010,00124759,00000000,00000000,001024,000,000,00000016,00050609,01,0000000003522561,00000000
018,00000000,00096864,010,00120637,00000000,00000000,001024,000,000,00000016,00048672,01,0000000003476118,00000000
019,00000000,00097624,010,00122357,00000000,00000000,001024,000,000,00000016,00049303,01,0000000004429762,00000000
020,00000000,00096375,010,00121169,00000000,00000000,001024,000,000,00000016,00048463,01,0000000003905645,00000000
021,00000000,00095935,010,00120280,00000000,00000000,001024,000,000,00000016,00048279,01,0000000003241746,00000000
022,00000000,00097315,010,00122557,00000000,00000000,001024,000,000,00000016,00049088,01,0000000003394800,00000000
023,00000000,00097431,010,00122126,00000000,00000000,001024,000,000,00000016,00049133,01,0000000003329762,00000000
024,00000000,00097343,010,00121162,00000000,00000000,001024,000,000,00000016,00049096,01,0000000003461007,00000000
025,00000000,00094318,010,00118303,00000000,00000000,001024,000,000,00000016,00047381,01,0000000003328772,00000000
026,00000000,00096926,010,00121339,00000000,00000000,001024,000,000,00000016,00048871,01,0000000003439545,00000000
027,00000000,00097795,010,00121120,00000000,00000000,001024,000,000,00000016,00049310,01,0000000003453553,00000000
028,00000000,00096775,010,00121254,00000000,00000000,001024,000,000,00000016,00048806,01,0000000003383116,00000000
029,00000000,00097295,010,00120470,00000000,00000000,001024,000,000,00000016,00048986,01,0000000002807850,00000000
030,00000000,00098900,010,00121507,00000000,00000000,001024,000,000,00000016,00049676,01,0000000003700994,00000000
031,00000000,00096496,010,00121654,00000000,00000000,001024,000,000,00000016,00048683,01,0000000002756767,00000000
000,00000000,00108259,010,00132817,00000000,00000000,001024,001,000,00000016,00054419,01,0000000004633201,00000000
001,00000000,00106593,010,00131657,00000000,00000000,001024,001,000,00000016,00053998,01,0000000003352345,00000000
002,00000000,00109365,010,00134288,00000000,00000000,001024,001,000,00000016,00055453,01,0000000003572518,00000000
003,00000000,00110902,010,00135297,00000000,00000000,001024,001,000,00000016,00055761,01,0000000003674856,00000000
004,00000000,00107614,010,00131080,00000000,00000000,001024,001,000,00000016,00054165,01,0000000003525663,00000000
005,00000000,00106231,010,00130653,00000000,00000000,001024,001,000,00000016,00053451,01,0000000003626745,00000000
006,00000000,00110126,010,00134789,00000000,00000000,001024,001,000,00000016,00055335,01,0000000003354401,00000000
007,00000000,00108856,010,00134578,00000000,00000000,001024,001,000,00000016,00054658,01,0000000003985800,00000000
008,00000000,00107382,010,00131465,00000000,00000000,001024,001,000,00000016,00053965,01,0000000004444837,00000000
009,00000000,00106649,010,00131699,00000000,00000000,001024,001,000,00000016,00053687,01,0000000003671883,00000000
010,00000000,00112176,010,00137325,00000000,00000000,001024,001,000,00000016,00056372,01,0000000003774544,00000000
011,00000000,00109659,010,00132824,00000000,00000000,001024,001,000,00000016,00054957,01,0000000003937771,00000000
012,00000000,00107190,010,00133568,00000000,00000000,001024,001,000,00000016,00054064,01,0000000003880912,00000000
013,00000000,00110806,010,00135404,00000000,00000000,001024,001,000,00000016,00055914,01,0000000004050945,00000000
014,00000000,00105228,010,00128555,00000000,00000000,001024,001,000,00000016,00052956,01,0000000003837111,00000000
015,00000000,00110583,010,00133831,00000000,00000000,001024,001,000,00000016,00055711,01,0000000003824282,00000000
016,00000000,00106287,010,00130177,00000000,00000000,001024,001,000,00000016,00053292,01,0000000003728676,00000000
017,00000000,00107633,010,00133483,00000000,00000000,001024,001,000,00000016,00054406,01,0000000003245768,00000000
018,00000000,00110878,010,00134514,00000000,00000000,001024,001,000,00000016,00055725,01,0000000004107434,00000000
019,00000000,00109142,010,00133368,00000000,00000000,001024,001,000,00000016,00054779,01,0000000003880756,00000000
020,00000000,00108442,010,00132311,00000000,00000000,001024,001,000,00000016,00054569,01,0000000003962342,00000000
021,00000000,00110417,010,00133976,00000000,00000000,001024,001,000,00000016,00055425,01,0000000003815278,00000000
022,00000000,00109470,010,00133531,00000000,00000000,001024,001,000,00000016,00055032,01,0000000004585986,00000000
023,00000000,00107764,010,00131385,00000000,00000000,001024,001,000,00000016,00054301,01,0000000003775870,00000000
024,00000000,00107466,010,00132231,00000000,00000000,001024,001,000,00000016,00054350,01,0000000003867981,00000000
025,00000000,00107367,010,00132213,00000000,00000000,001024,001,000,00000016,00053927,01,0000000003625536,00000000
