tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00683521,020,00331449,00012303,00011218,001024,000,000,00016384,00343750
001,00000000,00684689,020,00331918,00012277,00011131,001024,000,000,00016384,00344194
002,00000000,00684067,020,00331722,00012353,00011319,001024,000,000,00016384,00344075
003,00000000,00683274,020,00331406,00012169,00010962,001024,000,000,00016384,00343573
004,00000000,00681504,020,00331671,00012186,00011121,001024,000,000,00016384,00343857
005,00000000,00682642,020,00331218,00012244,00010940,001024,000,000,00016384,00343461
006,00000000,00682551,020,00331487,00012280,00011151,001024,000,000,00016384,00343765
007,00000000,00682241,020,00331215,00012260,00011116,001024,000,000,00016384,00343474
008,00000000,00683353,020,00331347,00012371,00011047,001024,000,000,00016384,00343716
009,00000000,00682277,020,00331355,00012211,00010897,001024,000,000,00016384,00343566
010,00000000,00683382,020,00330841,00012260,00010926,001024,000,000,00016384,00343100
011,00000000,00681287,020,00330528,00012320,00011028,001024,000,000,00016384,00342848
012,00000000,00683337,020,00330919,00012218,00010986,001024,000,000,00016384,00343137
013,00000000,00682186,020,00331147,00012172,00010910,001024,000,000,00016384,00343319
014,00000000,00682353,020,00331054,00012105,00010846,001024,000,000,00016384,00343158
015,00000000,00682449,020,00330966,00012242,00010976,001024,000,000,00016384,00343207
016,00000000,00682555,020,00330505,00012194,00010953,001024,000,000,00016384,00342698
017,00000000,00681390,020,00330750,00012138,00010911,001024,000,000,00016384,00342888
018,00000000,00682220,020,00330818,00012071,00011002,001024,000,000,00016384,00342889
019,00000000,00681914,020,00330264,00012109,00010966,001024,000,000,00016384,00342371
020,00000000,00681719,020,00330749,00012309,00011042,001024,000,000,00016384,00343056
021,00000000,00682198,020,00331134,00012034,00010924,001024,000,000,00016384,00343166
022,00000000,00681821,020,00331087,00012138,00011100,001024,000,000,00016384,00343225
023,00000000,00682539,020,00330984,00012072,00010966,001024,000,000,00016384,00343056
024,00000000,00681668,020,00331013,00012148,00011189,001024,000,000,00016384,00343156
025,00000000,00682937,020,00330563,00012230,00011190,001024,000,000,00016384,00342791
026,00000000,00682126,020,00330757,00012282,00011300,001024,000,000,00016384,00343039
027,00000000,00681551,020,00330408,00012412,00011403,001024,000,000,00016384,00342818
028,00000000,00682988,020,00331212,00012315,00011254,001024,000,000,00016384,00343527
029,00000000,00683771,020,00330961,00012239,00011148,001024,000,000,00016384,00343200
030,00000000,00682732,020,00331106,00012236,00011235,001024,000,000,00016384,00343342
031,00000000,00682444,020,00330863,00012499,00011456,001024,000,000,00016384,00343360
000,00000000,00455890,020,00220895,00008077,00007379,001024,000,001,00016384,00228972
001,00000000,00456857,020,00221068,00007991,00007321,001024,000,001,00016384,00229059
002,00000000,00456379,020,00220935,00008216,00007541,001024,000,001,00016384,00229151
003,00000000,00455390,020,00221085,00008181,00007538,001024,000,001,00016384,00229263
004,00000000,00454842,020,00220809,00007948,00007374,001024,000,001,00016384,00228756
005,00000000,00455855,020,00220728,00008114,00007551,001024,000,001,00016384,00228842
006,00000000,00455156,020,00220951,00008070,00007538,001024,000,001,00016384,00229018
007,00000000,00455392,020,00220949,00008140,00007578,001024,000,001,00016384,00229089
008,00000000,00456056,020,00220849,00008046,00007391,001024,000,001,00016384,00228895
009,00000000,00455818,020,00220979,00008018,00007405,001024,000,001,00016384,00228995
010,00000000,00455890,020,00220952,00008083,00007519,001024,000,001,00016384,00229035
011,00000000,00455231,020,00220673,00008167,00007587,001024,000,001,00016384,00228838
012,00000000,00455146,020,00220957,00008049,00007389,001024,000,001,00016384,00229006
013,00000000,00455769,020,00220882,00008006,00007462,001024,000,001,00016384,00228888
014,00000000,00455740,020,00220823,00008014,00007494,001024,000,001,00016384,00228837
015,00000000,00455777,020,00220659,00008126,00007583,001024,000,001,00016384,00228785
016,00000000,00455362,020,00220937,00008035,00007451,001024,000,001,00016384,00228971
017,00000000,00455700,020,00220595,00008170,00007604,001024,000,001,00016384,00228765
018,00000000,00454883,020,00221005,00008020,00007385,001024,000,001,00016384,00229025
019,00000000,00455326,020,00220814,00008183,00007624,001024,000,001,00016384,00228997
020,00000000,00455931,020,00220635,00008107,00007427,001024,000,001,00016384,00228742
021,00000000,00455888,020,00221187,00008010,00007413,001024,000,001,00016384,00229197
022,00000000,00455360,020,00221221,00008015,00007447,001024,000,001,00016384,00229235
023,00000000,00455828,020,00221016,00008103,00007533,001024,000,001,00016384,00229119
024,00000000,00455052,020,00221053,00008058,00007442,001024,000,001,00016384,00229111
025,00000000,00456085,020,00220839,00008172,00007570,001024,000,001,00016384,00229011
026,00000000,00455483,020,00221037,00008061,00007461,001024,000,001,00016384,00229098
027,00000000,00454701,020,00220779,00008121,00007530,001024,000,001,00016384,00228895
028,00000000,00455557,020,00221059,00008178,00007543,001024,000,001,00016384,00229236
029,00000000,00455145,020,00221206,00008234,00007600,001024,000,001,00016384,00229440
030,00000000,00455033,020,00221088,00008125,00007498,001024,000,001,00016384,00229210
031,00000000,00455613,020,00221056,00008122,00007533,001024,000,001,00016384,00229178
000,00000000,00686219,020,00331885,00012636,00009928,001024,000,002,00016384,00344521
001,00000000,00686856,020,00332687,00012562,00010099,001024,000,002,00016384,00345249
002,00000000,00686380,020,00332118,00012539,00009945,001024,000,002,00016384,00344655
003,00000000,00684136,020,00331402,00012656,00010130,001024,000,002,00016384,00344058
004,00000000,00685648,020,00331586,00012855,00010239,001024,000,002,00016384,00344439
005,00000000,00685171,020,00331753,00012720,00010227,001024,000,002,00016384,00344472
006,00000000,00685217,020,00331970,00012575,00010130,001024,000,002,00016384,00344545
007,00000000,00684685,020,00331474,00012673,00010054,001024,000,002,00016384,00344147
008,00000000,00685640,020,00332016,00012751,00010212,001024,000,002,00016384,00344763
009,00000000,00685213,020,00331755,00012502,00009865,001024,000,002,00016384,00344257
010,00000000,00685387,020,00331492,00012683,00010288,001024,000,002,00016384,00344171
011,00000000,00684800,020,00331566,00012493,00009828,001024,000,002,00016384,00344057
012,00000000,00686416,020,00331530,00013279,00010698,001024,000,002,00016384,00344808
013,00000000,00686371,020,00331445,00013295,00010741,001024,000,002,00016384,00344740
014,00000000,00685196,020,00331574,00012443,00009951,001024,000,002,00016384,00344016
015,00000000,00684585,020,00331657,00012465,00010117,001024,000,002,00016384,00344120
016,00000000,00684814,020,00331313,00012728,00010356,001024,000,002,00016384,00344041
017,00000000,00684771,020,00331557,00012611,00010243,001024,000,002,00016384,00344165
018,00000000,00683495,020,00331414,00012697,00010292,001024,000,002,00016384,00344109
019,00000000,00683830,020,00331010,00012554,00010253,001024,000,002,00016384,00343562
020,00000000,00684879,020,00331301,00012708,00010254,001024,000,002,00016384,00344008
021,00000000,00684919,020,00331587,00012562,00010166,001024,000,002,00016384,00344149
022,00000000,00684349,020,00331420,00012534,00010211,001024,000,002,00016384,00343952
023,00000000,00684503,020,00331461,00012714,00010355,001024,000,002,00016384,00344174
024,00000000,00684380,020,00331588,00012539,00010020,001024,000,002,00016384,00344126
025,00000000,00684561,020,00331328,00012753,00010276,001024,000,002,00016384,00344081
026,00000000,00684435,020,00331794,00012443,00010042,001024,000,002,00016384,00344236
027,00000000,00684222,020,00331454,00012490,00010301,001024,000,002,00016384,00343944
028,00000000,00685783,020,00332019,00012592,00010029,001024,000,002,00016384,00344609
029,00000000,00686004,020,00331830,00012745,00010262,001024,000,002,00016384,00344573
030,00000000,00684963,020,00331340,00012805,00010218,001024,000,002,00016384,00344145
031,00000000,00685083,020,00331599,00012796,00010259,001024,000,002,00016384,00344395
