tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00054500,00054500,010,00015525,00038975,00038975,001024,000,000,00000001,00054500,02,000313933480
001,00056700,00056700,010,00016119,00040581,00040581,001024,000,000,00000001,00056700,02,000251952099
002,00054483,00054483,010,00014535,00039948,00039948,001024,000,000,00000001,00054483,02,000311045388
003,00057059,00057059,010,00015466,00041593,00041593,001024,000,000,00000001,00057059,02,000254158722
004,00054153,00054153,010,00015520,00038633,00038633,001024,000,000,00000001,00054153,02,000314855673
005,00059879,00059879,010,00016474,00043405,00043405,001024,000,000,00000001,00059879,02,000247830534
006,00060000,00060000,010,00016609,00043391,00043391,001024,000,000,00000001,00060000,02,000246418386
007,00059400,00059400,010,00017362,00042038,00042038,001024,000,000,00000001,00059400,02,000254910929
008,00054900,00054900,010,00015605,00039295,00039295,001024,000,000,00000001,00054900,02,000311758645
009,00054599,00054599,010,00015357,00039242,00039242,001024,000,000,00000001,00054599,02,000312233465
010,00054432,00054432,010,00015001,00039431,00039431,001024,000,000,00000001,00054432,02,000316229987
011,00059500,00059500,010,00016367,00043133,00043133,001024,000,000,00000001,00059500,02,000251068065
012,00057000,00057000,010,00016409,00040591,00040591,001024,000,000,00000001,00057000,02,000312666885
013,00055031,00055031,010,00015481,00039550,00039550,001024,000,000,00000001,00055031,02,000311847271
014,00056900,00056900,010,00015619,00041281,00041281,001024,000,000,00000001,00056900,02,000309606577
015,00057300,00057300,010,00016385,00040915,00040915,001024,000,000,00000001,00057300,02,000251160195
016,00055888,00055888,010,00015348,00040540,00040540,001024,000,000,00000001,00055888,02,000309627481
017,00056937,00056937,010,00015726,00041211,00041211,001024,000,000,00000001,00056937,02,000311549918
018,00056823,00056823,010,00015691,00041132,00041132,001024,000,000,00000001,00056823,02,000252350127
019,00059600,00059600,010,00016124,00043476,00043476,001024,000,000,00000001,00059600,02,000249926622
020,00059900,00059900,010,00018003,00041897,00041897,001024,000,000,00000001,00059900,02,000249793021
021,00057900,00057900,010,00015147,00042753,00042753,001024,000,000,00000001,00057900,02,000248612768
022,00056827,00056827,010,00015517,00041310,00041310,001024,000,000,00000001,00056827,02,000315131091
023,00056300,00056300,010,00015774,00040526,00040526,001024,000,000,00000001,00056300,02,000308575048
024,00059490,00059490,010,00016324,00043166,00043166,001024,000,000,00000001,00059490,02,000250777228
025,00059417,00059417,010,00015984,00043433,00043433,001024,000,000,00000001,00059417,02,000245681037
026,00057000,00057000,010,00015509,00041491,00041491,001024,000,000,00000001,00057000,02,000307380698
027,00058378,00058378,010,00015868,00042510,00042510,001024,000,000,00000001,00058378,02,000248614079
028,00056842,00056842,010,00015718,00041124,00041124,001024,000,000,00000001,00056842,02,000309612325
029,00057231,00057231,010,00015344,00041887,00041887,001024,000,000,00000001,00057231,02,000246669128
030,00056500,00056500,010,00015402,00041098,00041098,001024,000,000,00000001,00056500,02,000312297687
031,00059041,00059041,010,00016075,00042966,00042966,001024,000,000,00000001,00059041,02,000256886642
000,00050774,00050774,010,00015022,00035752,00035752,001024,000,001,00000001,00050774,02,000301312809
001,00051120,00051120,010,00014907,00036213,00036213,001024,000,001,00000001,00051120,02,000297803979
002,00058166,00058166,010,00016323,00041843,00041843,001024,000,001,00000001,00058166,02,000236536242
003,00052000,00052000,010,00014680,00037320,00037320,001024,000,001,00000001,00052000,02,000300412621
004,00059000,00059000,010,00016614,00042386,00042386,001024,000,001,00000001,00059000,02,000229911514
005,00050795,00050795,010,00014857,00035938,00035938,001024,000,001,00000001,00050795,02,000304554285
006,00058000,00058000,010,00016356,00041644,00041644,001024,000,001,00000001,00058000,02,000236112957
007,00059700,00059700,010,00017448,00042252,00042252,001024,000,001,00000001,00059700,02,000236470759
