tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.001088,  0.000277
001,  0.000167,  0.000080
001,  0.000117,  0.000068
001,  0.000110,  0.000063
001,  0.000120,  0.000062
001,  0.000120,  0.000065
001,  0.000105,  0.000058
001,  0.000125,  0.000065
001,  0.000123,  0.000067
001,  0.000113,  0.000062
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000278,  0.000190
001,  0.000120,  0.000092
001,  0.000102,  0.000097
001,  0.000108,  0.000085
001,  0.000120,  0.000087
001,  0.000113,  0.000075
001,  0.000110,  0.000080
001,  0.000115,  0.000077
001,  0.000103,  0.000067
001,  0.000102,  0.000072
-----------------------------------------------------------------------------------------------

