tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000,1850474496,    7058, 1237.164429,   20.000000,17520.199219,  120.066376,17361.210938,    2.186640,  158.124115,  116.893974,  152.265427,  114.454437,       642,         1048576,000,000,000001
001,1415053312,    5397,  960.097473,   20.000000,17646.900391,  315.110413,17639.281250,    1.587627,    6.906899,  312.796570,    6.401270,  307.689667,        27,         1048576,000,000,000001
002,1553727488,    5926, 1050.197021,   20.000000,16100.041016,  284.981476,16060.308594,    1.644030,   38.993305,  282.541534,   37.225121,  277.717834,       157,         1048576,000,000,000001
003, 570163200,    2174,  384.169434,   20.000000,16510.000000,   81.364433,16483.628906,    0.599963,   26.129637,   80.469849,   25.115656,   78.883644,       106,         1048576,000,000,000001
004,1949302784,    7435, 1298.502441,   20.000000,17704.027344,  124.358971,17535.968750,    2.155983,  167.223877,  121.211189,  161.205154,  118.686050,       680,         1048576,000,000,000001
005, 892338176,    3403,  595.706848,   20.000000,18281.675781,   58.168945,18205.943359,    0.979953,   75.370888,   56.742981,   72.541084,   55.552021,       306,         1048576,000,000,000001
006,2113667072,    8062, 1424.274902,   20.000000,17180.394531,  328.188385,17096.933594,    2.489025,   82.544090,  324.583405,   79.143936,  318.981476,       334,         1048576,000,000,000001
007,2296905728,    8761, 1534.415527,   20.000000,18370.976562,   87.291283,18143.675781,    2.528610,  226.546936,   83.651520,  218.581833,   81.644363,       922,         1048576,000,000,000001
008, 867696640,    3309,  586.757080,   20.000000,18189.865234,  126.623344,18150.345703,    0.982107,   39.133316,  125.185585,   37.513405,  122.641106,       157,         1048576,000,000,000001
009,1244397568,    4746,  851.907532,   20.000000,17350.794922,  236.452377,17322.048828,    1.361437,   28.161488,  234.465149,   26.960697,  229.990219,       113,         1048576,000,000,000001
010,1356595200,    5174,  923.360291,   20.000000,16706.279297,   44.457592,16566.382812,    1.535857,  139.357712,   42.251369,  133.670517,   41.135006,       560,         1048576,000,000,000001
011,1501560832,    5727, 1033.132812,   20.000000,18672.421875,  288.485138,18639.099609,    1.760735,   32.647701,  285.918732,   31.269533,  280.545441,       131,         1048576,000,000,000001
012,1167851520,    4454,  797.359009,   20.000000,16756.210938,  146.189392,16690.548828,    1.387330,   65.142761,  144.212463,   62.494339,  141.369415,       262,         1048576,000,000,000001
013,1313341440,    5009,  901.378479,   20.000000,18136.880859,  195.129608,18078.808594,    1.427668,   57.504993,  193.001740,   55.107414,  189.246277,       231,         1048576,000,000,000001
014,1815871488,    6926, 1232.729614,   20.000000,17824.332031,  118.403519,17667.312500,    2.054630,  156.263367,  115.384010,  150.020782,  112.808441,       629,         1048576,000,000,000001
015,1498415104,    5715, 1024.597412,   20.000000,18056.388672,  192.653778,17973.025391,    1.763372,   82.670418,  190.141068,   79.354202,  186.434921,       323,         1048576,000,000,000001
000,1419247616,    5413,  954.997437,   20.000000,15352.475586,  186.642731,15278.534180,    1.629203,   73.282242,  184.259613,   70.444557,  180.937668,       297,         1048576,000,001,000001
001,1085014016,    4138,  723.099121,   20.000000,15431.414062,   48.913860,15327.670898,    1.217608,  103.223900,   47.164742,   99.457344,   46.093262,       419,         1048576,000,001,000001
002,1471414272,    5612,  993.964905,   20.000000,15446.193359,  274.206604,15411.042969,    1.486403,   34.474941,  271.966919,   32.953388,  267.352264,       139,         1048576,000,001,000001
003, 491520000,    1874,  325.663086,   20.000000,19659.005859,   11.577614,19606.871094,    0.500123,   51.911812,   10.823662,   50.238205,   10.460620,       212,         1048576,000,001,000001
004,1258291200,    4799,  846.551392,   20.000000,14910.054688,  205.980453,14865.750977,    1.420741,   43.736000,  203.928467,   41.964352,  200.397018,       177,         1048576,000,001,000001
005, 634912768,    2421,  425.211365,   20.000000,15415.925781,  101.465233,15392.274414,    0.602952,   23.379906,  100.543510,   22.522348,   98.837265,        95,         1048576,000,001,000001
006, 932184064,    3555,  619.571228,   20.000000,15830.989258,   46.186886,15744.155273,    0.997723,   86.443054,   44.688755,   83.401535,   43.691708,       352,         1048576,000,001,000001
007,1245970432,    4752,  831.797974,   20.000000,17007.572266,   28.983906,16874.886719,    1.418829,  132.178177,   26.962109,  127.321037,   26.122681,       537,         1048576,000,001,000001
008, 821559296,    3133,  558.318665,   20.000000,18082.400391,  122.694931,18045.923828,    0.971433,   36.125088,  121.291344,   34.636707,  118.836136,       145,         1048576,000,001,000001
009,1533280256,    5848, 1049.662231,   20.000000,15223.555664,  144.001724,15113.147461,    1.727950,  109.727097,  141.507019,  105.250343,  138.662476,       441,         1048576,000,001,000001
010,3432513536,   13093, 2322.382812,   20.000000,16301.609375,  534.953430,16163.093750,    3.645160,  137.086075,  529.577942,  131.540207,  519.135376,       551,         1048576,000,001,000001
011,1850474496,    7058, 1254.535034,   20.000000,18434.599609,  225.720795,18328.238281,    1.865495,  105.553574,  222.866486,  101.373573,  218.408463,       425,         1048576,000,001,000001
012,3031957504,   11565, 2040.610352,   20.000000,17744.169922,  207.101013,17486.330078,    3.199518,  256.725372,  202.374390,  246.591782,  197.792923,      1033,         1048576,000,001,000001
013, 856162304,    3265,  577.429688,   20.000000,16326.708984,   49.429729,16249.247070,    0.980427,   77.106216,   48.015675,   74.004768,   46.887005,       310,         1048576,000,001,000001
014,2194931712,    8372, 1481.717773,   20.000000,15920.721680,  293.146118,15807.383789,    2.126137,  112.415215,  289.844238,  107.834557,  284.004669,       452,         1048576,000,001,000001
015,1214513152,    4632,  818.440674,   20.000000,17367.654297,  279.087372,17364.179688,    1.224773,    2.799344,  277.256226,    2.623802,  272.028992,        11,         1048576,000,001,000001
000,2261778432,    8627, 1540.422241,   20.000000,16976.134766,  525.306152,16974.156250,    2.618775,    0.916417,  521.488403,    0.237280,  512.776489,         1,         1048576,000,002,000001
001,1636827136,    6243, 1086.505615,   20.000000,17499.716797,   75.027885,17343.666016,    1.764651,  155.276932,   72.465027,  149.844940,   70.793282,       632,         1048576,000,002,000001
002,2143551488,    8176, 1432.307617,   20.000000,17428.621094,  110.281403,17229.841797,    2.306002,  197.832886,  106.890556,  190.466553,  104.433594,       803,         1048576,000,002,000001
003, 879230976,    3353,  591.067627,   20.000000,16840.865234,  122.427788,16799.203125,    0.882118,   41.265976,  121.089760,   39.818260,  118.799278,       168,         1048576,000,002,000001
004, 829685760,    3164,  553.953613,   20.000000,19341.396484,  100.409210,19294.359375,    0.832075,   46.666935,   99.157784,   45.051273,   97.389702,       190,         1048576,000,002,000001
005,1471676416,    5613,  995.781677,   20.000000,16850.662109,  340.617737,16849.642578,    1.457382,    0.387483,  338.416565,    0.000000,  332.849121,         0,         1048576,000,002,000001
006,1582039040,    6034, 1056.417969,   20.000000,18556.437500,  114.020798,18426.341797,    1.680418,  129.428589,  111.511154,  124.588921,  109.206970,       525,         1048576,000,002,000001
007,1524891648,    5816, 1026.398315,   20.000000,18777.095703,  190.499725,18693.189453,    1.607490,   83.440483,  188.150726,   80.137497,  184.714340,       338,         1048576,000,002,000001
008,1347682304,    5140,  911.003723,   20.000000,18900.248047,  132.984375,18806.277344,    1.520330,   93.405418,  130.756088,   89.616936,  127.929184,       375,         1048576,000,002,000001
009,1128529920,    4304,  774.392090,   20.000000,18567.554688,  215.681061,18542.105469,    1.125266,   24.923653,  213.992661,   23.860115,  209.852753,       100,         1048576,000,002,000001
010,1747976192,    6667, 1181.928589,   20.000000,18661.750000,   77.325203,18491.423828,    1.909868,  169.625397,   74.551430,  162.854767,   72.728539,       682,         1048576,000,002,000001
011,1977090048,    7541, 1350.442871,   20.000000,18278.533203,  309.327515,18200.003906,    2.058205,   77.654037,  306.206360,   74.481941,  300.249969,       312,         1048576,000,002,000001
012,1443889152,    5507,  977.009583,   20.000000,18187.464844,   69.374084,18049.900391,    1.575535,  136.956055,   67.069290,  131.473221,   65.455788,       551,         1048576,000,002,000001
013, 865075200,    3299,  592.040344,   20.000000,18260.458984,  124.831734,18220.255859,    0.993512,   39.841213,  123.394836,   38.212395,  120.977440,       160,         1048576,000,002,000001
014, 988282880,    3769,  669.846130,   20.000000,18383.390625,   68.052498,18300.195312,    1.010923,   82.789398,   66.511230,   79.455345,   65.051964,       333,         1048576,000,002,000001
015,1596719104,    6090, 1093.179810,   20.000000,16758.488281,  172.471237,16654.792969,    1.943322,  102.999146,  169.733826,   98.809784,  166.376923,       414,         1048576,000,002,000001
000,1884291072,    7187, 1277.286865,   20.000000,16113.662109,  402.850891,16094.404297,    1.905185,   18.374268,  399.945221,   17.300047,  393.177826,        73,         1048576,000,003,000001
001,1617690624,    6170, 1071.171753,   20.000000,16444.328125,   43.623894,16274.896484,    1.684473,  168.680969,   41.151512,  162.707397,   39.951260,       686,         1048576,000,003,000001
002,1495793664,    5705, 1004.071228,   20.000000,17471.396484,  164.471634,17377.583984,    1.628930,   93.132874,  162.074432,   89.631203,  159.094299,       378,         1048576,000,003,000001
003,1744044032,    6652, 1165.187866,   20.000000,17299.031250,  157.068359,17172.599609,    1.766607,  125.682709,  154.390884,  121.331268,  151.163071,       512,         1048576,000,003,000001
004,1852309504,    7065, 1255.972656,   20.000000,18310.060547,  428.616119,18309.048828,    1.959899,    0.347542,  425.718414,    0.000000,  418.696991,         0,         1048576,000,003,000001
005,1195114496,    4558,  804.784851,   20.000000,16724.373047,  183.622528,16675.613281,    1.278158,   48.253994,  181.747726,   46.233353,  178.560760,       195,         1048576,000,003,000001
006,1868562432,    7127, 1240.099365,   20.000000,18684.085938,   70.208397,18498.417969,    1.927240,  184.878220,   67.307831,  178.262741,   65.524506,       752,         1048576,000,003,000001
007, 974127104,    3715,  662.819702,   20.000000,19092.591797,  196.217056,19076.535156,    1.044690,   15.612813,  194.696594,   14.704222,  191.355698,        62,         1048576,000,003,000001
008,2229796864,    8505, 1513.250244,   20.000000,16886.876953,   79.414246,16659.291016,    2.370433,  226.665726,   75.882759,  217.578369,   73.828079,       911,         1048576,000,003,000001
009, 826277888,    3151,  556.214905,   20.000000,18765.119141,   76.460159,18704.601562,    0.792164,   60.144047,   75.259056,   57.722507,   73.630608,       242,         1048576,000,003,000001
010, 801112064,    3055,  541.994202,   20.000000,17389.748047,  133.483459,17362.257812,    0.851727,   27.146126,  132.220139,   26.021393,  129.613403,       109,         1048576,000,003,000001
011,1055391744,    4025,  709.361938,   20.000000,18772.429688,   21.003395,18656.914062,    1.093859,  115.063934,   19.346287,  110.509323,   18.662685,       463,         1048576,000,003,000001
012,1119354880,    4269,  763.023804,   20.000000,16732.517578,   48.754585,16622.990234,    1.226225,  109.050819,   46.962383,  104.729317,   45.867062,       439,         1048576,000,003,000001
013,1428946944,    5450,  975.387207,   20.000000,18830.187500,  149.168045,18735.072266,    1.523779,   94.518379,  146.920700,   90.694870,  143.916153,       380,         1048576,000,003,000001
014,2199388160,    8389, 1489.048706,   20.000000,17360.953125,  491.298187,17347.964844,    2.132815,   12.048123,  487.995575,   11.462523,  478.642242,        48,         1048576,000,003,000001
015,1182007296,    4508,  802.325623,   20.000000,17886.125000,  107.413681,17799.609375,    1.393867,   86.001816,  105.419823,   82.540359,  103.261276,       346,         1048576,000,003,000001
000, 915144704,    3490,  618.042969,   20.000000,14372.440430,  149.346725,14339.739258,    0.973813,   32.277740,  147.894028,   30.829144,  145.297165,       130,         1048576,000,004,000001
001, 703856640,    2684,  469.873016,   20.000000,19144.578125,   48.218029,19085.599609,    0.792045,   58.658955,   47.086292,   56.442841,   46.093994,       238,         1048576,000,004,000001
002,1733296128,    6611, 1178.884033,   20.000000,18421.488281,  394.514893,18402.050781,    1.917303,   18.632952,  391.708191,   17.545597,  381.628967,        74,         1048576,000,004,000001
003, 870055936,    3318,  580.542664,   20.000000,18617.263672,   73.800781,18551.939453,    0.948780,   64.949623,   72.405609,   62.791626,   70.862564,       265,         1048576,000,004,000001
004,1848639488,    7051, 1241.239258,   20.000000,17198.882812,  222.370529,17092.500000,    1.961308,  105.571648,  219.464188,  101.512062,  215.423981,       428,         1048576,000,004,000001
005, 810287104,    3090,  539.682556,   20.000000,18308.970703,   69.044510,18248.041016,    0.844928,   60.595806,   67.794319,   58.350414,   66.496666,       246,         1048576,000,004,000001
006, 897056768,    3421,  602.979797,   20.000000,17678.291016,  152.978912,17650.062500,    0.878666,   27.839148,  151.633759,   26.779531,  149.055359,       113,         1048576,000,004,000001
007,2539651072,    9687, 1696.921509,   20.000000,16429.130859,  148.099243,16203.352539,    2.894153,  224.737274,  143.980438,  216.685196,  140.994202,       914,         1048576,000,004,000001
008,1237843968,    4721,  835.247498,   20.000000,14460.924805,  104.341850,14365.109375,    1.245293,   95.294479,  102.456375,   91.474670,  100.141617,       383,         1048576,000,004,000001
009,3492544512,   13322, 2365.995605,   20.000000,14977.389648,  567.849731,14848.906250,    3.375378,  126.889854,  562.729492,  121.687920,  551.697144,       510,         1048576,000,004,000001
010,1090256896,    4158,  775.479553,   20.000000,17892.767578,  109.212677,17790.542969,    1.288744,  101.783470,  107.383072,   75.822197,  105.246445,       301,         1048576,000,004,000001
011,1691353088,    6451, 1153.619385,   20.000000,18736.611328,  103.534210,18586.277344,    1.988828,  149.781326,  100.652641,  143.708847,   98.507011,       602,         1048576,000,004,000001
012, 612368384,    2335,  415.928650,   20.000000,19101.755859,   57.570492,19057.742188,    0.627525,   43.747177,   56.633579,   41.999535,   55.461418,       176,         1048576,000,004,000001
013,1129840640,    4309,  764.531616,   20.000000,14971.961914,   53.870419,14864.276367,    1.307205,  107.223587,   51.988827,  102.904892,   50.713093,       431,         1048576,000,004,000001
014,1506017280,    5744, 1018.941467,   20.000000,14022.596680,  349.780151,14020.875977,    1.481642,    1.074002,  347.496521,    0.952710,  340.857880,         4,         1048576,000,004,000001
015,2266234880,    8644, 1535.711182,   20.000000,16311.475586,  165.356628,16124.083008,    2.495806,  186.433716,  161.744019,  178.920486,  158.260468,       750,         1048576,000,004,000001
000, 344719360,    1314,  397.623260,   20.000000,11561.178711, 8037.388672,11528.624023,    0.656878,   32.331287, 8036.427246,   26.713989, 7969.437012,        87,         1048576,000,000,000128
001, 388235264,    1480,  447.167175,   20.000000,10770.909180, 8771.655273, 8221.292969,    0.763599, 2549.351807, 8770.573242, 2544.311035, 8700.890625,       100,         1048576,000,000,000128
002, 489684992,    1867,  545.986267,   20.000000,10233.964844, 9208.411133,10186.714844,    0.930510,   46.977596, 9207.056641,   39.705582, 9134.038086,       123,         1048576,000,000,000128
003, 418119680,    1594,  491.835724,   20.000000,10733.599609, 8765.275391,10697.448242,    0.819012,   35.906052, 8764.083984,   29.957230, 8694.113281,        93,         1048576,000,000,000128
004, 378273792,    1442,  431.312347,   20.000000,11185.705078, 8373.780273,11141.027344,    0.731205,   44.480583, 8372.771484,   37.602619, 8305.703125,       105,         1048576,000,000,000128
005, 452198400,    1724,  502.076324,   20.000000,10908.131836, 8580.194336,10867.412109,    0.837630,   40.486229, 8579.005859,   35.207973, 8509.584961,       108,         1048576,000,000,000128
006, 386924544,    1475,  441.477692,   20.000000,11212.966797, 8334.385742,11176.370117,    0.739625,   36.410858, 8333.347656,   31.729179, 8262.836914,        97,         1048576,000,000,000128
007, 317718528,    1211,  367.530457,   20.000000,11924.215820, 7703.447266, 6264.285645,    0.630004, 5659.774902, 7702.584961, 5653.460449, 7640.863770,        76,         1048576,000,000,000128
