lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0020439,0000141,0000030,0001010,0028865,0019767,0028834,0000000,001024,000,000,16384
0236776,0001236,0000241,0001236,0050415,0042961,0050305,0000000,001024,000,000,16384
0020298,0000141,0000030,0001009,0028273,0019607,0028233,0000000,001024,001,000,16384
0237246,0001236,0000241,0001236,0050144,0042901,0050024,0000000,001024,001,000,16384
0020329,0000150,0000030,0001009,0028353,0019647,0028313,0000000,001024,002,000,16384
0237948,0001237,0000250,0001237,0050365,0042921,0050235,0000000,001024,002,000,16384
0021881,0000141,0000030,0001010,0030217,0021190,0030177,0000000,001024,000,001,16384
0255602,0001255,0000261,0001252,0050846,0043692,0050726,0000000,001024,000,001,16384
0021901,0000150,0000030,0001010,0030227,0021200,0030187,0000000,001024,001,001,16384
0255692,0001255,0000251,0001252,0050886,0043572,0050766,0000000,001024,001,001,16384
0021861,0000150,0000030,0001010,0030107,0021170,0030067,0000000,001024,002,001,16384
0256011,0001255,0000251,0001252,0050976,0043552,0050856,0000000,001024,002,001,16384
0021330,0000150,0000030,0001010,0029064,0020639,0029024,0000000,001024,000,002,16384
0250683,0001250,0000250,0001248,0050655,0043442,0050525,0000000,001024,000,002,16384
0021621,0000150,0000030,0001010,0030157,0020920,0030117,0000000,001024,001,002,16384
0249940,0001249,0000251,0001247,0050705,0043452,0050585,0000000,001024,001,002,16384
0021701,0000150,0000030,0001010,0030407,0021010,0030367,0000000,001024,002,002,16384
0252485,0001252,0000260,0001249,0050896,0043432,0050776,0000000,001024,002,002,16384
