lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
0000000,0000170,0000030,0001004,0003847,0004619,0003877,0000009,001024,000,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0001902,0000541,0001198,0005701,0006672,0005871,0000898,001024,000,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0000160,0000030,0001004,0003907,0004669,0003937,0000009,001024,001,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0001312,0000531,0001094,0005681,0006632,0005711,0000309,001024,001,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0000170,0000030,0001003,0004058,0004759,0004078,0000009,001024,002,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0001860,0000551,0001199,0005681,0006522,0005731,0000862,001024,002,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0000170,0000030,0001004,0004048,0004749,0004068,0000009,001024,003,000,00001024,01,004,004,016,016,1,0.99,050
0000000,0001891,0000491,0001193,0005661,0006522,0005711,0000880,001024,003,000,00001024,01,004,004,016,016,1,0.99,050
