tid,lock_impl_time(ms)
RUN 0
001,    51.976
-----------------------------------------------------------------------------------------------

RUN 1
001,    52.204
-----------------------------------------------------------------------------------------------

RUN 2
001,    54.648
-----------------------------------------------------------------------------------------------

RUN 3
001,    57.926
-----------------------------------------------------------------------------------------------

RUN 4
001,    59.011
-----------------------------------------------------------------------------------------------

