lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0021360,0000141,0000030,0001010,0030367,0020669,0030327,0000000,001024,000,000,16384
0245502,0001245,0000251,0001244,0050766,0043302,0050645,0000000,001024,000,000,16384
0021019,0000141,0000030,0001010,0029035,0020328,0028995,0000000,001024,001,000,16384
0246064,0001245,0000250,0001244,0050555,0043352,0050435,0000000,001024,001,000,16384
0021010,0000150,0000030,0001010,0028894,0020318,0028854,0000000,001024,002,000,16384
0246563,0001246,0000250,0001244,0050595,0043241,0050465,0000000,001024,002,000,16384
0021330,0000150,0000030,0001010,0029035,0020629,0028995,0000000,001024,000,001,16384
0250663,0001250,0000250,0001248,0050715,0043472,0050586,0000000,001024,000,001,16384
0021640,0000141,0000030,0001010,0030307,0020940,0030267,0000000,001024,001,001,16384
0251443,0001251,0000260,0001248,0050745,0043542,0050625,0000000,001024,001,001,16384
0021640,0000150,0000030,0001010,0030217,0020949,0030177,0000000,001024,002,001,16384
0251581,0001251,0000260,0001248,0050985,0043392,0050855,0000000,001024,002,001,16384
0020498,0000141,0000030,0001010,0028795,0019807,0028764,0000000,001024,000,002,16384
0237917,0001237,0000250,0001237,0050434,0043162,0050305,0000000,001024,000,002,16384
0020459,0000150,0000030,0001010,0028563,0019777,0028523,0000000,001024,001,002,16384
0238049,0001237,0000241,0001238,0050495,0043001,0050365,0000000,001024,001,002,16384
0020448,0000150,0000030,0001010,0028613,0019757,0028573,0000000,001024,002,002,16384
0240862,0001240,0000241,0001237,0050474,0043051,0050345,0000000,001024,002,002,16384
