tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,50453.046875, 15.036738
001,49986.757812, 15.983301
003,50408.214844, 16.375412
004,50673.175781, 14.484502
005,50982.152344, 13.330611
006,50510.535156, 16.555614
007,50835.035156, 16.438046
008,50811.617188, 13.894128
009,54932.496094, 13.437241
010,55167.535156,  6.398251
011,55230.335938,  6.341756
012,55023.824219,  7.372705
013,55177.121094,  6.316647
014,55114.914062,  6.680025
015,55140.777344,  6.582391
016,55180.332031,  7.076125
-----------------------------------------------------------------------------------------------

RUN 1
002,51820.277344, 14.533586
001,51759.468750, 14.046804
003,51967.078125, 12.019716
004,52081.832031, 13.140654
005,52243.796875, 12.837866
006,51756.972656, 12.871540
007,51637.398438, 13.680847
008,52120.558594, 11.384233
009,53610.921875, 16.694939
010,53498.941406,  8.421480
011,53823.292969,  8.293854
012,53743.132812,  9.198462
013,53506.269531,  8.332648
014,53756.621094,  7.873984
015,53810.683594,  8.579334
016,53666.222656,  8.294847
-----------------------------------------------------------------------------------------------

