tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1636457, 1636457,  217.360046
001,   2055040, 2055040,  294.545410
002,   1563658, 1563658,  207.587097
003,   2082674, 2082674,  293.742737
004,   1628608, 1628608,  218.398880
005,   2151022, 2151022,  301.116577
006,   1605794, 1605794,  215.669754
007,   2154815, 2154815,  302.566162
008,   1579315, 1579315,  207.766083
009,   2159224, 2159224,  304.649017
010,   1576309, 1576309,  216.505981
011,   2069293, 2069293,  290.407745
012,   1391921, 1391921,  197.852493
013,   2106085, 2106085,  301.465912
014,   1681773, 1681773,  248.699203
015,   1990798, 1990798,  260.349915
016,   1705145, 1705145,  241.046341
017,   2053730, 2053730,  276.081482
018,   1739254, 1739254,  252.045807
019,   1960043, 1960043,  259.551025
020,   1742051, 1742051,  251.847366
021,   1899700, 1899700,  250.684448
022,   1760271, 1760271,  255.886032
023,   1882001, 1882001,  242.524033
024,   1716526, 1716526,  255.024780
025,   1940144, 1940144,  260.879181
026,   1615877, 1615877,  242.399338
027,   1994535, 1994535,  279.334656
028,   1532612, 1532612,  233.766083
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1766486, 1766486,  232.219193
001,   2015477, 2015477,  295.616394
002,   1723432, 1723432,  222.626511
003,   2080286, 2080286,  297.063324
004,   1683605, 1683605,  212.843094
005,   2058271, 2058271,  293.501038
006,   1852028, 1852028,  241.802460
007,   2033964, 2033964,  294.486328
008,   1741890, 1741890,  222.845505
009,   2100003, 2100003,  302.520386
010,   1640136, 1640136,  221.778946
011,   1938646, 1938646,  280.230438
012,   1464813, 1464813,  208.573288
013,   1955081, 1955081,  303.077240
014,   1986099, 1986099,  301.252563
015,   1670240, 1670240,  213.463531
016,   1793106, 1793106,  252.423660
017,   1842652, 1842652,  256.068878
018,   1803004, 1803004,  251.515839
019,   1810586, 1810586,  236.257309
020,   1736553, 1736553,  247.524078
021,   1803615, 1803615,  240.092880
022,   1875301, 1875301,  282.843628
023,   1617565, 1617565,  203.710205
024,   1929099, 1929099,  286.123474
025,   2001554, 2001554,  278.033325
026,   1751844, 1751844,  263.491455
027,   1781710, 1781710,  255.155045
028,   1413694, 1413694,  219.078094
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1792459, 1792459,  259.827240
001,   2248321, 2248321,  329.503693
002,   1703176, 1703176,  226.756561
003,   2150954, 2150954,  311.019684
004,   1614309, 1614309,  210.831711
005,   2014488, 2014488,  280.715332
006,   1660751, 1660751,  217.692780
007,   2020775, 2020775,  279.818817
008,   1653934, 1653934,  212.477875
009,   2203412, 2203412,  322.526031
010,   1596565, 1596565,  219.174423
011,   1972977, 1972977,  299.218689
012,   1290368, 1290368,  185.619843
013,   1935799, 1935799,  286.524536
014,   1698640, 1698640,  258.237000
015,   1716234, 1716234,  237.805542
016,   1781399, 1781399,  250.430450
017,   1830125, 1830125,  259.678253
018,   1798793, 1798793,  258.228851
019,   1843363, 1843363,  238.819412
020,   1852899, 1852899,  264.150452
021,   1904421, 1904421,  248.122299
022,   1943950, 1943950,  289.954254
023,   1661523, 1661523,  211.111206
024,   1810160, 1810160,  275.232666
025,   1854545, 1854545,  265.654175
026,   1692936, 1692936,  248.765015
027,   1866005, 1866005,  262.580414
028,   1399731, 1399731,  216.020370
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1682044, 1682044,  239.548935
001,   2058456, 2058456,  306.067566
002,   1664485, 1664485,  217.229080
003,   2099730, 2099730,  305.554993
004,   1673054, 1673054,  218.065384
005,   2170111, 2170111,  296.089386
006,   1674052, 1674052,  215.293045
007,   2093805, 2093805,  296.209595
008,   1701995, 1701995,  237.642242
009,   2194637, 2194637,  310.604523
010,   1612997, 1612997,  227.804581
011,   2020085, 2020085,  287.596771
012,   1429731, 1429731,  198.611038
013,   2122088, 2122088,  307.303101
014,   1751303, 1751303,  264.515045
015,   1844790, 1844790,  256.405487
016,   1745712, 1745712,  242.356903
017,   1846064, 1846064,  257.039581
018,   1826095, 1826095,  259.987305
019,   1934755, 1934755,  251.646179
020,   1813649, 1813649,  253.120270
021,   1958526, 1958526,  254.982803
022,   1700005, 1700005,  238.799545
023,   1704173, 1704173,  214.258804
024,   1831276, 1831276,  271.982910
025,   1965705, 1965705,  272.142181
026,   1694972, 1694972,  253.804962
027,   1851014, 1851014,  264.173553
028,   1369997, 1369997,  212.733597
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1729215, 1729215,  239.717651
001,   2152178, 2152178,  317.252350
002,   1712864, 1712864,  225.334000
003,   2059876, 2059876,  293.016693
004,   1787711, 1787711,  236.075073
005,   2161476, 2161476,  308.588043
006,   1732161, 1732161,  223.935181
007,   2083330, 2083330,  298.906281
008,   1721248, 1721248,  239.851303
009,   2057047, 2057047,  295.273651
010,   1696322, 1696322,  230.461151
011,   2061284, 2061284,  296.624908
012,   1350618, 1350618,  182.559662
013,   2109080, 2109080,  311.872070
014,   1755789, 1755789,  260.806305
015,   1753053, 1753053,  245.041306
016,   1731396, 1731396,  241.314911
017,   1771874, 1771874,  235.368210
018,   1811554, 1811554,  262.691742
019,   1738014, 1738014,  230.661621
020,   1866511, 1866511,  270.301666
021,   1783916, 1783916,  237.344910
022,   1788645, 1788645,  248.448181
023,   1621475, 1621475,  207.088242
024,   1807330, 1807330,  271.524200
025,   1806295, 1806295,  252.515488
026,   1773342, 1773342,  269.064209
027,   1898775, 1898775,  266.493713
028,   1403179, 1403179,  214.093033
-------------------------------------------------------------------------------------------------------

