tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000, 195226676,195226676, 7820.472168
-------------------------------------------------------------------------------------------------------

RUN 1
000, 195218842,195218842, 7820.420410
-------------------------------------------------------------------------------------------------------

RUN 2
000, 195209302,195209302, 7820.095215
-------------------------------------------------------------------------------------------------------

RUN 3
000, 194787159,194787159, 7820.386230
-------------------------------------------------------------------------------------------------------

RUN 4
000, 192906586,192906586, 7781.744629
-------------------------------------------------------------------------------------------------------

