tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.000712,  0.000945
002,  0.204987,  0.000338
002,  0.000207,  0.000602
002,  0.000133,  0.000343
002,  0.420662,  0.000085
002,  0.000105,  0.000260
002,  0.270235,  0.000130
002,  0.139993,  0.000150
002,  0.115437,  0.000313
002,  0.297850,  0.000127
001,  0.316020,  0.000417
001,  0.110965,  0.000302
001,  0.059800,  0.000358
001,  0.088852,  0.000263
001,  0.212432,  0.000255
001,  0.331718,  0.000157
001,  0.317375,  0.000183
001,  0.052920,  0.000258
001,  0.217013,  0.000213
001,  0.299252,  0.000153
003,  0.238253,  0.001108
003,  0.411320,  0.000117
003,  0.049725,  0.000330
003,  0.277758,  0.000137
003,  0.000238,  0.000395
003,  0.103687,  0.000300
003,  0.000195,  0.000972
003,  0.251580,  0.000300
003,  0.341427,  0.000102
003,  0.059472,  0.000335
004,  0.564022,  0.000380
004,  0.000140,  0.000975
004,  0.235812,  0.000392
004,  0.413780,  0.000098
004,  0.365377,  0.000195
004,  0.387875,  0.000108
004,  0.313453,  0.000217
004,  0.365883,  0.000145
004,  0.054600,  0.000282
004,  0.117655,  0.000373
005,  0.141677,  0.000443
005,  0.459980,  0.000150
005,  0.375507,  0.000112
005,  0.045512,  0.000298
005,  0.175835,  0.000310
005,  0.143130,  0.000713
005,  0.132670,  0.000190
005,  0.357628,  0.000123
005,  0.163610,  0.000402
005,  0.373138,  0.000113
006,  0.381970,  0.000377
006,  0.356972,  0.000223
006,  0.193758,  0.000205
006,  0.353218,  0.000130
006,  0.134815,  0.000150
006,  0.238890,  0.000172
006,  0.446095,  0.000087
006,  0.000138,  0.000387
006,  0.000252,  0.000665
006,  0.000290,  0.000103
007,  0.079568,  0.000462
007,  0.060355,  0.000333
007,  0.301490,  0.000217
007,  0.173778,  0.000175
007,  0.068130,  0.000423
007,  0.049727,  0.000238
007,  0.150220,  0.000243
007,  0.308977,  0.000150
007,  0.164335,  0.000323
007,  0.171670,  0.000223
008,  0.492793,  0.000348
008,  0.232702,  0.000333
008,  0.360058,  0.000110
008,  0.172895,  0.000263
008,  0.241085,  0.000105
008,  0.230660,  0.000243
008,  0.072502,  0.000337
008,  0.154417,  0.000452
008,  0.405255,  0.000080
008,  0.233470,  0.000140
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.302328,  0.000577
002,  0.000205,  0.000223
002,  0.296795,  0.000182
002,  0.000178,  0.000218
002,  0.120748,  0.000388
002,  0.411177,  0.000082
002,  0.000145,  0.000693
002,  0.207605,  0.000275
002,  0.066915,  0.000140
002,  0.177295,  0.000507
001,  0.176125,  0.000828
001,  0.303618,  0.000147
001,  0.098317,  0.000377
001,  0.343815,  0.000167
001,  0.331697,  0.000148
001,  0.276890,  0.000168
001,  0.339072,  0.000120
001,  0.225628,  0.000190
001,  0.105367,  0.000207
001,  0.193130,  0.000558
003,  0.433462,  0.000170
003,  0.231962,  0.000380
003,  0.000160,  0.000227
003,  0.171040,  0.000542
003,  0.379088,  0.000073
003,  0.000122,  0.000463
003,  0.210300,  0.000137
003,  0.000187,  0.000122
003,  0.220142,  0.000252
003,  0.108757,  0.000202
004,  0.363115,  0.000292
004,  0.277172,  0.000617
004,  0.045802,  0.000500
004,  0.284865,  0.000262
004,  0.165722,  0.000188
004,  0.355170,  0.000195
004,  0.169155,  0.000308
004,  0.349898,  0.000152
004,  0.353300,  0.000242
004,  0.052513,  0.000205
005,  0.051038,  0.000280
005,  0.386910,  0.000090
005,  0.399408,  0.000112
005,  0.021473,  0.000297
005,  0.212502,  0.000190
005,  0.147705,  0.000175
005,  0.279533,  0.000207
005,  0.286072,  0.000172
005,  0.055457,  0.000228
005,  0.290018,  0.000177
006,  0.000403,  0.000452
006,  0.169300,  0.000145
006,  0.242497,  0.000137
006,  0.247033,  0.000988
006,  0.000197,  0.000615
006,  0.072105,  0.000198
006,  0.061152,  0.000602
006,  0.429488,  0.000085
006,  0.000233,  0.000252
006,  0.000297,  0.000130
007,  0.111870,  0.000738
007,  0.041390,  0.000387
007,  0.180520,  0.000238
007,  0.066648,  0.000140
007,  0.054362,  0.000492
007,  0.121427,  0.000298
007,  0.281478,  0.000342
007,  0.140867,  0.000145
007,  0.405958,  0.000112
007,  0.415850,  0.000088
008,  0.242705,  0.000468
008,  0.043945,  0.000357
008,  0.294967,  0.000118
008,  0.064103,  0.000173
008,  0.185680,  0.000330
008,  0.176518,  0.000235
008,  0.104823,  0.000360
008,  0.001633,  0.000477
008,  0.287118,  0.000107
008,  0.292513,  0.000105
-----------------------------------------------------------------------------------------------

