tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1412841, 1412841,  220.567444
001,   1412830, 1412830,  240.723816
002,   1412838, 1412838,  245.787338
003,   1412839, 1412839,  256.351959
004,   1412835, 1412835,  226.135361
005,   1412839, 1412839,  239.814240
006,   1412840, 1412840,  240.649887
007,   1412839, 1412839,  242.036530
008,   1412838, 1412838,  243.090271
009,   1412839, 1412839,  223.793839
010,   1412834, 1412834,  214.172806
011,   1412836, 1412836,  244.154953
012,   1412837, 1412837,  246.892807
013,   1412836, 1412836,  228.982727
014,   1412836, 1412836,  228.045227
015,   1412836, 1412836,  239.472214
016,   1412837, 1412837,  237.476486
017,   1412837, 1412837,  213.997223
018,   1412831, 1412831,  234.173950
019,   1412835, 1412835,  296.476776
020,   1412837, 1412837,  268.160736
021,   1412837, 1412837,  281.604584
022,   1412835, 1412835,  264.009308
023,   1412835, 1412835,  270.710022
024,   1412837, 1412837,  295.167480
025,   1412837, 1412837,  278.878723
026,   1412836, 1412836,  282.155853
027,   1412837, 1412837,  302.015503
028,   1412833, 1412833,  313.186035
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1416718, 1416718,  260.071716
001,   1416722, 1416722,  241.900238
002,   1416713, 1416713,  220.548172
003,   1416764, 1416764,  237.329681
004,   1416719, 1416719,  268.449585
005,   1416724, 1416724,  255.179276
006,   1416721, 1416721,  228.205566
007,   1416724, 1416724,  240.710129
008,   1416721, 1416721,  248.964554
009,   1416723, 1416723,  220.903580
010,   1416717, 1416717,  256.925720
011,   1416725, 1416725,  260.091217
012,   1416718, 1416718,  227.801361
013,   1416723, 1416723,  236.067566
014,   1416717, 1416717,  228.263519
015,   1416717, 1416717,  222.144989
016,   1416721, 1416721,  219.476486
017,   1416727, 1416727,  253.743973
018,   1416720, 1416720,  201.958557
019,   1416720, 1416720,  286.245697
020,   1416720, 1416720,  254.736740
021,   1416723, 1416723,  245.337418
022,   1416720, 1416720,  224.566055
023,   1416723, 1416723,  262.385498
024,   1416719, 1416719,  307.312805
025,   1416722, 1416722,  278.954254
026,   1416716, 1416716,  267.735016
027,   1416716, 1416716,  274.532867
028,   1416719, 1416719,  278.520142
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1416405, 1416405,  237.298050
001,   1416404, 1416404,  228.123886
002,   1416408, 1416408,  221.700500
003,   1416408, 1416408,  229.672882
004,   1416407, 1416407,  238.286560
005,   1416406, 1416406,  239.024155
006,   1416407, 1416407,  243.458313
007,   1416403, 1416403,  221.927567
008,   1416408, 1416408,  249.532104
009,   1416240, 1416240,  265.193054
010,   1416408, 1416408,  240.678055
011,   1416402, 1416402,  239.870300
012,   1416408, 1416408,  217.278259
013,   1416406, 1416406,  244.045578
014,   1416403, 1416403,  229.841248
015,   1416407, 1416407,  235.521301
016,   1416408, 1416408,  249.013382
017,   1416406, 1416406,  229.544022
018,   1416404, 1416404,  222.598801
019,   1416407, 1416407,  270.368225
020,   1416406, 1416406,  253.636612
021,   1416409, 1416409,  273.103882
022,   1416402, 1416402,  260.648529
023,   1416406, 1416406,  265.879578
024,   1416405, 1416405,  283.357849
025,   1416404, 1416404,  284.574524
026,   1416406, 1416406,  272.499146
027,   1416408, 1416408,  274.145264
028,   1416404, 1416404,  278.336761
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1401025, 1401025,  236.525040
001,   1401029, 1401029,  211.395767
002,   1401027, 1401027,  216.830276
003,   1401027, 1401027,  247.205765
004,   1401025, 1401025,  255.720367
005,   1400863, 1400863,  253.237915
006,   1401030, 1401030,  220.683487
007,   1401026, 1401026,  244.453171
008,   1401030, 1401030,  241.381897
009,   1401028, 1401028,  219.226593
010,   1401029, 1401029,  250.404877
011,   1401028, 1401028,  245.640030
012,   1401029, 1401029,  233.108429
013,   1401030, 1401030,  258.150604
014,   1401002, 1401002,  225.175812
015,   1401030, 1401030,  253.010086
016,   1401035, 1401035,  248.055313
017,   1401027, 1401027,  226.508774
018,   1401029, 1401029,  230.148743
019,   1401030, 1401030,  297.910797
020,   1401027, 1401027,  294.927948
021,   1401027, 1401027,  274.627502
022,   1400863, 1400863,  262.280121
023,   1401029, 1401029,  266.782440
024,   1401026, 1401026,  300.563721
025,   1401028, 1401028,  307.463959
026,   1401034, 1401034,  309.889526
027,   1401029, 1401029,  285.166412
028,   1401025, 1401025,  278.998138
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1406598, 1406598,  218.013474
001,   1406601, 1406601,  237.400452
002,   1406597, 1406597,  232.839233
003,   1406601, 1406601,  227.405228
004,   1406601, 1406601,  226.996368
005,   1406603, 1406603,  235.319656
006,   1406600, 1406600,  247.905197
007,   1406598, 1406598,  230.308823
008,   1406599, 1406599,  225.631607
009,   1406597, 1406597,  256.537262
010,   1406598, 1406598,  228.513016
011,   1406600, 1406600,  248.196487
012,   1406600, 1406600,  242.998886
013,   1406602, 1406602,  257.108215
014,   1406598, 1406598,  232.101196
015,   1406600, 1406600,  226.389816
016,   1406607, 1406607,  219.094620
017,   1406599, 1406599,  247.420914
018,   1406600, 1406600,  231.697037
019,   1406605, 1406605,  295.673706
020,   1406599, 1406599,  296.873322
021,   1406603, 1406603,  259.003479
022,   1406606, 1406606,  261.977509
023,   1406606, 1406606,  264.569183
024,   1406606, 1406606,  292.743774
025,   1406606, 1406606,  283.961151
026,   1406600, 1406600,  311.398346
027,   1406597, 1406597,  288.970459
028,   1406601, 1406601,  305.889435
-------------------------------------------------------------------------------------------------------

