tid,lock_impl_time(ms)
RUN 0
001, 30002.801
002, 30002.955
004, 30003.129
003, 30003.254
005, 23049.467
006, 22912.018
007, 22714.033
008, 23288.951
009, 30002.641
011, 22595.209
010, 30002.504
012, 22863.896
013, 30002.377
014, 22305.111
015, 30003.326
016, 22941.078
-----------------------------------------------------------------------------------------------

RUN 1
001, 22616.900
002, 23010.398
004, 23158.811
003, 23269.363
005, 29963.125
006, 29963.246
007, 29963.547
008, 29963.002
009, 22550.834
011, 29963.350
010, 23180.252
012, 29963.459
013, 22577.045
014, 29962.881
015, 23128.197
016, 29963.578
-----------------------------------------------------------------------------------------------

RUN 2
001, 29964.377
002, 29964.977
004, 29964.496
003, 29964.773
005, 22996.385
006, 22959.543
007, 22698.795
008, 23395.875
009, 29964.879
011, 22785.869
010, 29964.254
012, 22598.338
013, 29965.076
014, 22810.039
015, 29964.646
016, 22625.639
-----------------------------------------------------------------------------------------------

RUN 3
001, 29958.363
002, 29959.158
004, 29958.479
003, 29958.820
005, 22970.693
006, 23184.596
007, 22843.145
008, 23379.633
009, 29959.055
011, 22464.998
010, 29958.945
012, 22558.867
013, 29958.701
014, 22247.027
015, 29958.566
016, 22629.139
-----------------------------------------------------------------------------------------------

RUN 4
001, 29964.400
002, 29964.615
004, 29964.797
003, 29964.271
005, 23040.629
006, 23418.521
007, 22614.145
008, 23548.471
009, 29964.893
011, 22511.172
010, 29964.510
012, 22427.445
013, 29964.691
014, 22231.184
015, 29964.152
016, 22731.543
-----------------------------------------------------------------------------------------------

