tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     22974,   22974,    3.367310
001,     13445,   13445,    1.987887
002,      9964,    9964,    1.587990
003,     11094,   11094,    1.733232
004,     12862,   12862,    1.907220
005,     16538,   16538,    2.591291
006,     10068,   10068,    1.613609
007,      8713,    8713,    1.214807
008,      8169,    8169,    1.374699
009,      8123,    8123,    1.233241
010,      8653,    8653,    1.115241
011,     12584,   12584,    2.207015
012,     12294,   12294,    2.029241
013,     14307,   14307,    2.151154
014,      9348,    9348,    1.126652
015,     19435,   19435,    3.243055
016,     17411,   17411,    2.460659
017,     16919,   16919,    2.824177
018,     17695,   17695,    2.603990
019,      6045,    6045,    0.989365
020,     12500,   12500,    1.652138
021,     13524,   13524,    2.073885
022,     11600,   11600,    1.392567
023,     16260,   16260,    2.834956
024,     23494,   23494,    3.428578
025,     11606,   11606,    1.756241
026,     14874,   14874,    2.088867
027,     14157,   14157,    2.484577
028,     11297,   11297,    1.814750
-------------------------------------------------------------------------------------------------------

RUN 1
000,     20790,   20790,    2.892871
001,     14522,   14522,    2.624697
002,     11658,   11658,    1.496440
003,     11839,   11839,    2.033187
004,     15281,   15281,    2.557650
005,     11919,   11919,    1.982949
006,     18280,   18280,    2.475333
007,      9516,    9516,    1.772674
008,     19761,   19761,    2.758552
009,     17436,   17436,    2.925957
010,     17936,   17936,    2.237542
011,     10231,   10231,    1.980582
012,      9424,    9424,    1.586479
013,      7779,    7779,    1.258030
014,     19353,   19353,    2.560539
015,     15092,   15092,    2.525901
016,      6473,    6473,    1.048354
017,     10620,   10620,    1.828175
018,     13851,   13851,    2.294432
019,     11927,   11927,    2.820628
020,     10483,   10483,    1.702916
021,      8170,    8170,    1.395810
022,     18526,   18526,    2.468357
023,     10778,   10778,    1.824024
024,     15240,   15240,    2.238728
025,     10438,   10438,    1.758462
026,     15201,   15201,    2.030126
027,     11020,   11020,    1.727114
028,     11821,   11821,    1.550852
-------------------------------------------------------------------------------------------------------

RUN 2
000,     23259,   23259,    3.360412
001,     10267,   10267,    1.587548
002,      6566,    6566,    1.269336
003,      5808,    5808,    0.905934
004,     13351,   13351,    2.095375
005,     23218,   23218,    4.065427
006,     10351,   10351,    1.263469
007,      7914,    7914,    1.331593
008,      9509,    9509,    1.332528
009,     17058,   17058,    2.292930
010,      8853,    8853,    1.127991
011,     16301,   16301,    2.522151
012,     10601,   10601,    1.472774
013,     18211,   18211,    2.650210
014,     14497,   14497,    2.004176
015,      8623,    8623,    1.541138
016,     14597,   14597,    2.248260
017,     11434,   11434,    1.966636
018,     13005,   13005,    2.232336
019,      9100,    9100,    1.387688
020,     16556,   16556,    2.260782
021,     13064,   13064,    2.173796
022,     14067,   14067,    2.325533
023,     10200,   10200,    1.808748
024,     11737,   11737,    1.957255
025,     12460,   12460,    1.893809
026,     16535,   16535,    2.285516
027,     22210,   22210,    4.044725
028,     14403,   14403,    2.012251
-------------------------------------------------------------------------------------------------------

RUN 3
000,     20025,   20025,    2.934443
001,      8361,    8361,    1.149192
002,     11151,   11151,    1.861428
003,     20289,   20289,    3.317304
004,     10794,   10794,    1.811674
005,     16230,   16230,    2.770455
006,      7051,    7051,    0.969304
007,      7046,    7046,    1.272456
008,     21888,   21888,    3.059490
009,     15221,   15221,    2.289587
010,     14949,   14949,    2.021958
011,     19223,   19223,    3.455498
012,      9634,    9634,    1.460178
013,     17361,   17361,    2.834290
014,      9763,    9763,    1.526507
015,     15869,   15869,    2.745878
016,      5735,    5735,    0.898028
017,      8115,    8115,    1.391462
018,     12513,   12513,    1.834056
019,     13633,   13633,    2.441808
020,      6759,    6759,    0.984056
021,      6801,    6801,    1.018808
022,     20543,   20543,    3.526255
023,     14361,   14361,    2.826941
024,     10165,   10165,    1.671237
025,      7537,    7537,    1.262345
026,     19757,   19757,    2.790010
027,     13186,   13186,    2.146208
028,     19081,   19081,    2.917343
-------------------------------------------------------------------------------------------------------

RUN 4
000,     12442,   12442,    1.511464
001,      8780,    8780,    1.133793
002,     10529,   10529,    1.514642
003,      8847,    8847,    1.314537
004,      8465,    8465,    1.683755
005,     32665,   32665,    6.120769
006,      9225,    9225,    1.176440
007,     18794,   18794,    2.844632
008,     11711,   11711,    1.890253
009,     16948,   16948,    2.281996
010,     12673,   12673,    1.665289
011,      8418,    8418,    1.126439
012,     12617,   12617,    1.982841
013,      9982,    9982,    1.778702
014,     15059,   15059,    1.943113
015,     19044,   19044,    2.851644
016,     11110,   11110,    1.880670
017,     12182,   12182,    2.429146
018,     14658,   14658,    2.347802
019,      9936,    9936,    1.623352
020,     16338,   16338,    2.212764
021,      9813,    9813,    1.515759
022,     16046,   16046,    2.358168
023,     14333,   14333,    2.737453
024,     15981,   15981,    2.689143
025,      8246,    8246,    1.357227
026,     12619,   12619,    1.588293
027,     12255,   12255,    1.938880
028,     11985,   11985,    1.813178
-------------------------------------------------------------------------------------------------------

