tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00006719,00006719,010,00106634,00000000,00000000,001024,000,000,00000001,00006719,02,0000000764016331
001,00006705,00006705,010,00106917,00000000,00000000,001024,000,000,00000001,00006705,02,0000000780889022
002,00006692,00006692,010,00102719,00000000,00000000,001024,000,000,00000001,00006692,02,0000000782530116
003,00006742,00006742,010,00105736,00000000,00000000,001024,000,000,00000001,00006742,02,0000000791150948
004,00006700,00006700,010,00104907,00000000,00000000,001024,000,000,00000001,00006700,02,0000000780506150
005,00006683,00006683,010,00101856,00000000,00000000,001024,000,000,00000001,00006683,02,0000000089535921
006,00006695,00006695,010,00104341,00000000,00000000,001024,000,000,00000001,00006695,02,0000000764405170
007,00006688,00006688,010,00103123,00000000,00000000,001024,000,000,00000001,00006688,02,0000000768687264
008,00006692,00006692,010,00107153,00000000,00000000,001024,000,000,00000001,00006692,02,0000000773329141
009,00006692,00006692,010,00106448,00000000,00000000,001024,000,000,00000001,00006692,02,0000000776032728
010,00006687,00006687,010,00107027,00000000,00000000,001024,000,000,00000001,00006687,02,0000000779372751
011,00006698,00006698,010,00105907,00000000,00000000,001024,000,000,00000001,00006698,02,0000000777256750
012,00006694,00006694,010,00107672,00000000,00000000,001024,000,000,00000001,00006694,02,0000000771844951
013,00006697,00006697,010,00108394,00000000,00000000,001024,000,000,00000001,00006697,02,0000000763435621
014,00006690,00006690,010,00106008,00000000,00000000,001024,000,000,00000001,00006690,02,0000000765351097
015,00006701,00006701,010,00084909,00000000,00000000,001024,000,000,00000001,00006701,02,0000000739467111
016,00006739,00006739,010,00085586,00000000,00000000,001024,000,000,00000001,00006739,02,0000000759955146
017,00006749,00006749,010,00085711,00000000,00000000,001024,000,000,00000001,00006749,02,0000000747464288
018,00006713,00006713,010,00085088,00000000,00000000,001024,000,000,00000001,00006713,02,0000000748731891
019,00006708,00006708,010,00080020,00000000,00000000,001024,000,000,00000001,00006708,02,0000000715989811
020,00006746,00006746,010,00079881,00000000,00000000,001024,000,000,00000001,00006746,02,0000000725350347
021,00006743,00006743,010,00078265,00000000,00000000,001024,000,000,00000001,00006743,02,0000000702292577
022,00006742,00006742,010,00082820,00000000,00000000,001024,000,000,00000001,00006742,02,0000000759781675
023,00006741,00006741,010,00085868,00000000,00000000,001024,000,000,00000001,00006741,02,0000000737817982
024,00006719,00006719,010,00086632,00000000,00000000,001024,000,000,00000001,00006719,02,0000000737621734
025,00006697,00006697,010,00084590,00000000,00000000,001024,000,000,00000001,00006697,02,0000000742717865
026,00006706,00006706,010,00083385,00000000,00000000,001024,000,000,00000001,00006706,02,0000000718058075
027,00006687,00006687,010,00082104,00000000,00000000,001024,000,000,00000001,00006687,02,0000000733808376
028,00006688,00006688,010,00079868,00000000,00000000,001024,000,000,00000001,00006688,02,0000000668312031
029,00006691,00006691,010,00081829,00000000,00000000,001024,000,000,00000001,00006691,02,0000000727380565
030,00006706,00006706,010,00079160,00000000,00000000,001024,000,000,00000001,00006706,02,0000000712088199
031,00006695,00006695,010,00106092,00000000,00000000,001024,000,000,00000001,00006695,02,0000000781627574
000,00003730,00003730,010,00052678,00000000,00000000,001024,001,000,00000001,00003730,02,0000000788769716
001,00003732,00003732,010,00055104,00000000,00000000,001024,001,000,00000001,00003732,02,0000000788969832
002,00003731,00003731,010,00056814,00000000,00000000,001024,001,000,00000001,00003731,02,0000000832633799
003,00003733,00003733,010,00055935,00000000,00000000,001024,001,000,00000001,00003733,02,0000000816915409
004,00003731,00003731,010,00052788,00000000,00000000,001024,001,000,00000001,00003731,02,0000000786030398
005,00003734,00003734,010,00054631,00000000,00000000,001024,001,000,00000001,00003734,02,0000000774060112
006,00003735,00003735,010,00057446,00000000,00000000,001024,001,000,00000001,00003735,02,0000000774528091
007,00003731,00003731,010,00058325,00000000,00000000,001024,001,000,00000001,00003731,02,0000000802032537
008,00003732,00003732,010,00056330,00000000,00000000,001024,001,000,00000001,00003732,02,0000000787363568
009,00003731,00003731,010,00056143,00000000,00000000,001024,001,000,00000001,00003731,02,0000000802456949
010,00003731,00003731,010,00055545,00000000,00000000,001024,001,000,00000001,00003731,02,0000000777289833
011,00003733,00003733,010,00056102,00000000,00000000,001024,001,000,00000001,00003733,02,0000000789500820
012,00003751,00003751,010,00057810,00000000,00000000,001024,001,000,00000001,00003751,02,0000000777407119
013,00003734,00003734,010,00056050,00000000,00000000,001024,001,000,00000001,00003734,02,0000000761970360
014,00003731,00003731,010,00057537,00000000,00000000,001024,001,000,00000001,00003731,02,0000000793775061
