tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00266668,00266668,020,00389043,00021972,00021972,001024,000,000,00016384,00266668
001,00266907,00266907,020,00389595,00022383,00022383,001024,000,000,00016384,00266907
002,00267460,00267460,020,00388801,00022232,00022232,001024,000,000,00016384,00267460
003,00267400,00267400,020,00387677,00022328,00022328,001024,000,000,00016384,00267400
004,00266234,00266234,020,00387087,00022112,00022112,001024,000,000,00016384,00266234
005,00266897,00266897,020,00387695,00022344,00022344,001024,000,000,00016384,00266897
006,00266937,00266937,020,00387718,00022176,00022176,001024,000,000,00016384,00266937
007,00267864,00267864,020,00388966,00022536,00022536,001024,000,000,00016384,00267864
008,00267716,00267716,020,00388862,00022023,00022023,001024,000,000,00016384,00267716
009,00267754,00267754,020,00387468,00022325,00022325,001024,000,000,00016384,00267754
010,00267341,00267341,020,00387331,00022142,00022142,001024,000,000,00016384,00267341
011,00267359,00267359,020,00388198,00021984,00021984,001024,000,000,00016384,00267359
012,00267311,00267311,020,00388905,00021783,00021783,001024,000,000,00016384,00267311
013,00267090,00267090,020,00386309,00022212,00022212,001024,000,000,00016384,00267090
014,00266763,00266763,020,00388942,00022176,00022176,001024,000,000,00016384,00266763
015,00267418,00267418,020,00387653,00022105,00022105,001024,000,000,00016384,00267418
016,00267482,00267482,020,00391739,00022080,00022080,001024,000,000,00016384,00267482
017,00266637,00266637,020,00387760,00021849,00021849,001024,000,000,00016384,00266637
018,00267376,00267376,020,00386182,00022124,00022124,001024,000,000,00016384,00267376
019,00267233,00267233,020,00388110,00022314,00022314,001024,000,000,00016384,00267233
020,00266910,00266910,020,00387422,00022192,00022192,001024,000,000,00016384,00266910
021,00267465,00267465,020,00387217,00022231,00022231,001024,000,000,00016384,00267465
022,00267320,00267320,020,00388111,00022231,00022231,001024,000,000,00016384,00267320
023,00267138,00267138,020,00386835,00022038,00022038,001024,000,000,00016384,00267138
024,00267398,00267398,020,00386524,00022153,00022153,001024,000,000,00016384,00267398
025,00267346,00267346,020,00388413,00022190,00022190,001024,000,000,00016384,00267346
026,00267548,00267548,020,00387634,00022097,00022097,001024,000,000,00016384,00267548
027,00267896,00267896,020,00388970,00021932,00021932,001024,000,000,00016384,00267896
028,00267217,00267217,020,00387201,00022064,00022064,001024,000,000,00016384,00267217
029,00267930,00267930,020,00388136,00022201,00022201,001024,000,000,00016384,00267930
030,00267752,00267752,020,00387229,00022334,00022334,001024,000,000,00016384,00267752
031,00266367,00266367,020,00386505,00022022,00022022,001024,000,000,00016384,00266367
000,00274878,00274878,020,00385209,00023483,00023483,001024,001,000,00016384,00274878
001,00275358,00275358,020,00383986,00023792,00023792,001024,001,000,00016384,00275358
002,00275436,00275436,020,00383202,00023811,00023811,001024,001,000,00016384,00275436
003,00275735,00275735,020,00383002,00023619,00023619,001024,001,000,00016384,00275735
004,00275455,00275455,020,00382926,00023622,00023622,001024,001,000,00016384,00275455
005,00274818,00274818,020,00386444,00023669,00023669,001024,001,000,00016384,00274818
006,00274810,00274810,020,00383259,00023576,00023576,001024,001,000,00016384,00274810
007,00275018,00275018,020,00381784,00023632,00023632,001024,001,000,00016384,00275018
008,00274838,00274838,020,00383982,00023388,00023388,001024,001,000,00016384,00274838
009,00274639,00274639,020,00384647,00023419,00023419,001024,001,000,00016384,00274639
010,00274993,00274993,020,00384495,00023462,00023462,001024,001,000,00016384,00274993
011,00275117,00275117,020,00384253,00023387,00023387,001024,001,000,00016384,00275117
012,00274953,00274953,020,00382969,00023541,00023541,001024,001,000,00016384,00274953
013,00275205,00275205,020,00382674,00023673,00023673,001024,001,000,00016384,00275205
014,00275075,00275075,020,00383721,00023562,00023562,001024,001,000,00016384,00275075
015,00274745,00274745,020,00383560,00023604,00023604,001024,001,000,00016384,00274745
016,00275445,00275445,020,00385382,00023421,00023421,001024,001,000,00016384,00275445
017,00275376,00275376,020,00385167,00023573,00023573,001024,001,000,00016384,00275376
018,00274962,00274962,020,00384579,00023440,00023440,001024,001,000,00016384,00274962
019,00275262,00275262,020,00382781,00023456,00023456,001024,001,000,00016384,00275262
020,00275135,00275135,020,00382266,00023628,00023628,001024,001,000,00016384,00275135
021,00275136,00275136,020,00383357,00023315,00023315,001024,001,000,00016384,00275136
022,00275069,00275069,020,00384551,00023869,00023869,001024,001,000,00016384,00275069
023,00274521,00274521,020,00384028,00023532,00023532,001024,001,000,00016384,00274521
024,00275363,00275363,020,00383193,00023657,00023657,001024,001,000,00016384,00275363
025,00275061,00275061,020,00382391,00023546,00023546,001024,001,000,00016384,00275061
026,00274354,00274354,020,00383474,00023650,00023650,001024,001,000,00016384,00274354
027,00274813,00274813,020,00383569,00023658,00023658,001024,001,000,00016384,00274813
028,00274844,00274844,020,00382810,00023569,00023569,001024,001,000,00016384,00274844
029,00274856,00274856,020,00383513,00023694,00023694,001024,001,000,00016384,00274856
030,00275100,00275100,020,00383558,00023546,00023546,001024,001,000,00016384,00275100
031,00274674,00274674,020,00381686,00023153,00023153,001024,001,000,00016384,00274674
000,00266963,00266963,020,00390999,00021831,00021831,001024,002,000,00016384,00266963
001,00267170,00267170,020,00389696,00021877,00021877,001024,002,000,00016384,00267170
002,00267023,00267023,020,00388592,00022069,00022069,001024,002,000,00016384,00267023
003,00266880,00266880,020,00388769,00021932,00021932,001024,002,000,00016384,00266880
004,00267094,00267094,020,00390794,00022068,00022068,001024,002,000,00016384,00267094
005,00266501,00266501,020,00388891,00022058,00022058,001024,002,000,00016384,00266501
006,00266916,00266916,020,00387635,00022192,00022192,001024,002,000,00016384,00266916
007,00266537,00266537,020,00388182,00021882,00021882,001024,002,000,00016384,00266537
008,00266526,00266526,020,00392961,00021899,00021899,001024,002,000,00016384,00266526
009,00266835,00266835,020,00387963,00022044,00022044,001024,002,000,00016384,00266835
010,00266867,00266867,020,00388094,00022060,00022060,001024,002,000,00016384,00266867
011,00266250,00266250,020,00388074,00022300,00022300,001024,002,000,00016384,00266250
012,00266388,00266388,020,00387622,00022052,00022052,001024,002,000,00016384,00266388
013,00266877,00266877,020,00388252,00021926,00021926,001024,002,000,00016384,00266877
014,00266134,00266134,020,00387783,00022081,00022081,001024,002,000,00016384,00266134
015,00266098,00266098,020,00388664,00021847,00021847,001024,002,000,00016384,00266098
016,00266051,00266051,020,00388377,00021821,00021821,001024,002,000,00016384,00266051
017,00265273,00265273,020,00387422,00021806,00021806,001024,002,000,00016384,00265273
018,00266040,00266040,020,00387508,00022023,00022023,001024,002,000,00016384,00266040
019,00265348,00265348,020,00387545,00021748,00021748,001024,002,000,00016384,00265348
020,00265702,00265702,020,00387087,00021999,00021999,001024,002,000,00016384,00265702
021,00265862,00265862,020,00389407,00021960,00021960,001024,002,000,00016384,00265862
022,00265426,00265426,020,00388231,00022098,00022098,001024,002,000,00016384,00265426
023,00265139,00265139,020,00387965,00021687,00021687,001024,002,000,00016384,00265139
024,00265231,00265231,020,00386562,00021886,00021886,001024,002,000,00016384,00265231
025,00265417,00265417,020,00385325,00022021,00022021,001024,002,000,00016384,00265417
026,00265367,00265367,020,00387299,00021930,00021930,001024,002,000,00016384,00265367
027,00265268,00265268,020,00387153,00021827,00021827,001024,002,000,00016384,00265268
028,00264673,00264673,020,00385004,00021792,00021792,001024,002,000,00016384,00264673
029,00264734,00264734,020,00386739,00021815,00021815,001024,002,000,00016384,00264734
030,00265043,00265043,020,00384082,00022091,00022091,001024,002,000,00016384,00265043
031,00265732,00265732,020,00388858,00021944,00021944,001024,002,000,00016384,00265732
000,00269664,00269664,020,00381967,00021525,00021525,001024,000,001,00016384,00269664
001,00269330,00269330,020,00384975,00021741,00021741,001024,000,001,00016384,00269330
002,00269723,00269723,020,00380672,00021869,00021869,001024,000,001,00016384,00269723
003,00269738,00269738,020,00381838,00021595,00021595,001024,000,001,00016384,00269738
004,00269901,00269901,020,00380489,00021885,00021885,001024,000,001,00016384,00269901
005,00268917,00268917,020,00379302,00021898,00021898,001024,000,001,00016384,00268917
006,00269074,00269074,020,00379937,00021849,00021849,001024,000,001,00016384,00269074
007,00270209,00270209,020,00380702,00021952,00021952,001024,000,001,00016384,00270209
008,00269108,00269108,020,00380832,00021840,00021840,001024,000,001,00016384,00269108
009,00269338,00269338,020,00380225,00021608,00021608,001024,000,001,00016384,00269338
010,00269038,00269038,020,00382045,00021591,00021591,001024,000,001,00016384,00269038
011,00269675,00269675,020,00381146,00021647,00021647,001024,000,001,00016384,00269675
012,00269033,00269033,020,00378546,00021621,00021621,001024,000,001,00016384,00269033
013,00268807,00268807,020,00382181,00021590,00021590,001024,000,001,00016384,00268807
014,00268407,00268407,020,00378191,00021929,00021929,001024,000,001,00016384,00268407
015,00269624,00269624,020,00379787,00021760,00021760,001024,000,001,00016384,00269624
016,00268700,00268700,020,00380449,00021485,00021485,001024,000,001,00016384,00268700
017,00268189,00268189,020,00380278,00021462,00021462,001024,000,001,00016384,00268189
