tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   4153649, 4153649,  403.967957
001,   3924402, 3924402,  383.518646
002,   4329389, 4329389,  404.430573
003,   3871917, 3871917,  384.422180
004,   4252184, 4252184,  404.356934
005,   3781150, 3781150,  382.859650
006,   4171148, 4171148,  406.079651
007,   3771856, 3771856,  385.554840
008,   4333733, 4333733,  405.389587
009,   3917477, 3917477,  386.763611
010,   4190223, 4190223,  407.405579
011,   3831372, 3831372,  384.687714
012,   4220232, 4220232,  401.849457
013,   3811482, 3811482,  385.006012
014,   4213012, 4213012,  405.508087
015,   3810190, 3810190,  386.205719
-------------------------------------------------------------------------------------------------------

RUN 1
000,   4171899, 4171899,  398.335693
001,   3844277, 3844277,  386.956146
002,   4226865, 4226865,  398.923340
003,   3933146, 3933146,  390.933319
004,   4151816, 4151816,  396.926361
005,   3878274, 3878274,  389.206360
006,   4275427, 4275427,  398.493378
007,   3889236, 3889236,  385.614990
008,   4227238, 4227238,  403.987244
009,   3826049, 3826049,  384.998871
010,   4241558, 4241558,  401.607788
011,   3892519, 3892519,  388.023956
012,   4205756, 4205756,  402.472168
013,   3911884, 3911884,  391.683502
014,   4206863, 4206863,  398.308990
015,   3920682, 3920682,  386.876160
-------------------------------------------------------------------------------------------------------

RUN 2
000,   4233650, 4233650,  397.031586
001,   3892569, 3892569,  381.446808
002,   4240944, 4240944,  398.493011
003,   3908624, 3908624,  381.588745
004,   4150498, 4150498,  396.979401
005,   3894027, 3894027,  382.565094
006,   4096332, 4096332,  397.462189
007,   4027090, 4027090,  382.479248
008,   4197540, 4197540,  400.497040
009,   3839256, 3839256,  378.691559
010,   4268922, 4268922,  404.401978
011,   3920715, 3920715,  382.562439
012,   4227491, 4227491,  402.777191
013,   3870905, 3870905,  384.323425
014,   4158829, 4158829,  399.257172
015,   3891992, 3891992,  384.138947
-------------------------------------------------------------------------------------------------------

RUN 3
000,   4124310, 4124310,  402.091797
001,   3935685, 3935685,  379.533173
002,   4114832, 4114832,  399.120911
003,   3871935, 3871935,  378.069641
004,   4154914, 4154914,  403.457245
005,   3840444, 3840444,  375.863617
006,   4271069, 4271069,  402.062073
007,   3856775, 3856775,  378.143219
008,   4010249, 4010249,  397.610626
009,   3850937, 3850937,  379.653107
010,   4245319, 4245319,  402.018799
011,   3793029, 3793029,  376.192383
012,   4165105, 4165105,  401.278381
013,   3853292, 3853292,  375.506073
014,   4237897, 4237897,  404.700439
015,   3872549, 3872549,  375.395966
-------------------------------------------------------------------------------------------------------

RUN 4
000,   4185421, 4185421,  400.923523
001,   3751266, 3751266,  376.622070
002,   4117350, 4117350,  401.385010
003,   3808644, 3808644,  374.995514
004,   4060701, 4060701,  401.382996
005,   3841227, 3841227,  371.554230
006,   4167010, 4167010,  400.899353
007,   3782890, 3782890,  376.996460
008,   4101487, 4101487,  401.974792
009,   3814210, 3814210,  376.821503
010,   4179543, 4179543,  402.875732
011,   3831058, 3831058,  378.098694
012,   4063609, 4063609,  398.711670
013,   3733645, 3733645,  375.427673
014,   4100139, 4100139,  401.635712
015,   3811692, 3811692,  380.887665
-------------------------------------------------------------------------------------------------------

