tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00274564,00274564,020,00392200,00023905,00023905,001024,000,000,00016384,00274564
001,00274722,00274722,020,00392041,00024133,00024133,001024,000,000,00016384,00274722
002,00274040,00274040,020,00390461,00024105,00024105,001024,000,000,00016384,00274040
003,00274117,00274117,020,00393364,00023805,00023805,001024,000,000,00016384,00274117
004,00274084,00274084,020,00391753,00023798,00023798,001024,000,000,00016384,00274084
005,00273977,00273977,020,00390283,00024195,00024195,001024,000,000,00016384,00273977
006,00274260,00274260,020,00392688,00024028,00024028,001024,000,000,00016384,00274260
007,00274067,00274067,020,00392538,00023981,00023981,001024,000,000,00016384,00274067
008,00274208,00274208,020,00391066,00024043,00024043,001024,000,000,00016384,00274208
009,00274179,00274179,020,00389839,00024126,00024126,001024,000,000,00016384,00274179
010,00274059,00274059,020,00392805,00024090,00024090,001024,000,000,00016384,00274059
011,00274092,00274092,020,00391454,00023787,00023787,001024,000,000,00016384,00274092
012,00274273,00274273,020,00391207,00023783,00023783,001024,000,000,00016384,00274273
013,00274235,00274235,020,00389909,00023843,00023843,001024,000,000,00016384,00274235
014,00273821,00273821,020,00391839,00024003,00024003,001024,000,000,00016384,00273821
015,00274156,00274156,020,00388125,00024074,00024074,001024,000,000,00016384,00274156
016,00273851,00273851,020,00391959,00024032,00024032,001024,000,000,00016384,00273851
017,00274079,00274079,020,00392069,00024020,00024020,001024,000,000,00016384,00274079
018,00274390,00274390,020,00390291,00023752,00023752,001024,000,000,00016384,00274390
019,00273546,00273546,020,00390671,00023906,00023906,001024,000,000,00016384,00273546
020,00273709,00273709,020,00388607,00024023,00024023,001024,000,000,00016384,00273709
021,00273512,00273512,020,00388841,00023928,00023928,001024,000,000,00016384,00273512
022,00273600,00273600,020,00389823,00023684,00023684,001024,000,000,00016384,00273600
023,00273564,00273564,020,00390480,00023916,00023916,001024,000,000,00016384,00273564
024,00274013,00274013,020,00390034,00023986,00023986,001024,000,000,00016384,00274013
025,00273223,00273223,020,00389781,00023995,00023995,001024,000,000,00016384,00273223
026,00273924,00273924,020,00390376,00023829,00023829,001024,000,000,00016384,00273924
027,00273619,00273619,020,00389245,00023986,00023986,001024,000,000,00016384,00273619
028,00273113,00273113,020,00388815,00023741,00023741,001024,000,000,00016384,00273113
029,00273096,00273096,020,00389697,00023854,00023854,001024,000,000,00016384,00273096
