tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,       132,     132,    0.020715
001,        67,      67,    0.013393
002,        71,      71,    0.012637
003,        72,      72,    0.013627
004,       228,     228,    0.033651
005,        69,      69,    0.013043
006,        68,      68,    0.014077
007,       365,     365,    0.028149
008,        72,      72,    0.013933
009,       446,     446,    0.066732
010,       164,     164,    0.022995
011,        71,      71,    0.010550
012,        68,      68,    0.011740
013,        73,      73,    0.013800
014,       485,     485,    0.052036
015,        69,      69,    0.011533
016,        68,      68,    0.012867
017,       204,     204,    0.033384
018,        70,      70,    0.012560
019,        68,      68,    0.013160
020,        68,      68,    0.012067
021,        74,      74,    0.011823
022,       198,     198,    0.026866
023,        68,      68,    0.011163
024,        69,      69,    0.018987
025,        68,      68,    0.012777
026,       293,     293,    0.056663
027,        68,      68,    0.012140
028,       301,     301,    0.033302
-------------------------------------------------------------------------------------------------------

RUN 1
000,        69,      69,    0.011117
001,        65,      65,    0.015080
002,       101,     101,    0.019756
003,        65,      65,    0.010023
004,        67,      67,    0.013743
005,        65,      65,    0.012460
006,       176,     176,    0.030359
007,        66,      66,    0.013580
008,        66,      66,    0.010450
009,        66,      66,    0.011283
010,       297,     297,    0.038404
011,        66,      66,    0.010700
012,        66,      66,    0.015230
013,        67,      67,    0.010367
014,        66,      66,    0.013063
015,       265,     265,    0.044193
016,       387,     387,    0.033660
017,        65,      65,    0.010270
018,       258,     258,    0.058101
019,        68,      68,    0.011113
020,        68,      68,    0.012707
021,       115,     115,    0.020965
022,        53,      53,    0.011137
023,       116,     116,    0.019887
024,       152,     152,    0.035040
025,        68,      68,    0.012377
026,        68,      68,    0.011083
027,       321,     321,    0.044065
028,       384,     384,    0.056111
-------------------------------------------------------------------------------------------------------

RUN 2
000,        50,      50,    0.009823
001,       185,     185,    0.033688
002,       260,     260,    0.049951
003,        68,      68,    0.011180
004,        73,      73,    0.014300
005,        71,      71,    0.015060
006,        71,      71,    0.012403
007,        71,      71,    0.013147
008,        50,      50,    0.008723
009,       308,     308,    0.041988
010,        70,      70,    0.014493
011,        71,      71,    0.011623
012,        72,      72,    0.017167
013,        73,      73,    0.012307
014,       338,     338,    0.047543
015,       398,     398,    0.052768
016,        72,      72,    0.014243
017,        72,      72,    0.012743
018,        73,      73,    0.018650
019,        72,      72,    0.012553
020,        72,      72,    0.012463
021,       242,     242,    0.031831
022,        54,      54,    0.010457
023,        71,      71,    0.012267
024,       274,     274,    0.022337
025,        73,      73,    0.013084
026,        70,      70,    0.014173
027,       235,     235,    0.045285
028,        72,      72,    0.019151
-------------------------------------------------------------------------------------------------------

RUN 3
000,        74,      74,    0.013080
001,        64,      64,    0.014277
002,        67,      67,    0.014480
003,        65,      65,    0.012287
004,        68,      68,    0.014560
005,       229,     229,    0.024069
006,        67,      67,    0.013233
007,        67,      67,    0.012757
008,       180,     180,    0.033212
009,        64,      64,    0.012697
010,       246,     246,    0.043807
011,        79,      79,    0.012700
012,       180,     180,    0.040609
013,        66,      66,    0.012530
014,        66,      66,    0.014550
015,       206,     206,    0.033422
016,        67,      67,    0.015737
017,        65,      65,    0.011217
018,        76,      76,    0.016772
019,        69,      69,    0.011707
020,        65,      65,    0.012753
021,       178,     178,    0.030076
022,        73,      73,    0.015103
023,        66,      66,    0.012160
024,        70,      70,    0.014107
025,        86,      86,    0.013817
026,        50,      50,    0.010810
027,       246,     246,    0.035908
028,        64,      64,    0.017217
-------------------------------------------------------------------------------------------------------

RUN 4
000,        63,      63,    0.012060
001,       188,     188,    0.045979
002,        64,      64,    0.011770
003,        66,      66,    0.012260
004,       159,     159,    0.020400
005,       160,     160,    0.029853
006,        64,      64,    0.011723
007,        65,      65,    0.012063
008,        66,      66,    0.012407
009,        66,      66,    0.010150
010,       287,     287,    0.027237
011,        67,      67,    0.012200
012,        64,      64,    0.013947
013,        68,      68,    0.012290
014,       498,     498,    0.064372
015,        67,      67,    0.010490
016,        65,      65,    0.013513
017,        64,      64,    0.010120
018,        65,      65,    0.016150
019,        68,      68,    0.013047
020,        65,      65,    0.013230
021,        67,      67,    0.012847
022,        66,      66,    0.012520
023,       381,     381,    0.030337
024,        64,      64,    0.011490
025,        66,      66,    0.011947
026,        67,      67,    0.014050
027,        63,      63,    0.011043
028,        68,      68,    0.016183
-------------------------------------------------------------------------------------------------------

