tid,lock_impl_time(ms)
RUN 0
002, 26578.160
001, 26989.377
003, 26428.180
004, 26512.236
005, 26444.482
006, 26519.006
007, 26477.781
008, 26616.195
009, 26112.736
010, 26339.098
011, 26058.305
012, 26439.127
013, 26398.539
014, 26263.100
015, 26290.982
016, 26427.014
-----------------------------------------------------------------------------------------------

RUN 1
002, 26295.689
001, 26633.238
003, 26636.883
004, 26585.104
005, 26370.820
006, 26580.457
007, 26504.932
008, 26515.420
009, 26024.645
010, 26458.717
011, 26339.959
012, 26270.303
013, 26423.273
014, 26356.832
015, 26226.799
016, 26473.152
-----------------------------------------------------------------------------------------------

RUN 2
002, 26208.613
001, 26801.100
003, 26597.535
004, 26467.395
005, 26385.102
006, 26477.049
007, 26568.801
008, 26391.434
009, 26251.732
010, 26327.570
011, 26423.428
012, 26077.531
013, 26395.293
014, 26361.230
015, 26263.631
016, 26273.967
-----------------------------------------------------------------------------------------------

RUN 3
002, 26467.842
001, 26808.635
003, 26547.438
004, 26506.594
005, 26493.373
006, 26601.465
007, 26558.895
008, 26330.654
009, 26152.846
010, 26349.477
011, 26179.854
012, 26170.953
013, 26346.652
014, 26405.145
015, 26252.533
016, 26283.486
-----------------------------------------------------------------------------------------------

RUN 4
002, 26444.680
001, 26860.781
003, 26687.775
004, 26660.240
005, 26268.131
006, 26678.738
007, 26565.635
008, 26580.449
009, 26041.471
010, 26424.365
011, 25885.965
012, 26388.363
013, 26315.121
014, 26363.699
015, 26315.436
016, 26594.721
-----------------------------------------------------------------------------------------------

