tid,lock_impl_time(ms)
RUN 0
002, 23549.754
001, 23664.492
003, 23267.752
004, 23877.615
005, 23607.770
006, 23285.986
007, 23373.027
008, 23325.996
-----------------------------------------------------------------------------------------------

RUN 1
002, 23453.080
001, 23750.471
003, 23553.645
004, 23904.965
005, 23818.812
006, 23430.664
007, 23341.891
008, 23408.736
-----------------------------------------------------------------------------------------------

RUN 2
002, 23336.795
001, 23651.494
003, 23530.469
004, 23911.914
005, 23808.033
006, 23383.492
007, 23383.139
008, 23326.182
-----------------------------------------------------------------------------------------------

RUN 3
002, 23367.010
001, 23714.217
003, 23472.664
004, 23841.529
005, 23859.920
006, 23393.062
007, 23410.555
008, 23405.359
-----------------------------------------------------------------------------------------------

RUN 4
002, 23378.719
001, 23689.766
003, 23419.381
004, 23790.576
005, 23790.162
006, 23431.152
007, 23389.557
008, 23385.475
-----------------------------------------------------------------------------------------------

