lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000360,0000050,0001013,0017243,0013475,0017954,0000030,001024,000,000,16384
0000000,0003038,0000321,0001670,0034855,0033343,0035296,0001927,001024,000,000,16384
0000000,0000370,0000040,0001010,0005280,0006182,0005290,0000015,001024,001,000,16384
0000000,0001722,0000331,0001360,0013796,0028754,0013516,0000656,001024,001,000,16384
0000000,0000351,0000050,0001006,0005269,0006322,0005310,0000015,001024,002,000,16384
0000000,0002591,0000331,0001440,0013946,0028624,0013776,0001445,001024,002,000,16384
0000000,0000360,0000050,0001013,0018104,0014017,0018765,0000032,001024,000,001,16384
0000000,0002922,0000331,0001652,0035436,0034234,0035937,0001830,001024,000,001,16384
0000000,0000381,0000041,0001010,0005280,0006242,0005310,0000015,001024,001,001,16384
0000000,0001725,0000341,0001371,0014618,0029366,0014377,0000659,001024,001,001,16384
0000000,0000371,0000041,0001006,0005270,0006352,0005311,0000016,001024,002,001,16384
0000000,0002536,0000350,0001441,0014397,0029375,0014166,0001401,001024,002,001,16384
0000000,0000361,0000050,0001013,0017313,0013495,0018014,0000030,001024,000,002,16384
0000000,0003011,0000321,0001665,0034896,0033473,0035407,0001913,001024,000,002,16384
0000000,0000391,0000041,0001010,0005280,0006191,0005310,0000015,001024,001,002,16384
0000000,0001721,0000341,0001361,0013756,0028724,0013636,0000654,001024,001,002,16384
0000000,0000361,0000050,0001006,0005260,0006292,0005309,0000015,001024,002,002,16384
0000000,0002557,0000341,0001432,0013084,0028684,0013124,0001409,001024,002,002,16384
