tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1468877, 1468877,  226.488083
001,   1468865, 1468865,  286.652527
002,   1468863, 1468863,  320.142395
003,   1468865, 1468865,  277.247650
004,   1468863, 1468863,  202.855576
005,   1468864, 1468864,  249.925949
006,   1468864, 1468864,  203.829147
007,   1468864, 1468864,  292.946381
008,   1468864, 1468864,  186.252167
009,   1468863, 1468863,  199.972656
010,   1468864, 1468864,  217.992493
011,   1468864, 1468864,  243.563782
012,   1468864, 1468864,  310.664856
013,   1468863, 1468863,  258.731934
014,   1468864, 1468864,  245.204483
015,   1468863, 1468863,  156.688309
016,   1468863, 1468863,  211.462021
017,   1468863, 1468863,  169.306992
018,   1468864, 1468864,  197.576019
019,   1468863, 1468863,  186.311935
020,   1468863, 1468863,  242.796646
021,   1468863, 1468863,  290.232849
022,   1468863, 1468863,  240.750824
023,   1468863, 1468863,  213.153427
024,   1468861, 1468861,  171.090759
025,   1468862, 1468862,  226.268539
026,   1468863, 1468863,  159.546585
027,   1468862, 1468862,  243.508530
028,   1468862, 1468862,  308.343597
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1435428, 1435428,  243.787491
001,   1435521, 1435521,  210.293228
002,   1435518, 1435518,  299.602783
003,   1435517, 1435517,  253.830902
004,   1435519, 1435519,  214.975861
005,   1435522, 1435522,  241.580643
006,   1435519, 1435519,  204.546982
007,   1435518, 1435518,  237.259018
008,   1435519, 1435519,  238.824265
009,   1435536, 1435536,  266.048065
010,   1435519, 1435519,  256.619324
011,   1435519, 1435519,  220.873260
012,   1435519, 1435519,  210.692200
013,   1435541, 1435541,  231.551819
014,   1435518, 1435518,  273.199585
015,   1435518, 1435518,  209.128113
016,   1435517, 1435517,  168.130325
017,   1435523, 1435523,  262.816895
018,   1435518, 1435518,  174.491730
019,   1435517, 1435517,  181.159729
020,   1435519, 1435519,  317.397552
021,   1435518, 1435518,  190.530838
022,   1435519, 1435519,  174.111404
023,   1435518, 1435518,  259.978668
024,   1435517, 1435517,  228.702805
025,   1435519, 1435519,  251.105362
026,   1435517, 1435517,  283.142975
027,   1435518, 1435518,  280.253418
028,   1435517, 1435517,  257.543579
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1418852, 1418852,  226.482910
001,   1418851, 1418851,  208.650528
002,   1418852, 1418852,  331.552002
003,   1418851, 1418851,  246.153473
004,   1418853, 1418853,  311.354523
005,   1418850, 1418850,  273.392151
006,   1418851, 1418851,  206.918182
007,   1418851, 1418851,  222.838638
008,   1418852, 1418852,  223.025162
009,   1418851, 1418851,  135.810318
010,   1418854, 1418854,  181.582153
011,   1418852, 1418852,  256.667908
012,   1418851, 1418851,  199.621750
013,   1418852, 1418852,  292.166870
014,   1418851, 1418851,  264.361908
015,   1418851, 1418851,  279.481018
016,   1418851, 1418851,  272.749329
017,   1418852, 1418852,  231.467941
018,   1418852, 1418852,  279.880280
019,   1418851, 1418851,  170.075760
020,   1418848, 1418848,  217.890717
021,   1418852, 1418852,  290.032745
022,   1418851, 1418851,  200.719360
023,   1418851, 1418851,  271.781097
024,   1418855, 1418855,  195.587463
025,   1418868, 1418868,  169.297394
026,   1418853, 1418853,  248.688477
027,   1418851, 1418851,  267.627380
028,   1418851, 1418851,  184.916458
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1360990, 1360990,  241.846878
001,   1360991, 1360991,  259.942261
002,   1360993, 1360993,  263.370941
003,   1360991, 1360991,  258.227051
004,   1360992, 1360992,  221.330704
005,   1360999, 1360999,  205.065109
006,   1360990, 1360990,  297.509491
007,   1360991, 1360991,  260.306885
008,   1360989, 1360989,  202.704620
009,   1360989, 1360989,  233.365067
010,   1361000, 1361000,  223.033661
011,   1360990, 1360990,  291.294495
012,   1360993, 1360993,  294.274963
013,   1360992, 1360992,  258.703979
014,   1360989, 1360989,  290.425995
015,   1361004, 1361004,  294.178070
016,   1360988, 1360988,  291.369720
017,   1360989, 1360989,  239.415207
018,   1360992, 1360992,  273.477783
019,   1360991, 1360991,  289.606812
020,   1360991, 1360991,  267.353119
021,   1360993, 1360993,  262.762360
022,   1360999, 1360999,  220.196915
023,   1360989, 1360989,  257.108734
024,   1360991, 1360991,  178.188049
025,   1360992, 1360992,  292.415588
026,   1360991, 1360991,  280.629333
027,   1360995, 1360995,  161.073990
028,   1360993, 1360993,  195.364243
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1401619, 1401619,  179.886673
001,   1401614, 1401614,  199.082047
002,   1401620, 1401620,  223.023712
003,   1401617, 1401617,  278.104340
004,   1401619, 1401619,  227.798340
005,   1401618, 1401618,  279.767090
006,   1401615, 1401615,  269.596161
007,   1401618, 1401618,  213.024323
008,   1401616, 1401616,  252.169037
009,   1401617, 1401617,  266.402893
010,   1401618, 1401618,  251.474930
011,   1401617, 1401617,  243.791794
012,   1401623, 1401623,  284.884338
013,   1401623, 1401623,  275.510925
014,   1401619, 1401619,  202.352692
015,   1401620, 1401620,  232.071014
016,   1401619, 1401619,  244.634399
017,   1401621, 1401621,  275.461975
018,   1401619, 1401619,  229.559845
019,   1401617, 1401617,  233.061783
020,   1401619, 1401619,  201.684982
021,   1401619, 1401619,  260.941193
022,   1401619, 1401619,  301.581024
023,   1401618, 1401618,  303.954834
024,   1401617, 1401617,  266.795044
025,   1401174, 1401174,  178.642395
026,   1401617, 1401617,  270.592987
027,   1401617, 1401617,  288.559265
028,   1401621, 1401621,  223.992645
-------------------------------------------------------------------------------------------------------

