tid,lock_impl_time(ms)
RUN 0
001,    68.105
-----------------------------------------------------------------------------------------------

RUN 1
001,    69.664
-----------------------------------------------------------------------------------------------

RUN 2
001,    69.414
-----------------------------------------------------------------------------------------------

RUN 3
001,    67.720
-----------------------------------------------------------------------------------------------

RUN 4
001,    65.364
-----------------------------------------------------------------------------------------------

