lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0044153,0000141,0000030,0001041,0038793,0043722,0038342,0000000,001024,000,000,0512
0080151,0001188,0000160,0001277,0078057,0079680,0078117,0000000,001024,000,000,0512
0040026,0000150,0000030,0001037,0017102,0039595,0029446,0000000,001024,001,000,0512
0064532,0001178,0000161,0001276,0050475,0064071,0051277,0000000,001024,001,000,0512
0036939,0000160,0000040,0001034,0013155,0036408,0010250,0000000,001024,002,000,0512
0056756,0001167,0000180,0001275,0043492,0056096,0045045,0000000,001024,002,000,0512
0036269,0000140,0000030,0001029,0008185,0035417,0006162,0000000,001024,003,000,0512
0055575,0001146,0000320,0001301,0042379,0054483,0040356,0000000,001024,003,000,0512
0045075,0000150,0000030,0001042,0039605,0044645,0039144,0000000,001024,000,001,0512
0081374,0001195,0000161,0001291,0080282,0080892,0079970,0000000,001024,000,001,0512
0040607,0000150,0000030,0001038,0018064,0040176,0030267,0000000,001024,001,001,0512
0066626,0001180,0000161,0001286,0051748,0066155,0052239,0000000,001024,001,001,0512
0037690,0000160,0000040,0001035,0014147,0037150,0011402,0000000,001024,002,001,0512
0060313,0001171,0000180,0001283,0044754,0059722,0046418,0000000,001024,002,001,0512
0037050,0000140,0000030,0001030,0009298,0036208,0006181,0000000,001024,003,001,0512
0059012,0001161,0000311,0001307,0043602,0058020,0041438,0000000,001024,003,001,0512
0044795,0000141,0000030,0001042,0039314,0044373,0038703,0000000,001024,000,002,0512
0080732,0001194,0000160,0001288,0079360,0080242,0079079,0000000,001024,000,002,0512
0040316,0000150,0000030,0001037,0018215,0039885,0030117,0000000,001024,001,002,0512
0066355,0001181,0000161,0001283,0051216,0065884,0051668,0000000,001024,001,002,0512
0037411,0000160,0000040,0001035,0014388,0036880,0011341,0000000,001024,002,002,0512
0060594,0001169,0000171,0001281,0044533,0059963,0046077,0000000,001024,002,002,0512
0036779,0000140,0000030,0001030,0009528,0035918,0006142,0000000,001024,003,002,0512
0059322,0001160,0000310,0001304,0043322,0058350,0041188,0000000,001024,003,002,0512
