lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover,colocate
0000000,0000171,0000020,0001005,0005761,0005501,0005731,0000042,001024,002,001,00000128,01,004,002,016,016,1
0000000,0001133,0000321,0001109,0020829,0009749,0020749,0000187,001024,002,001,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001010,0010550,0010209,0010520,0000076,001024,003,001,00000128,01,004,002,016,016,1
0000000,0001287,0000310,0001221,0025709,0014617,0025628,0000383,001024,003,001,00000128,01,004,002,016,016,1
0000000,0000180,0000031,0001006,0007534,0006953,0007504,0000012,001024,000,002,00000128,01,004,002,016,016,1
0000000,0001366,0000441,0001086,0028052,0013285,0027972,0000367,001024,000,002,00000128,01,004,002,016,016,1
0000000,0000180,0000141,0001006,0005461,0005240,0005460,0000009,001024,001,002,00000128,01,004,002,016,016,1
0000000,0001102,0000451,0001055,0027882,0011151,0027812,0000110,001024,001,002,00000128,01,004,002,016,016,1
0000000,0000171,0000020,0001005,0005901,0005570,0005871,0000044,001024,002,002,00000128,01,004,002,016,016,1
0000000,0001123,0000330,0001105,0026880,0010801,0026800,0000180,001024,002,002,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001010,0010720,0010319,0010690,0000078,001024,003,002,00000128,01,004,002,016,016,1
0000000,0001267,0000311,0001213,0031960,0015770,0031869,0000363,001024,003,002,00000128,01,004,002,016,016,1
0000000,0000181,0000040,0001009,0003607,0003146,0003586,0000008,001024,000,000,00000008,01,004,002,016,016,1
0000000,0002019,0000491,0001180,0006783,0006583,0006732,0001027,001024,000,000,00000008,01,004,002,016,016,1
0000000,0001007,0000170,0001009,0004658,0004479,0004619,0000008,001024,001,000,00000008,01,004,002,016,016,1
0000000,0001665,0000531,0001120,0006762,0006532,0006703,0000665,001024,001,000,00000008,01,004,002,016,016,1
0000000,0000311,0000161,0001012,0005159,0004829,0005120,0000036,001024,002,000,00000008,01,004,002,016,016,1
0000000,0001727,0000541,0001187,0006963,0006563,0006903,0000750,001024,002,000,00000008,01,004,002,016,016,1
0000000,0000310,0000160,0001018,0009948,0009578,0009909,0000061,001024,003,000,00000008,01,004,002,016,016,1
0000000,0002211,0000531,0001315,0011662,0011261,0011611,0001261,001024,003,000,00000008,01,004,002,016,016,1
0000000,0001008,0000170,0001011,0003556,0003086,0003526,0000008,001024,000,001,00000008,01,004,002,016,016,1
0000000,0001668,0000521,0001115,0006872,0006683,0006813,0000665,001024,000,001,00000008,01,004,002,016,016,1
0000000,0001005,0000170,0001010,0004719,0004569,0004688,0000008,001024,001,001,00000008,01,004,002,016,016,1
0000000,0001808,0000541,0001172,0006903,0006672,0006852,0000812,001024,001,001,00000008,01,004,002,016,016,1
0000000,0001004,0000170,0001013,0005139,0004839,0005100,0000036,001024,002,001,00000008,01,004,002,016,016,1
0000000,0001552,0000531,0001185,0007043,0006673,0006984,0000577,001024,002,001,00000008,01,004,002,016,016,1
0000000,0001007,0000170,0001027,0009968,0009618,0009929,0000075,001024,003,001,00000008,01,004,002,016,016,1
0000000,0001960,0000521,0001319,0011762,0011392,0011712,0001008,001024,003,001,00000008,01,004,002,016,016,1
0000000,0000181,0000031,0001009,0003567,0003136,0003546,0000008,001024,000,002,00000008,01,004,002,016,016,1
0000000,0002046,0000491,0001185,0006753,0006572,0006693,0001054,001024,000,002,00000008,01,004,002,016,016,1
0000000,0001010,0000170,0001008,0004658,0004479,0004619,0000008,001024,001,002,00000008,01,004,002,016,016,1
0000000,0001554,0000531,0001112,0006723,0006533,0006672,0000546,001024,001,002,00000008,01,004,002,016,016,1
0000000,0000261,0000161,0001012,0005160,0004839,0005129,0000036,001024,002,002,00000008,01,004,002,016,016,1
0000000,0001770,0000541,0001195,0006963,0006582,0006913,0000791,001024,002,002,00000008,01,004,002,016,016,1
0000000,0000260,0000161,0001018,0009939,0009588,0009909,0000061,001024,003,002,00000008,01,004,002,016,016,1
0000000,0002245,0000531,0001323,0011652,0011271,0011601,0001306,001024,003,002,00000008,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004688,0004528,0004649,0000008,001024,000,000,00001024,01,004,004,016,016,1
0000000,0001316,0000511,0001069,0010669,0010640,0010619,0000324,001024,000,000,00001024,01,004,004,016,016,1
0000000,0000171,0000030,0001004,0005009,0004749,0004970,0000009,001024,001,000,00001024,01,004,004,016,016,1
0000000,0001931,0000461,0001192,0010720,0010510,0010670,0000928,001024,001,000,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001004,0005150,0004839,0005119,0000010,001024,002,000,00001024,01,004,004,016,016,1
0000000,0001866,0000451,0001184,0010750,0010500,0010700,0000866,001024,002,000,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001008,0009789,0009518,0009758,0000010,001024,003,000,00001024,01,004,004,016,016,1
0000000,0002531,0000400,0001276,0011261,0011050,0011201,0001541,001024,003,000,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001008,0004949,0004728,0004909,0000009,001024,000,001,00001024,01,004,004,016,016,1
0000000,0001509,0000461,0001150,0011241,0011151,0011191,0000507,001024,000,001,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001008,0009518,0009388,0009478,0000010,001024,001,001,00001024,01,004,004,016,016,1
0000000,0002055,0000441,0001200,0011501,0011402,0011442,0001065,001024,001,001,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001004,0005150,0004919,0005119,0000010,001024,002,001,00001024,01,004,004,016,016,1
0000000,0001480,0000431,0001137,0011041,0010850,0010990,0000479,001024,002,001,00001024,01,004,004,016,016,1
0000000,0000171,0000040,0001008,0005100,0004890,0005069,0000010,001024,003,001,00001024,01,004,004,016,016,1
0000000,0001295,0000431,0001101,0011021,0010940,0010971,0000285,001024,003,001,00001024,01,004,004,016,016,1
0000000,0000171,0000030,0001008,0004819,0004599,0004779,0000009,001024,000,002,00001024,01,004,004,016,016,1
0000000,0001218,0000451,0001077,0011121,0011041,0011070,0000217,001024,000,002,00001024,01,004,004,016,016,1
0000000,0000171,0000030,0001004,0004949,0004769,0004910,0000009,001024,001,002,00001024,01,004,004,016,016,1
0000000,0001649,0000501,0001151,0010730,0010700,0010680,0000648,001024,001,002,00001024,01,004,004,016,016,1
0000000,0000170,0000030,0001005,0005029,0004829,0004990,0000009,001024,002,002,00001024,01,004,004,016,016,1
0000000,0001627,0000471,0001161,0010760,0010640,0010710,0000623,001024,002,002,00001024,01,004,004,016,016,1
0000000,0000171,0000030,0001008,0009779,0009528,0009748,0000010,001024,003,002,00001024,01,004,004,016,016,1
0000000,0002200,0000471,0001240,0011642,0011401,0011581,0001208,001024,003,002,00001024,01,004,004,016,016,1
0000000,0000180,0000030,0001008,0004799,0004598,0004759,0000009,001024,000,000,00000128,01,004,004,016,016,1
0000000,0001502,0000441,0001112,0010901,0010850,0010850,0000489,001024,000,000,00000128,01,004,004,016,016,1
0000000,0000171,0000030,0001004,0004950,0004749,0004919,0000009,001024,001,000,00000128,01,004,004,016,016,1
0000000,0001699,0000471,0001165,0010770,0010640,0010721,0000690,001024,001,000,00000128,01,004,004,016,016,1
0000000,0000171,0000030,0001005,0005119,0004859,0005080,0000010,001024,002,000,00000128,01,004,004,016,016,1
0000000,0001654,0000461,0001159,0010841,0010600,0010790,0000651,001024,002,000,00000128,01,004,004,016,016,1
0000000,0000171,0000030,0001009,0009768,0009498,0009738,0000010,001024,003,000,00000128,01,004,004,016,016,1
0000000,0002237,0000511,0001236,0011441,0011201,0011381,0001248,001024,003,000,00000128,01,004,004,016,016,1
0000000,0000171,0000030,0001009,0004819,0004629,0004779,0000009,001024,000,001,00000128,01,004,004,016,016,1
0000000,0001703,0000511,0001172,0010920,0010870,0010861,0000701,001024,000,001,00000128,01,004,004,016,016,1
0000000,0000180,0000030,0001009,0004939,0004709,0004909,0000009,001024,001,001,00000128,01,004,004,016,016,1
0000000,0001200,0000411,0001076,0010820,0010771,0010770,0000206,001024,001,001,00000128,01,004,004,016,016,1
0000000,0000171,0000031,0001005,0005109,0004849,0005070,0000010,001024,002,001,00000128,01,004,004,016,016,1
0000000,0001658,0000501,0001156,0010820,0010610,0010761,0000658,001024,002,001,00000128,01,004,004,016,016,1
0000000,0000180,0000030,0001009,0009799,0009517,0009768,0000010,001024,003,001,00000128,01,004,004,016,016,1
0000000,0002201,0000511,0001238,0011561,0011241,0011492,0001209,001024,003,001,00000128,01,004,004,016,016,1
0000000,0000171,0000030,0001008,0004840,0004629,0004809,0000009,001024,000,002,00000128,01,004,004,016,016,1
0000000,0001663,0000501,0001169,0010900,0010841,0010840,0000662,001024,000,002,00000128,01,004,004,016,016,1
0000000,0000180,0000030,0001004,0004940,0004729,0004909,0000009,001024,001,002,00000128,01,004,004,016,016,1
0000000,0001664,0000501,0001152,0010700,0010660,0010650,0000661,001024,001,002,00000128,01,004,004,016,016,1
0000000,0000180,0000031,0001005,0004989,0004789,0004949,0000009,001024,002,002,00000128,01,004,004,016,016,1
0000000,0001188,0000411,0001064,0010750,0010711,0010700,0000192,001024,002,002,00000128,01,004,004,016,016,1
0000000,0000180,0000030,0001009,0009818,0009517,0009779,0000010,001024,003,002,00000128,01,004,004,016,016,1
0000000,0002148,0000481,0001231,0011542,0011222,0011492,0001155,001024,003,002,00000128,01,004,004,016,016,1
0000000,0001012,0000170,0001012,0005069,0004729,0005029,0000010,001024,000,000,00000008,01,004,004,016,016,1
0000000,0001487,0000601,0001095,0010590,0010349,0010540,0000504,001024,000,000,00000008,01,004,004,016,016,1
0000000,0000200,0000150,0001009,0005160,0004839,0005129,0000010,001024,001,000,00000008,01,004,004,016,016,1
0000000,0002171,0000652,0001246,0010590,0010309,0010540,0001181,001024,001,000,00000008,01,004,004,016,016,1
0000000,0001006,0000161,0001017,0009798,0009518,0009758,0000010,001024,002,000,00000008,01,004,004,016,016,1
0000000,0002560,0000652,0001315,0010900,0010620,0010820,0001585,001024,002,000,00000008,01,004,004,016,016,1
0000000,0000391,0000170,0001009,0005189,0004889,0005150,0000010,001024,003,000,00000008,01,004,004,016,016,1
0000000,0002207,0000661,0001253,0010530,0010260,0010470,0001217,001024,003,000,00000008,01,004,004,016,016,1
0000000,0001003,0000160,0001009,0005050,0004719,0005019,0000010,001024,000,001,00000008,01,004,004,016,016,1
0000000,0001516,0000601,0001089,0010580,0010319,0010520,0000535,001024,000,001,00000008,01,004,004,016,016,1
0000000,0000190,0000031,0001009,0005170,0004829,0005130,0000010,001024,001,001,00000008,01,004,004,016,016,1
0000000,0002276,0000671,0001258,0010540,0010260,0010489,0001288,001024,001,001,00000008,01,004,004,016,016,1
0000000,0000200,0000150,0001009,0005189,0004879,0005150,0000010,001024,002,001,00000008,01,004,004,016,016,1
0000000,0002306,0000662,0001265,0010490,0010229,0010440,0001322,001024,002,001,00000008,01,004,004,016,016,1
0000000,0000191,0000040,0001009,0009788,0009517,0009749,0000010,001024,003,001,00000008,01,004,004,016,016,1
0000000,0002617,0000671,0001307,0010921,0010610,0010830,0001637,001024,003,001,00000008,01,004,004,016,016,1
0000000,0001003,0000170,0001009,0005079,0004729,0005040,0000010,001024,000,002,00000008,01,004,004,016,016,1
0000000,0001519,0000561,0001092,0010610,0010329,0010559,0000536,001024,000,002,00000008,01,004,004,016,016,1
0000000,0000181,0000031,0001009,0005159,0004829,0005120,0000010,001024,001,002,00000008,01,004,004,016,016,1
0000000,0002281,0000661,0001253,0010530,0010269,0010470,0001293,001024,001,002,00000008,01,004,004,016,016,1
0000000,0000190,0000040,0001009,0009789,0009518,0009758,0000010,001024,002,002,00000008,01,004,004,016,016,1
0000000,0002662,0000662,0001313,0010891,0010610,0010810,0001693,001024,002,002,00000008,01,004,004,016,016,1
0000000,0000190,0000040,0001009,0005200,0004899,0005160,0000010,001024,003,002,00000008,01,004,004,016,016,1
0000000,0002265,0000662,0001255,0010530,0010259,0010470,0001275,001024,003,002,00000008,01,004,004,016,016,1
