lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover
0000000,0001013,0000150,0001001,0002866,0002544,0002675,0000005,001024,000,000,00000008,01,001,002,016,016
0000000,0001082,0001222,0001003,0004088,0003366,0003717,0000088,001024,000,000,00000008,01,001,002,016,016
0000000,0001012,0000151,0001001,0002856,0002535,0002695,0000005,001024,000,001,00000008,01,001,002,016,016
0000000,0001084,0001192,0001003,0003978,0003397,0003667,0000090,001024,000,001,00000008,01,001,002,016,016
0000000,0001011,0000150,0001001,0002855,0002535,0002685,0000005,001024,000,002,00000008,01,001,002,016,016
0000000,0001087,0001222,0001005,0004068,0003366,0003716,0000093,001024,000,002,00000008,01,001,002,016,016
0000000,0000180,0000140,0001001,0003106,0002685,0003046,0000008,001024,000,000,00000128,01,001,002,016,016
0000000,0001013,0000471,0001005,0004158,0003757,0004097,0000030,001024,000,000,00000128,01,001,002,016,016
0000000,0000180,0000140,0001001,0003106,0002685,0003046,0000008,001024,000,001,00000128,01,001,002,016,016
0000000,0001012,0000461,0001005,0004148,0003747,0004088,0000030,001024,000,001,00000128,01,001,002,016,016
0000000,0000180,0000140,0001001,0003106,0002685,0003046,0000008,001024,000,002,00000128,01,001,002,016,016
0000000,0001013,0000461,0001005,0004188,0003757,0004127,0000030,001024,000,002,00000128,01,001,002,016,016
0000000,0000161,0000031,0001002,0003116,0002695,0003076,0000008,001024,000,000,00001024,01,001,002,016,016
0000000,0001007,0000411,0001005,0004178,0003767,0004128,0000030,001024,000,000,00001024,01,001,002,016,016
0000000,0000161,0000031,0001001,0003115,0002695,0003076,0000008,001024,000,001,00001024,01,001,002,016,016
0000000,0001007,0000411,0001005,0004178,0003758,0004128,0000030,001024,000,001,00001024,01,001,002,016,016
0000000,0000161,0000031,0001002,0003116,0002695,0003076,0000008,001024,000,002,00001024,01,001,002,016,016
0000000,0001007,0000420,0001005,0004168,0003767,0004118,0000030,001024,000,002,00001024,01,001,002,016,016
0000000,0001006,0000140,0001005,0004699,0002866,0003046,0000006,001024,000,000,00000008,01,004,002,016,016
0000000,0001681,0000952,0001519,0006993,0006762,0006812,0000615,001024,000,000,00000008,01,004,002,016,016
0000000,0001004,0000060,0001004,0003196,0004648,0004739,0000006,001024,001,000,00000008,01,004,002,016,016
0000000,0002463,0000921,0001931,0006833,0006823,0006873,0001287,001024,001,000,00000008,01,004,002,016,016
0000000,0000340,0000050,0001011,0005240,0004909,0005129,0000033,001024,002,000,00000008,01,004,002,016,016
0000000,0002669,0000631,0002250,0007374,0006913,0007183,0001505,001024,002,000,00000008,01,004,002,016,016
0000000,0000340,0000050,0001011,0005250,0004909,0005130,0000033,001024,003,000,00000008,01,004,002,016,016
0000000,0002651,0000621,0002234,0007334,0006903,0007144,0001502,001024,003,000,00000008,01,004,002,016,016
0000000,0001005,0000131,0001004,0004638,0002895,0003076,0000006,001024,000,001,00000008,01,004,002,016,016
0000000,0001765,0000852,0001542,0006883,0006683,0006712,0000698,001024,000,001,00000008,01,004,002,016,016
0000000,0001003,0000060,0001004,0003216,0004648,0004759,0000006,001024,001,001,00000008,01,004,002,016,016
0000000,0002740,0001022,0002113,0006753,0006743,0006822,0001571,001024,001,001,00000008,01,004,002,016,016
0000000,0000220,0000060,0001008,0005240,0004919,0005139,0000033,001024,002,001,00000008,01,004,002,016,016
0000000,0002924,0000531,0002336,0007284,0006833,0007103,0001712,001024,002,001,00000008,01,004,002,016,016
0000000,0000220,0000060,0001008,0005250,0004929,0005160,0000033,001024,003,001,00000008,01,004,002,016,016
0000000,0002931,0000772,0002335,0007264,0006823,0007103,0001731,001024,003,001,00000008,01,004,002,016,016
