lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover,colocate
0000000,0000170,0000030,0001004,0004198,0004719,0004338,0000009,001024,000,000,00001024,01,004,002,016,016,1
0000000,0001750,0000491,0001135,0009218,0009969,0009377,0000762,001024,000,000,00001024,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0005089,0005761,0005190,0000010,001024,001,000,00001024,01,004,002,016,016,1
0000000,0001314,0000441,0001088,0009819,0010430,0009909,0000317,001024,001,000,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004819,0005471,0004860,0000042,001024,002,000,00001024,01,004,002,016,016,1
0000000,0001246,0000311,0001150,0008526,0009157,0008746,0000302,001024,002,000,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004819,0005471,0004859,0000042,001024,003,000,00001024,01,004,002,016,016,1
0000000,0001241,0000310,0001153,0008546,0009187,0008757,0000299,001024,003,000,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001007,0007825,0008476,0007914,0000013,001024,000,001,00001024,01,004,002,016,016,1
0000000,0001318,0000381,0001101,0016681,0017002,0016651,0000329,001024,000,001,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001006,0005531,0006312,0005751,0000009,001024,001,001,00001024,01,004,002,016,016,1
0000000,0001179,0000351,0001080,0013225,0013986,0013776,0000194,001024,001,001,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001005,0005280,0006011,0005450,0000049,001024,002,001,00001024,01,004,002,016,016,1
0000000,0001101,0000300,0001103,0012594,0013425,0013516,0000182,001024,002,001,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001005,0005360,0006092,0005550,0000049,001024,003,001,00001024,01,004,002,016,016,1
0000000,0001105,0000311,0001107,0012744,0013375,0013135,0000184,001024,003,001,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004508,0005100,0004629,0000009,001024,000,002,00001024,01,004,002,016,016,1
0000000,0001718,0000491,0001132,0009458,0010079,0009588,0000729,001024,000,002,00001024,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0005000,0005691,0005140,0000010,001024,001,002,00001024,01,004,002,016,016,1
0000000,0001280,0000421,0001081,0009418,0010149,0009528,0000283,001024,001,002,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004859,0005520,0004919,0000041,001024,002,002,00001024,01,004,002,016,016,1
0000000,0001244,0000311,0001148,0008466,0009117,0008706,0000297,001024,002,002,00001024,01,004,002,016,016,1
0000000,0000170,0000030,0001004,0004849,0005511,0004909,0000042,001024,003,002,00001024,01,004,002,016,016,1
0000000,0001239,0000301,0001146,0008446,0009097,0008656,0000294,001024,003,002,00001024,01,004,002,016,016,1
0000000,0000180,0000060,0001005,0005330,0005951,0005460,0000011,001024,000,000,00000128,01,004,002,016,016,1
0000000,0001656,0000521,0001128,0010991,0011392,0011131,0000662,001024,000,000,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004108,0004959,0004188,0000009,001024,001,000,00000128,01,004,002,016,016,1
0000000,0002006,0000451,0001169,0009218,0009968,0009427,0001025,001024,001,000,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004769,0005470,0004859,0000043,001024,002,000,00000128,01,004,002,016,016,1
0000000,0001376,0000371,0001185,0009057,0009768,0009297,0000430,001024,002,000,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004769,0005470,0004859,0000043,001024,003,000,00000128,01,004,002,016,016,1
0000000,0001372,0000381,0001187,0009057,0009758,0009287,0000426,001024,003,000,00000128,01,004,002,016,016,1
0000000,0000180,0000051,0001005,0005530,0006152,0005660,0000011,001024,000,001,00000128,01,004,002,016,016,1
0000000,0001629,0000511,0001129,0011372,0011812,0011492,0000639,001024,000,001,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001005,0004759,0005560,0004940,0000009,001024,001,001,00000128,01,004,002,016,016,1
0000000,0001980,0000461,0001170,0009528,0010260,0009719,0001001,001024,001,001,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004809,0005511,0004909,0000044,001024,002,001,00000128,01,004,002,016,016,1
0000000,0001363,0000371,0001187,0009267,0009929,0009528,0000420,001024,002,001,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004809,0005510,0004909,0000044,001024,003,001,00000128,01,004,002,016,016,1
0000000,0001362,0000370,0001185,0009257,0009948,0009528,0000417,001024,003,001,00000128,01,004,002,016,016,1
0000000,0000180,0000030,0001004,0004037,0004628,0004158,0000009,001024,000,002,00000128,01,004,002,016,016,1
0000000,0001945,0000471,0001162,0008636,0009427,0008846,0000958,001024,000,002,00000128,01,004,002,016,016,1
0000000,0000180,0000031,0001004,0004669,0005330,0004769,0000010,001024,001,002,00000128,01,004,002,016,016,1
0000000,0001405,0000481,0001090,0009207,0009798,0009288,0000411,001024,001,002,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004648,0005310,0004679,0000041,001024,002,002,00000128,01,004,002,016,016,1
0000000,0001346,0000370,0001172,0008135,0008817,0008406,0000395,001024,002,002,00000128,01,004,002,016,016,1
0000000,0000171,0000030,0001004,0004649,0005310,0004679,0000041,001024,003,002,00000128,01,004,002,016,016,1
0000000,0001345,0000361,0001170,0008165,0008807,0008406,0000395,001024,003,002,00000128,01,004,002,016,016,1
0000000,0001007,0000170,0001014,0002284,0002866,0002375,0000009,001024,000,000,00000008,01,004,002,016,016,1
0000000,0001796,0000511,0001129,0005690,0006623,0005801,0000796,001024,000,000,00000008,01,004,002,016,016,1
0000000,0000361,0000170,0001014,0003808,0004559,0003868,0000009,001024,001,000,00000008,01,004,002,016,016,1
0000000,0002105,0000511,0001211,0005730,0006603,0005961,0001108,001024,001,000,00000008,01,004,002,016,016,1
0000000,0001006,0000170,0001016,0004138,0004829,0004178,0000039,001024,002,000,00000008,01,004,002,016,016,1
0000000,0001747,0000541,0001211,0005761,0006502,0005851,0000773,001024,002,000,00000008,01,004,002,016,016,1
0000000,0001006,0000170,0001016,0004148,0004829,0004188,0000039,001024,003,000,00000008,01,004,002,016,016,1
0000000,0001740,0000541,0001210,0005761,0006513,0005841,0000769,001024,003,000,00000008,01,004,002,016,016,1
0000000,0000181,0000040,0001011,0002404,0003046,0002494,0000009,001024,000,001,00000008,01,004,002,016,016,1
0000000,0002216,0000511,0001212,0005681,0006592,0005801,0001231,001024,000,001,00000008,01,004,002,016,016,1
0000000,0001009,0000171,0001013,0003777,0004519,0003818,0000009,001024,001,001,00000008,01,004,002,016,016,1
0000000,0001802,0000531,0001137,0005601,0006502,0005811,0000800,001024,001,001,00000008,01,004,002,016,016,1
0000000,0000341,0000170,0001015,0004138,0004849,0004188,0000039,001024,002,001,00000008,01,004,002,016,016,1
0000000,0001890,0000551,0001221,0005740,0006463,0005791,0000918,001024,002,001,00000008,01,004,002,016,016,1
0000000,0000341,0000170,0001015,0004138,0004839,0004188,0000034,001024,003,001,00000008,01,004,002,016,016,1
0000000,0001889,0000551,0001221,0005741,0006472,0005801,0000918,001024,003,001,00000008,01,004,002,016,016,1
0000000,0001008,0000170,0001014,0002294,0002895,0002375,0000009,001024,000,002,00000008,01,004,002,016,016,1
0000000,0001817,0000531,0001132,0005771,0006652,0005871,0000812,001024,000,002,00000008,01,004,002,016,016,1
0000000,0001003,0000170,0001015,0003807,0004559,0003867,0000009,001024,001,002,00000008,01,004,002,016,016,1
0000000,0002041,0000521,0001205,0005811,0006662,0006012,0001038,001024,001,002,00000008,01,004,002,016,016,1
0000000,0001008,0000170,0001016,0004148,0004829,0004188,0000039,001024,002,002,00000008,01,004,002,016,016,1
0000000,0001699,0000541,0001211,0005841,0006523,0005901,0000729,001024,002,002,00000008,01,004,002,016,016,1
0000000,0001008,0000170,0001016,0004138,0004819,0004178,0000039,001024,003,002,00000008,01,004,002,016,016,1
0000000,0001695,0000541,0001211,0005821,0006513,0005881,0000727,001024,003,002,00000008,01,004,002,016,016,1
