tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00383821,020,00207058,00008141,00008101,001024,000,000,00016384,00193473
001,00000000,00383348,020,00206614,00008282,00008241,001024,000,000,00016384,00193654
002,00000000,00382133,020,00206225,00008248,00008193,001024,000,000,00016384,00193159
003,00000000,00380577,020,00205636,00008257,00008198,001024,000,000,00016384,00192409
004,00000000,00379923,020,00204411,00008145,00008096,001024,000,000,00016384,00191796
005,00000000,00379326,020,00204106,00007905,00007857,001024,000,000,00016384,00190914
006,00000000,00377973,020,00203176,00008153,00008102,001024,000,000,00016384,00190813
007,00000000,00377604,020,00202694,00008147,00008082,001024,000,000,00016384,00190156
008,00000000,00375368,020,00202673,00007999,00007962,001024,000,000,00016384,00189833
009,00000000,00375022,020,00201771,00007834,00007783,001024,000,000,00016384,00189162
010,00000000,00374498,020,00201049,00007958,00007913,001024,000,000,00016384,00188650
011,00000000,00373032,020,00200770,00008079,00008019,001024,000,000,00016384,00188424
012,00000000,00371804,020,00199815,00007892,00007847,001024,000,000,00016384,00187526
013,00000000,00371703,020,00199227,00007858,00007808,001024,000,000,00016384,00187488
014,00000000,00371236,020,00199025,00007996,00007947,001024,000,000,00016384,00186994
015,00000000,00369963,020,00198433,00007960,00007922,001024,000,000,00016384,00186519
016,00000000,00368755,020,00197951,00007775,00007729,001024,000,000,00016384,00186085
017,00000000,00368317,020,00197517,00008045,00007991,001024,000,000,00016384,00185595
018,00000000,00367124,020,00196767,00007896,00007845,001024,000,000,00016384,00184825
019,00000000,00366233,020,00196567,00007829,00007784,001024,000,000,00016384,00184977
020,00000000,00365813,020,00195937,00007968,00007932,001024,000,000,00016384,00184372
021,00000000,00365171,020,00195754,00007773,00007741,001024,000,000,00016384,00184054
022,00000000,00363858,020,00195384,00007838,00007801,001024,000,000,00016384,00183762
023,00000000,00364239,020,00195054,00007665,00007610,001024,000,000,00016384,00183289
024,00000000,00362875,020,00194859,00007958,00007907,001024,000,000,00016384,00183385
025,00000000,00363469,020,00194617,00007634,00007585,001024,000,000,00016384,00182770
026,00000000,00362636,020,00194280,00007839,00007799,001024,000,000,00016384,00182661
027,00000000,00361597,020,00193876,00007868,00007834,001024,000,000,00016384,00182899
028,00000000,00361278,020,00194085,00007795,00007738,001024,000,000,00016384,00182214
029,00000000,00360872,020,00193293,00007805,00007755,001024,000,000,00016384,00182213
030,00000000,00359479,020,00193295,00007729,00007694,001024,000,000,00016384,00181775
031,00000000,00360286,020,00192555,00007687,00007629,001024,000,000,00016384,00181230
000,00000000,00919877,020,00595529,00021220,00021063,001024,001,000,00016384,00463022
001,00000000,00919187,020,00596884,00021171,00021031,001024,001,000,00016384,00462564
002,00000000,00917106,020,00596887,00020911,00020761,001024,001,000,00016384,00461699
003,00000000,00896326,020,00577330,00020553,00020402,001024,001,000,00016384,00450163
004,00000000,00898343,020,00581207,00020225,00020068,001024,001,000,00016384,00451019
005,00000000,00893128,020,00577579,00020506,00020370,001024,001,000,00016384,00449815
006,00000000,00891396,020,00574891,00020430,00020266,001024,001,000,00016384,00447803
007,00000000,00886867,020,00573548,00020205,00020054,001024,001,000,00016384,00446336
008,00000000,00881566,020,00571622,00020327,00020194,001024,001,000,00016384,00443757
