tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,         1,       1,    0.000373
001,     52480,   52480,   10.277469
002,         2,       2,    0.000608
003,         1,       1,    0.000169
004,         1,       1,    0.000383
005,     52457,   52457,    8.061428
006,         1,       1,    0.000413
007,         1,       1,    0.000200
008,         1,       1,    0.000360
009,     52481,   52481,    7.758732
010,     52481,   52481,    9.442582
011,     52482,   52482,    7.191477
012,         1,       1,    0.000430
013,     52482,   52482,    8.871102
014,     52477,   52477,   10.492692
015,         1,       1,    0.000233
-------------------------------------------------------------------------------------------------------

RUN 1
000,         1,       1,    0.000370
001,     45630,   45630,    7.542541
002,         1,       1,    0.000480
003,     45633,   45633,    6.694349
004,         1,       1,    0.000265
005,     45624,   45624,    7.673510
006,         1,       1,    0.000523
007,         1,       1,    0.000191
008,         1,       1,    0.000363
009,     45633,   45633,    6.748059
010,     45632,   45632,    9.398960
011,     45634,   45634,    6.608452
012,         1,       1,    0.000413
013,     45633,   45633,    6.549849
014,     45629,   45629,    9.530824
015,         1,       1,    0.000413
-------------------------------------------------------------------------------------------------------

RUN 2
000,         1,       1,    0.000466
001,     45285,   45285,    6.642680
002,         1,       1,    0.000400
003,     45324,   45324,    6.440372
004,         1,       1,    0.000423
005,     45320,   45320,    7.908078
006,         1,       1,    0.000270
007,         1,       1,    0.000357
008,         1,       1,    0.000310
009,     45322,   45322,    7.154955
010,     45324,   45324,    9.448372
011,     45322,   45322,    6.279569
012,         1,       1,    0.000493
013,     45320,   45320,    6.729806
014,     45320,   45320,    8.512081
015,         1,       1,    0.000311
-------------------------------------------------------------------------------------------------------

RUN 3
000,         1,       1,    0.000447
001,     44902,   44902,    7.369633
002,         1,       1,    0.000453
003,     44894,   44894,    6.743187
004,         1,       1,    0.000453
005,     44901,   44901,    6.445647
006,         1,       1,    0.000448
007,         1,       1,    0.000352
008,         1,       1,    0.000580
009,     44901,   44901,    7.721175
010,     44902,   44902,   10.474673
011,     44901,   44901,    5.525099
012,         1,       1,    0.000460
013,     44901,   44901,    6.104519
014,     44898,   44898,    7.361183
015,         1,       1,    0.000260
-------------------------------------------------------------------------------------------------------

RUN 4
000,     36809,   36809,    6.942557
001,     14637,   14637,    2.123163
002,     36924,   36924,    6.726983
003,     14636,   14636,    2.107161
004,     36923,   36923,    6.086875
005,     14637,   14637,    2.331880
006,     36925,   36925,    4.775381
007,      2953,    2953,    0.611596
008,     36925,   36925,    6.666138
009,     14129,   14129,    2.142773
010,     14636,   14636,    1.819056
011,     14637,   14637,    3.092846
012,     38248,   38248,    6.367866
013,         2,       2,    0.000693
014,     14637,   14637,    3.037828
015,     36919,   36919,    7.551466
-------------------------------------------------------------------------------------------------------

