tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00068100,00068100,010,00068100,00000000,00000000,001024,000,000,00000512
001,00068400,00068400,010,00068400,00000000,00000000,001024,000,000,00000512
002,00067400,00067400,010,00067400,00000000,00000000,001024,000,000,00000512
003,00067700,00067700,010,00067700,00000000,00000000,001024,000,000,00000512
004,00068116,00068116,010,00068116,00000000,00000000,001024,000,000,00000512
005,00067900,00067900,010,00067900,00000000,00000000,001024,000,000,00000512
006,00068277,00068277,010,00068277,00000000,00000000,001024,000,000,00000512
007,00067500,00067500,010,00067500,00000000,00000000,001024,000,000,00000512
008,00068597,00068597,010,00068597,00000000,00000000,001024,000,000,00000512
009,00068198,00068198,010,00068198,00000000,00000000,001024,000,000,00000512
010,00069100,00069100,010,00069100,00000000,00000000,001024,000,000,00000512
011,00069670,00069670,010,00069670,00000000,00000000,001024,000,000,00000512
012,00070900,00070900,010,00070900,00000000,00000000,001024,000,000,00000512
013,00068400,00068400,010,00068400,00000000,00000000,001024,000,000,00000512
014,00071800,00071800,010,00071800,00000000,00000000,001024,000,000,00000512
015,00069300,00069300,010,00069300,00000000,00000000,001024,000,000,00000512
016,00070300,00070300,010,00070300,00000000,00000000,001024,000,000,00000512
017,00071405,00071405,010,00071405,00000000,00000000,001024,000,000,00000512
018,00071200,00071200,010,00071200,00000000,00000000,001024,000,000,00000512
019,00071962,00071962,010,00071962,00000000,00000000,001024,000,000,00000512
020,00071600,00071600,010,00071600,00000000,00000000,001024,000,000,00000512
021,00071100,00071100,010,00071100,00000000,00000000,001024,000,000,00000512
022,00071100,00071100,010,00071100,00000000,00000000,001024,000,000,00000512
023,00070833,00070833,010,00070833,00000000,00000000,001024,000,000,00000512
024,00072426,00072426,010,00072426,00000000,00000000,001024,000,000,00000512
025,00071100,00071100,010,00071100,00000000,00000000,001024,000,000,00000512
026,00072900,00072900,010,00072900,00000000,00000000,001024,000,000,00000512
027,00072000,00072000,010,00072000,00000000,00000000,001024,000,000,00000512
028,00071900,00071900,010,00071900,00000000,00000000,001024,000,000,00000512
029,00072000,00072000,010,00072000,00000000,00000000,001024,000,000,00000512
030,00072200,00072200,010,00072200,00000000,00000000,001024,000,000,00000512
031,00071900,00071900,010,00071900,00000000,00000000,001024,000,000,00000512
000,00055100,00055100,010,00055100,00000000,00000000,001024,000,001,00000512
001,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
002,00054200,00054200,010,00054200,00000000,00000000,001024,000,001,00000512
003,00053907,00053907,010,00053907,00000000,00000000,001024,000,001,00000512
004,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
005,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
006,00054400,00054400,010,00054400,00000000,00000000,001024,000,001,00000512
007,00055000,00055000,010,00055000,00000000,00000000,001024,000,001,00000512
008,00054900,00054900,010,00054900,00000000,00000000,001024,000,001,00000512
009,00055750,00055750,010,00055750,00000000,00000000,001024,000,001,00000512
010,00055500,00055500,010,00055500,00000000,00000000,001024,000,001,00000512
011,00054900,00054900,010,00054900,00000000,00000000,001024,000,001,00000512
012,00055893,00055893,010,00055893,00000000,00000000,001024,000,001,00000512
013,00056094,00056094,010,00056094,00000000,00000000,001024,000,001,00000512
014,00055522,00055522,010,00055522,00000000,00000000,001024,000,001,00000512
015,00055900,00055900,010,00055900,00000000,00000000,001024,000,001,00000512
016,00055085,00055085,010,00055085,00000000,00000000,001024,000,001,00000512
017,00055200,00055200,010,00055200,00000000,00000000,001024,000,001,00000512
018,00054900,00054900,010,00054900,00000000,00000000,001024,000,001,00000512
019,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
020,00056195,00056195,010,00056195,00000000,00000000,001024,000,001,00000512
021,00055625,00055625,010,00055625,00000000,00000000,001024,000,001,00000512
022,00055200,00055200,010,00055200,00000000,00000000,001024,000,001,00000512
023,00055448,00055448,010,00055448,00000000,00000000,001024,000,001,00000512
024,00055800,00055800,010,00055800,00000000,00000000,001024,000,001,00000512
025,00056100,00056100,010,00056100,00000000,00000000,001024,000,001,00000512
026,00055400,00055400,010,00055400,00000000,00000000,001024,000,001,00000512
027,00055600,00055600,010,00055600,00000000,00000000,001024,000,001,00000512
028,00056200,00056200,010,00056200,00000000,00000000,001024,000,001,00000512
029,00056474,00056474,010,00056474,00000000,00000000,001024,000,001,00000512
030,00056100,00056100,010,00056100,00000000,00000000,001024,000,001,00000512
031,00055937,00055937,010,00055937,00000000,00000000,001024,000,001,00000512
000,00054000,00054000,010,00054000,00000000,00000000,001024,000,002,00000512
001,00053900,00053900,010,00053900,00000000,00000000,001024,000,002,00000512
002,00054100,00054100,010,00054100,00000000,00000000,001024,000,002,00000512
003,00053300,00053300,010,00053300,00000000,00000000,001024,000,002,00000512
