tid,lock_impl_time(ms)
RUN 0
001,    90.958
-----------------------------------------------------------------------------------------------

RUN 1
001,    87.799
-----------------------------------------------------------------------------------------------

RUN 2
001,    96.474
-----------------------------------------------------------------------------------------------

RUN 3
001,    87.346
-----------------------------------------------------------------------------------------------

RUN 4
001,   104.957
-----------------------------------------------------------------------------------------------

