tid,lock_impl_time(ms)
RUN 0
001, 19524.125
002, 19642.760
003, 19712.521
004, 19570.611
006, 19691.830
005, 19682.217
007, 19678.705
008, 19580.096
009, 19662.838
010, 19766.570
012, 19701.475
011, 19570.572
013, 19614.062
014, 19725.928
016, 19613.996
015, 19763.699
017, 19811.104
018, 19753.164
019, 19584.695
020, 19670.447
021, 19773.330
023, 19604.158
022, 19561.869
024, 19446.340
025, 19693.961
026, 19644.922
027, 19551.088
028, 19742.104
029, 19622.334
-----------------------------------------------------------------------------------------------

RUN 1
001, 19674.441
002, 19648.395
003, 19740.576
004, 19654.766
006, 19692.689
005, 19926.838
007, 19462.389
008, 19621.619
009, 19721.734
010, 19674.516
012, 19699.348
011, 19637.688
013, 19646.406
014, 19616.859
016, 19625.875
015, 19724.242
017, 19586.631
018, 19911.148
019, 19664.078
020, 19781.584
021, 19683.658
023, 19567.969
022, 19536.355
024, 19694.402
025, 19603.520
026, 19661.938
027, 19634.211
028, 19818.096
029, 19583.939
-----------------------------------------------------------------------------------------------

RUN 2
001, 19602.008
002, 19810.314
003, 19642.193
004, 19644.344
006, 19584.564
005, 19727.875
007, 19674.096
008, 19646.445
009, 19622.395
010, 19639.500
012, 19751.779
011, 19729.922
013, 19690.105
014, 19763.648
016, 19676.240
015, 19705.471
017, 19698.889
018, 19741.211
019, 19629.604
020, 19741.830
021, 19782.402
023, 19726.180
022, 19650.535
024, 19800.215
025, 19598.611
026, 19545.055
027, 19792.518
028, 19714.455
029, 19536.037
-----------------------------------------------------------------------------------------------

RUN 3
001, 19587.021
002, 19579.574
003, 19664.367
004, 19821.424
006, 19558.186
005, 19692.701
007, 19640.020
008, 19558.207
009, 19774.240
010, 19634.990
012, 19718.502
011, 19550.543
013, 19550.875
014, 19628.457
016, 19548.229
015, 19664.535
017, 19649.094
018, 19710.309
019, 19660.648
020, 19655.014
021, 19707.799
023, 19759.449
022, 19683.477
024, 19801.396
025, 19594.787
026, 19631.947
027, 19548.682
028, 19688.961
029, 19635.053
-----------------------------------------------------------------------------------------------

RUN 4
001, 19544.410
002, 19580.840
003, 19597.193
004, 19643.330
006, 19591.316
005, 19692.014
007, 19704.949
008, 19626.441
009, 19642.529
010, 19657.066
012, 19596.459
011, 19692.898
013, 19632.158
014, 19598.393
016, 19646.576
015, 19491.307
017, 19727.471
018, 19696.023
019, 19568.129
020, 19595.588
021, 19756.092
023, 19625.588
022, 19706.482
024, 19747.848
025, 19707.758
026, 19702.904
027, 19562.211
028, 19601.639
029, 19697.992
-----------------------------------------------------------------------------------------------

