tid,lock_impl_time(ms)
RUN 0
001,    83.238
-----------------------------------------------------------------------------------------------

RUN 1
001,    94.782
-----------------------------------------------------------------------------------------------

RUN 2
001,    89.351
-----------------------------------------------------------------------------------------------

RUN 3
001,    84.286
-----------------------------------------------------------------------------------------------

RUN 4
001,    89.146
-----------------------------------------------------------------------------------------------

