lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008426,0001001,0000150,0001006,0005049,0007644,0013976,001024,001,000,0512
0057759,0001125,0001022,0001073,0040977,0056917,0085722,001024,001,000,0512
0008466,0001001,0000141,0001007,0005049,0007674,0014006,001024,002,000,0512
0057268,0001118,0001012,0001073,0041007,0056426,0085632,001024,002,000,0512
0009778,0001001,0000191,0001008,0005761,0008967,0016360,001024,003,000,0512
0066886,0001139,0001223,0001074,0049663,0066085,0099106,001024,003,000,0512
0009168,0001001,0000150,0001007,0005340,0008386,0015169,001024,004,000,0512
0059853,0001130,0001072,0001072,0042400,0058971,0088095,001024,004,000,0512
0011131,0001001,0000150,0001009,0005099,0010360,0016632,001024,001,001,0512
0067468,0001103,0001012,0001122,0042751,0066415,0089489,001024,001,001,0512
0011702,0001001,0000150,0001010,0005110,0010951,0017293,001024,002,001,0512
0065413,0001117,0001021,0001120,0042881,0064621,0088867,001024,002,001,0512
0012033,0001001,0000191,0001010,0005691,0011222,0018315,001024,003,001,0512
0072286,0001140,0001213,0001108,0048571,0071464,0098335,001024,003,001,0512
0011862,0001001,0000150,0001010,0005511,0011111,0017933,001024,004,001,0512
0067968,0001117,0001032,0001109,0044374,0067216,0091071,001024,004,001,0512
0007524,0001001,0000141,0001006,0005761,0006682,0013756,001024,001,002,0512
0013205,0001125,0000992,0001017,0012825,0011942,0024075,001024,001,002,0512
0006412,0001001,0000140,0001005,0004999,0005681,0011652,001024,002,002,0512
0009739,0001133,0001022,0001016,0007434,0008255,0017022,001024,002,002,0512
0007564,0001001,0000191,0001006,0005690,0006712,0013766,001024,003,002,0512
0012434,0001135,0001232,0001017,0011641,0011131,0022472,001024,003,002,0512
0007063,0001001,0000150,0001005,0005300,0006252,0012985,001024,004,002,0512
0012804,0001132,0001062,0001021,0010059,0011121,0021310,001024,004,002,0512
