tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00562171,020,00315539,00013567,00012290,001024,000,000,00016384,00282950
001,00000000,00561888,020,00316021,00013707,00012531,001024,000,000,00016384,00283292
002,00000000,00563178,020,00315799,00013671,00012482,001024,000,000,00016384,00283320
003,00000000,00560551,020,00314915,00013597,00012314,001024,000,000,00016384,00282165
004,00000000,00560401,020,00315391,00013765,00012527,001024,000,000,00016384,00283031
005,00000000,00560199,020,00315178,00013638,00012425,001024,000,000,00016384,00282789
006,00000000,00561185,020,00314959,00013824,00012515,001024,000,000,00016384,00282317
007,00000000,00560677,020,00314139,00013739,00012482,001024,000,000,00016384,00282062
008,00000000,00560823,020,00314618,00013842,00012449,001024,000,000,00016384,00282539
009,00000000,00561114,020,00313928,00013808,00012429,001024,000,000,00016384,00282247
010,00000000,00559796,020,00315038,00013508,00012148,001024,000,000,00016384,00282646
011,00000000,00558248,020,00313943,00013937,00012571,001024,000,000,00016384,00281837
012,00000000,00560876,020,00313450,00013819,00012500,001024,000,000,00016384,00282129
013,00000000,00559547,020,00314125,00013851,00012538,001024,000,000,00016384,00282182
014,00000000,00559396,020,00313985,00013665,00012519,001024,000,000,00016384,00282115
015,00000000,00560313,020,00313943,00013600,00012270,001024,000,000,00016384,00281343
016,00000000,00558808,020,00313097,00013565,00012772,001024,000,000,00016384,00281732
017,00000000,00559392,020,00313889,00013565,00012727,001024,000,000,00016384,00281516
018,00000000,00558699,020,00313065,00013881,00013008,001024,000,000,00016384,00280960
019,00000000,00558002,020,00313327,00013605,00012757,001024,000,000,00016384,00280683
020,00000000,00558731,020,00312925,00013795,00013032,001024,000,000,00016384,00280980
021,00000000,00558262,020,00313246,00013661,00012887,001024,000,000,00016384,00281597
022,00000000,00557905,020,00312657,00013729,00012900,001024,000,000,00016384,00280746
023,00000000,00558433,020,00313202,00013511,00012665,001024,000,000,00016384,00280931
