lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000180,0000030,0001014,0012423,0013666,0013275,0000030,001024,000,000,0032,01
0000000,0001269,0000341,0001221,0022352,0023233,0022572,0000388,001024,000,000,0032,01
0000000,0000171,0000030,0001011,0009729,0010490,0010089,0000081,001024,001,000,0032,01
0000000,0030525,0000331,0001258,0016301,0017403,0017683,0026592,001024,001,000,0032,01
0000000,0000180,0000030,0001011,0009408,0010209,0009788,0000076,001024,002,000,0032,01
0000000,0022631,0000331,0001243,0015770,0016982,0016721,0000367,001024,002,000,0032,01
0000000,0000180,0000030,0001011,0009398,0010199,0009769,0000076,001024,003,000,0032,01
0000000,0022287,0000331,0001246,0015699,0017122,0016321,0000367,001024,003,000,0032,01
0000000,0000171,0000030,0001014,0014066,0014688,0014307,0000019,001024,000,000,0128,01
0000000,0001157,0000311,0001155,0023615,0023905,0023514,0000250,001024,000,000,0128,01
0000000,0000170,0000030,0001010,0010319,0010950,0010530,0000076,001024,001,000,0128,01
0000000,0009523,0000321,0001179,0016991,0018104,0018555,0000301,001024,001,000,0128,01
0000000,0000170,0000030,0001010,0010159,0010801,0010379,0000075,001024,002,000,0128,01
0000000,0001164,0000321,0001174,0016541,0017823,0018134,0000257,001024,002,000,0128,01
0000000,0000170,0000030,0001010,0010159,0010810,0010380,0000075,001024,003,000,0128,01
0000000,0001166,0000321,0001175,0016881,0017873,0018074,0000258,001024,003,000,0128,01
0000000,0000170,0000030,0001014,0015048,0015479,0015109,0000026,001024,000,000,0512,01
0000000,0001120,0000271,0001128,0024927,0024877,0024396,0000215,001024,000,000,0512,01
0000000,0000170,0000030,0001010,0010530,0011131,0010710,0000077,001024,001,000,0512,01
0000000,0001102,0000301,0001139,0018104,0018435,0019086,0000222,001024,001,000,0512,01
0000000,0000170,0000030,0001010,0010440,0011051,0010620,0000076,001024,002,000,0512,01
0000000,0001091,0000310,0001135,0017774,0019126,0019096,0000207,001024,002,000,0512,01
0000000,0000170,0000030,0001010,0010460,0011061,0010630,0000076,001024,003,000,0512,01
0000000,0001094,0000310,0001137,0017583,0018585,0019035,0000209,001024,003,000,0512,01
