tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,37712.167969, 34.317200
002,54377.410156, 14.868016
003,55692.152344,  9.966301
005,39283.281250, 34.186176
004,54588.335938, 12.479693
006,40795.187500, 52.656864
007,52484.058594, 16.235935
008,54851.707031, 12.328673
010,56991.148438,  6.943543
009,57003.000000, 10.669357
012,57240.925781,  6.348437
011,56331.929688,  7.994978
013,57326.332031,  6.145000
014,56259.625000,  8.153293
016,56269.578125,  8.783667
015,56275.457031,  8.670648
-----------------------------------------------------------------------------------------------

RUN 1
001,36018.164062, 36.499630
002,54837.812500, 13.599446
003,54469.867188, 13.301162
005,44316.035156, 25.935995
004,55331.417969, 11.106912
006,47551.128906, 33.726074
007,44353.429688, 29.919523
008,52379.421875, 19.834229
010,56024.015625,  8.717530
009,56560.281250, 12.357751
012,56646.238281,  7.480800
011,56690.394531,  7.249546
013,57278.324219,  5.968410
014,56916.828125,  6.589496
016,57135.859375,  6.613991
015,56679.500000,  7.795177
-----------------------------------------------------------------------------------------------

