lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover
0000000,0000501,0000070,0001006,0005781,0006462,0005881,0000012,001024,000,000,00001024,01,004,002,016,016
0000000,0001120,0000551,0001103,0011762,0012273,0011863,0000128,001024,000,000,00001024,01,004,002,016,016
0000000,0000501,0000070,0001006,0004889,0005650,0005039,0000010,001024,001,000,00001024,01,004,002,016,016
0000000,0001103,0000511,0001105,0009899,0010560,0010159,0000109,001024,001,000,00001024,01,004,002,016,016
0000000,0000501,0000070,0001010,0009698,0010369,0009698,0000083,001024,002,000,00001024,01,004,002,016,016
0000000,0001214,0000451,0001262,0014628,0015188,0014718,0000322,001024,002,000,00001024,01,004,002,016,016
0000000,0000501,0000060,0001005,0004909,0005600,0004989,0000045,001024,003,000,00001024,01,004,002,016,016
0000000,0001143,0000431,0001171,0009618,0010240,0009908,0000203,001024,003,000,00001024,01,004,002,016,016
0000000,0000501,0000070,0001005,0005240,0005871,0005310,0000011,001024,000,001,00001024,01,004,002,016,016
0000000,0001270,0000501,0001209,0010860,0011341,0010970,0000256,001024,000,001,00001024,01,004,002,016,016
0000000,0000511,0000071,0001005,0004589,0005470,0004830,0000010,001024,001,001,00001024,01,004,002,016,016
0000000,0001227,0000511,0001187,0009297,0010019,0009558,0000221,001024,001,001,00001024,01,004,002,016,016
0000000,0000501,0000060,0001009,0009528,0010229,0009558,0000075,001024,002,001,00001024,01,004,002,016,016
0000000,0001578,0000481,0001587,0014066,0014627,0014137,0000660,001024,002,001,00001024,01,004,002,016,016
0000000,0000501,0000060,0001005,0004778,0005480,0004859,0000043,001024,003,001,00001024,01,004,002,016,016
0000000,0001343,0000451,0001347,0009087,0009748,0009388,0000387,001024,003,001,00001024,01,004,002,016,016
0000000,0000501,0000070,0001009,0003045,0003707,0003337,0000011,001024,000,002,00001024,01,004,002,016,016
0000000,0001341,0000501,0001258,0011852,0012764,0011893,0000329,001024,000,002,00001024,01,004,002,016,016
0000000,0000501,0000070,0001003,0008777,0009538,0008767,0000011,001024,001,002,00001024,01,004,002,016,016
0000000,0001314,0000501,0001307,0012003,0012934,0012033,0000304,001024,001,002,00001024,01,004,002,016,016
0000000,0000501,0000060,0001005,0005070,0005781,0005160,0000050,001024,002,002,00001024,01,004,002,016,016
0000000,0001661,0000450,0001580,0011311,0011992,0011271,0000677,001024,002,002,00001024,01,004,002,016,016
0000000,0000501,0000060,0001005,0005089,0005801,0005179,0000050,001024,003,002,00001024,01,004,002,016,016
0000000,0001664,0000411,0001584,0011302,0011982,0011281,0000680,001024,003,002,00001024,01,004,002,016,016
0000000,0000511,0000070,0001005,0005200,0005881,0005320,0000011,001024,000,000,00000128,01,004,002,016,016
0000000,0001142,0000551,0001121,0010550,0010981,0010630,0000147,001024,000,000,00000128,01,004,002,016,016
0000000,0000511,0000070,0001005,0004498,0005290,0004639,0000010,001024,001,000,00000128,01,004,002,016,016
0000000,0001124,0000551,0001123,0009087,0009839,0009357,0000127,001024,001,000,00000128,01,004,002,016,016
0000000,0000501,0000060,0001009,0009497,0010169,0009498,0000076,001024,002,000,00000128,01,004,002,016,016
0000000,0001278,0000491,0001321,0013846,0014427,0013876,0000376,001024,002,000,00000128,01,004,002,016,016
0000000,0000501,0000060,0001005,0004749,0005431,0004799,0000043,001024,003,000,00000128,01,004,002,016,016
0000000,0001181,0000481,0001203,0008896,0009568,0009177,0000234,001024,003,000,00000128,01,004,002,016,016
0000000,0000511,0000070,0001004,0003526,0004398,0003968,0000009,001024,000,001,00000128,01,004,002,016,016
0000000,0001340,0000541,0001252,0007604,0008426,0007714,0000319,001024,000,001,00000128,01,004,002,016,016
0000000,0000511,0000070,0001004,0004258,0004909,0004278,0000010,001024,001,001,00000128,01,004,002,016,016
0000000,0001336,0000541,0001265,0007724,0008557,0007815,0000305,001024,001,001,00000128,01,004,002,016,016
0000000,0000501,0000060,0001004,0004538,0005190,0004529,0000037,001024,002,001,00000128,01,004,002,016,016
0000000,0001577,0000481,0001481,0007253,0007875,0007384,0000570,001024,002,001,00000128,01,004,002,016,016
0000000,0000501,0000060,0001009,0009228,0009919,0009237,0000067,001024,003,001,00000128,01,004,002,016,016
0000000,0001948,0000471,0001843,0011982,0012623,0012002,0000966,001024,003,001,00000128,01,004,002,016,016
0000000,0000511,0000070,0001006,0003947,0004679,0004408,0000011,001024,000,002,00000128,01,004,002,016,016
0000000,0001389,0000541,0001269,0012504,0013425,0012584,0000373,001024,000,002,00000128,01,004,002,016,016
0000000,0000511,0000080,0001009,0008787,0009608,0008826,0000011,001024,001,002,00000128,01,004,002,016,016
0000000,0001333,0000551,0001323,0012443,0013305,0012533,0000320,001024,001,002,00000128,01,004,002,016,016
0000000,0000511,0000060,0001008,0005500,0006312,0005741,0000048,001024,002,002,00000128,01,004,002,016,016
0000000,0001730,0000501,0001613,0010570,0011231,0010530,0000729,001024,002,002,00000128,01,004,002,016,016
0000000,0000501,0000060,0001008,0005491,0006302,0005741,0000048,001024,003,002,00000128,01,004,002,016,016
0000000,0001732,0000481,0001604,0010550,0011221,0010500,0000728,001024,003,002,00000128,01,004,002,016,016
0000000,0001012,0000200,0001013,0002755,0003196,0002675,0000009,001024,000,000,00000008,01,004,002,016,016
0000000,0001696,0000631,0001557,0005811,0006793,0005962,0000637,001024,000,000,00000008,01,004,002,016,016
0000000,0001011,0000191,0001004,0002294,0004629,0003867,0000008,001024,001,000,00000008,01,004,002,016,016
0000000,0001630,0000601,0001530,0005731,0006703,0005881,0000575,001024,001,000,00000008,01,004,002,016,016
0000000,0001011,0000191,0001031,0008977,0009648,0008987,0000061,001024,002,000,00000008,01,004,002,016,016
0000000,0002755,0000601,0002495,0010931,0011451,0010890,0001671,001024,002,000,00000008,01,004,002,016,016
0000000,0001007,0000190,0001020,0004278,0004909,0004298,0000037,001024,003,000,00000008,01,004,002,016,016
0000000,0002070,0000562,0001931,0006221,0006693,0006212,0001018,001024,003,000,00000008,01,004,002,016,016
0000000,0001019,0000200,0001021,0002305,0002905,0002334,0000010,001024,000,001,00000008,01,004,002,016,016
0000000,0001763,0000571,0001697,0010129,0011191,0010219,0000706,001024,000,001,00000008,01,004,002,016,016
0000000,0001024,0000200,0001024,0002334,0009398,0008576,0000011,001024,001,001,00000008,01,004,002,016,016
0000000,0001853,0000541,0001636,0010149,0011281,0010309,0000812,001024,001,001,00000008,01,004,002,016,016
0000000,0001011,0000190,0001036,0004859,0005170,0004579,0000052,001024,002,001,00000008,01,004,002,016,016
0000000,0002481,0000551,0002257,0010329,0010891,0010239,0001387,001024,002,001,00000008,01,004,002,016,016
