tid,wait_acq(ms),wait_rel(ms),client_id,run
000,  1.649174,  3.010929,000,000
001,  1.698119,  3.050828,000,000
002,  1.678918,  3.021248,000,000
003,  1.698454,  2.974924,000,000
004,  1.695187,  2.997878,000,000
005,  1.618603,  2.978738,000,000
006,  1.718699,  2.977502,000,000
007,  1.660872,  3.057554,000,000
008,  1.665542,  3.072051,000,000
009,  1.681706,  3.000348,000,000
010,  1.683160,  3.020556,000,000
011,  1.661816,  2.986302,000,000
012,  1.666313,  2.957611,000,000
013,  1.620785,  3.001290,000,000
014,  1.653963,  3.056632,000,000
015,  1.657560,  3.058788,000,000
000,  1.891917,  3.077753,000,001
001,  1.772229,  3.047206,000,001
002,  1.798495,  3.048121,000,001
003,  1.803616,  3.042463,000,001
004,  1.755852,  3.047454,000,001
005,  1.794935,  3.058035,000,001
006,  1.791890,  3.074050,000,001
007,  1.769861,  3.061048,000,001
008,  1.762490,  3.083367,000,001
009,  1.788174,  3.061485,000,001
010,  1.793864,  3.088384,000,001
011,  1.863130,  3.033465,000,001
012,  1.769995,  3.046958,000,001
013,  1.765342,  3.086206,000,001
014,  1.831711,  3.030008,000,001
015,  1.801666,  3.061908,000,001
