tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00139883,010,00198891,00000000,00000000,001024,000,000,00000032,00070226,01,0000006725126388,00000000
001,00000000,00139665,010,00182811,00000000,00000000,001024,000,000,00000032,00070223,01,0000006747157418,00000000
002,00000000,00140019,010,00148901,00000000,00000000,001024,000,000,00000032,00070383,01,0000006467236510,00000000
003,00000000,00138827,010,00158147,00000000,00000000,001024,000,000,00000032,00070396,01,0000006500954431,00000000
004,00000000,00140040,010,00182739,00000000,00000000,001024,000,000,00000032,00070287,01,0000006775897352,00000000
005,00000000,00138743,010,00142873,00000000,00000000,001024,000,000,00000032,00069883,01,0000006449017750,00000000
006,00000000,00140018,010,00194184,00000000,00000000,001024,000,000,00000032,00070518,01,0000006668697639,00000000
007,00000000,00135507,010,00199254,00000000,00000000,001024,000,000,00000032,00068095,01,0000002572892528,00000000
008,00000000,00139875,010,00157488,00000000,00000000,001024,000,000,00000032,00070389,01,0000006680238606,00000000
009,00000000,00140729,010,00203571,00000000,00000000,001024,000,000,00000032,00070876,01,0000006770973011,00000000
010,00000000,00140354,010,00176335,00000000,00000000,001024,000,000,00000032,00070624,01,0000006615993946,00000000
011,00000000,00138968,010,00226751,00000000,00000000,001024,000,000,00000032,00070161,01,0000006832365726,00000000
012,00000000,00140858,010,00171256,00000000,00000000,001024,000,000,00000032,00070669,01,0000006724014067,00000000
013,00000000,00139120,010,00198312,00000000,00000000,001024,000,000,00000032,00069964,01,0000006738345060,00000000
014,00000000,00140652,010,00198126,00000000,00000000,001024,000,000,00000032,00070857,01,0000006828726185,00000000
015,00000000,00139677,010,00156266,00000000,00000000,001024,000,000,00000032,00070001,01,0000006640704043,00000000
000,00000000,00079762,010,00096406,00000000,00000000,001024,001,000,00000032,00040131,01,0000009076245412,00000000
001,00000000,00080331,010,00096945,00000000,00000000,001024,001,000,00000032,00040332,01,0000008995193479,00000000
002,00000000,00079714,010,00097116,00000000,00000000,001024,001,000,00000032,00040129,01,0000009098048476,00000000
003,00000000,00075991,010,00093551,00000000,00000000,001024,001,000,00000032,00038138,01,0000005003100998,00000000
004,00000000,00078900,010,00096148,00000000,00000000,001024,001,000,00000032,00039752,01,0000008988728213,00000000
005,00000000,00080619,010,00097124,00000000,00000000,001024,001,000,00000032,00040329,01,0000008402838340,00000000
006,00000000,00080061,010,00097539,00000000,00000000,001024,001,000,00000032,00040373,01,0000009090770950,00000000
007,00000000,00080090,010,00096483,00000000,00000000,001024,001,000,00000032,00040225,01,0000008988497844,00000000
008,00000000,00080213,010,00096938,00000000,00000000,001024,001,000,00000032,00040215,01,0000009111763226,00000000
009,00000000,00080427,010,00096195,00000000,00000000,001024,001,000,00000032,00040388,01,0000009122648636,00000000
010,00000000,00080604,010,00096726,00000000,00000000,001024,001,000,00000032,00040419,01,0000008863624859,00000000
011,00000000,00080682,010,00097605,00000000,00000000,001024,001,000,00000032,00040475,01,0000009026185541,00000000
012,00000000,00079445,010,00097490,00000000,00000000,001024,001,000,00000032,00040104,01,0000009074862653,00000000
013,00000000,00080048,010,00097217,00000000,00000000,001024,001,000,00000032,00040256,01,0000007697298176,00000000
014,00000000,00010421,010,00012741,00000000,00000000,001024,001,000,00000032,00005272,01,0000002191442223,00000000
015,00000000,00080404,010,00096543,00000000,00000000,001024,001,000,00000032,00040206,01,0000008976699997,00000000
000,00000000,00108226,010,00150108,00000000,00000000,001024,002,000,00000032,00054044,01,0000011159075396,00000000
001,00000000,00108013,010,00144248,00000000,00000000,001024,002,000,00000032,00054398,01,0000011386566815,00000000
002,00000000,00107821,010,00130415,00000000,00000000,001024,002,000,00000032,00054176,01,0000011055888689,00000000
003,00000000,00108659,010,00140994,00000000,00000000,001024,002,000,00000032,00054738,01,0000011299181362,00000000
004,00000000,00107902,010,00162475,00000000,00000000,001024,002,000,00000032,00054247,01,0000011413749484,00000000
005,00000000,00108193,010,00139572,00000000,00000000,001024,002,000,00000032,00054322,01,0000011224571232,00000000
006,00000000,00107777,010,00165668,00000000,00000000,001024,002,000,00000032,00054325,01,0000011236708338,00000000
007,00000000,00108743,010,00147127,00000000,00000000,001024,002,000,00000032,00054645,01,0000010501988532,00000000
008,00000000,00108633,010,00132470,00000000,00000000,001024,002,000,00000032,00054241,01,0000011417979942,00000000
009,00000000,00108146,010,00145435,00000000,00000000,001024,002,000,00000032,00054253,01,0000011168360976,00000000
010,00000000,00107190,010,00137002,00000000,00000000,001024,002,000,00000032,00053864,01,0000011085469062,00000000
011,00000000,00107387,010,00144570,00000000,00000000,001024,002,000,00000032,00054137,01,0000011432696254,00000000
012,00000000,00107198,010,00144050,00000000,00000000,001024,002,000,00000032,00053872,01,0000011098419111,00000000
013,00000000,00108901,010,00137105,00000000,00000000,001024,002,000,00000032,00054640,01,0000010468371172,00000000
014,00000000,00108437,010,00129156,00000000,00000000,001024,002,000,00000032,00054388,01,0000010896171103,00000000
015,00000000,00108014,010,00136974,00000000,00000000,001024,002,000,00000032,00054385,01,0000011395177843,00000000
000,00000000,00106539,010,00145379,00000000,00000000,001024,003,000,00000032,00053396,01,0000011125758898,00000000
001,00000000,00106226,010,00147134,00000000,00000000,001024,003,000,00000032,00053563,01,0000011257225575,00000000
