tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1664173, 1664173,   15.680778,   30.000000,11272.408203,11195.756836,   56.551563,  141.374634,11073.871094,10937.845703,   1664173,               0,000,000
000,   1670061, 1670061,   15.745956,   30.000000,11259.014648,11209.049805,   56.723122,  140.230377,11061.234375,10951.773438,   1670061,               0,000,001
