tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.874678,  0.000293
001,  0.814917,  0.000237
001,  0.555190,  0.000182
001,  0.320105,  0.000145
001,  0.387132,  0.000192
001,  0.297835,  0.000175
001,  0.300203,  0.000178
001,  0.385628,  0.000167
001,  0.259135,  0.000185
001,  0.725025,  0.000140
002,  0.793235,  0.000345
002,  0.000362,  0.000168
002,  0.136160,  0.000108
002,  0.139457,  0.000112
002,  0.000323,  0.000260
002,  0.239298,  0.000112
002,  0.000187,  0.000123
002,  0.000130,  0.000120
002,  0.078248,  0.000113
002,  0.000358,  0.000110
003,  1.044075,  0.000252
003,  0.566682,  0.000112
003,  0.491260,  0.000065
003,  0.000303,  0.000175
003,  0.271830,  0.000062
003,  0.000260,  0.000098
003,  0.064342,  0.000107
003,  0.325548,  0.000063
003,  0.000368,  0.000068
003,  0.125387,  0.000072
004,  0.458942,  0.000412
004,  0.216717,  0.000165
004,  0.383667,  0.000140
004,  0.379205,  0.000110
004,  0.333522,  0.000168
004,  0.350777,  0.000112
004,  0.453948,  0.000118
004,  0.168427,  0.000117
004,  0.378815,  0.000157
004,  0.438118,  0.000135
005,  0.000500,  0.000377
005,  0.066348,  0.000142
005,  0.062048,  0.000120
005,  0.058977,  0.000120
005,  0.057285,  0.000088
005,  0.061058,  0.000088
005,  0.105493,  0.000112
005,  0.108882,  0.000088
005,  0.000467,  0.000157
005,  0.069057,  0.000088
006,  0.620740,  0.000330
006,  0.287820,  0.000180
006,  0.253988,  0.000145
006,  0.198527,  0.000160
006,  0.107750,  0.000095
006,  0.184067,  0.000118
006,  0.182658,  0.000137
006,  0.275462,  0.000152
006,  0.138305,  0.000175
006,  0.496023,  0.000153
008,  0.540618,  0.000355
008,  0.696648,  0.000122
008,  0.660302,  0.000068
008,  0.640607,  0.000075
008,  0.593052,  0.000075
008,  0.661648,  0.000087
008,  0.605403,  0.000108
008,  0.577017,  0.000080
008,  0.639860,  0.000072
008,  0.187582,  0.000058
007,  1.114837,  0.000268
007,  0.765067,  0.000197
007,  0.436905,  0.000128
007,  0.546753,  0.000147
007,  0.550890,  0.000157
007,  0.521707,  0.000135
007,  0.562080,  0.000175
007,  0.447245,  0.000180
007,  0.590817,  0.000140
007,  0.563712,  0.000145
009,  0.170327,  0.000617
009,  0.000410,  0.000112
009,  0.000213,  0.000347
009,  0.000273,  0.000383
009,  0.000250,  0.000243
009,  0.000290,  0.000153
009,  0.000162,  0.000068
009,  0.000183,  0.000075
009,  0.131860,  0.000137
009,  0.000513,  0.000075
011,  0.956323,  0.000287
011,  0.421848,  0.000123
011,  0.706003,  0.000088
011,  0.687657,  0.000397
011,  0.642232,  0.000080
011,  0.610163,  0.000062
011,  0.657147,  0.000062
011,  0.631718,  0.000060
011,  0.676917,  0.000175
011,  0.684827,  0.000068
010,  1.270582,  0.000338
010,  0.359632,  0.000193
010,  0.197667,  0.000327
010,  0.492110,  0.000152
010,  0.054487,  0.000150
010,  0.569235,  0.000163
010,  0.514168,  0.000150
010,  0.065532,  0.000145
010,  0.535625,  0.000208
010,  0.065907,  0.000157
012,  1.188082,  0.000307
012,  0.493360,  0.000130
012,  0.615947,  0.000188
012,  0.439505,  0.000123
012,  0.448860,  0.000093
012,  0.410333,  0.000085
012,  0.238370,  0.000100
012,  0.527723,  0.000085
012,  0.444578,  0.000148
012,  0.626547,  0.000063
013,  0.080913,  0.000753
013,  0.127728,  0.000082
013,  0.116583,  0.000140
013,  0.107207,  0.000130
013,  0.108293,  0.000140
013,  0.116393,  0.000068
013,  0.053802,  0.000068
013,  0.054862,  0.000070
013,  0.070720,  0.000123
013,  0.115957,  0.000068
014,  0.271303,  0.000463
014,  0.081313,  0.000072
014,  0.311157,  0.000063
014,  0.078043,  0.000133
014,  0.505992,  0.000065
014,  0.467122,  0.000067
014,  0.403173,  0.000063
014,  0.115413,  0.000067
014,  0.197587,  0.000127
014,  0.372798,  0.000062
015,  0.366683,  0.000352
015,  0.637582,  0.000122
015,  0.000417,  0.000550
015,  0.595233,  0.000103
015,  0.222342,  0.000107
015,  0.079677,  0.000103
015,  0.352737,  0.000118
015,  0.500900,  0.000118
015,  0.491187,  0.000105
015,  0.257390,  0.000103
016,  0.708040,  0.000352
016,  0.158563,  0.000100
016,  0.072417,  0.000163
016,  0.259667,  0.000083
016,  0.165165,  0.000097
016,  0.130943,  0.000095
016,  0.127188,  0.000097
016,  0.222172,  0.000082
016,  0.319188,  0.000083
016,  0.318185,  0.000098
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.903358,  0.000190
001,  0.479603,  0.000140
001,  0.382363,  0.000188
001,  0.424645,  0.000137
001,  0.348653,  0.000163
001,  0.364948,  0.000147
001,  0.499003,  0.000135
001,  0.348817,  0.000145
001,  0.376243,  0.000112
001,  0.893475,  0.000148
002,  0.399022,  0.000173
002,  0.203697,  0.000102
002,  0.000295,  0.000207
002,  0.000172,  0.000137
002,  0.000163,  0.000273
002,  0.000188,  0.000088
002,  0.000168,  0.000088
002,  0.000182,  0.000102
002,  0.318198,  0.000085
002,  0.118400,  0.000082
003,  0.653395,  0.000207
003,  0.544798,  0.000075
003,  0.207613,  0.000128
003,  0.273692,  0.000062
003,  0.620607,  0.000078
003,  0.586365,  0.000162
003,  0.269222,  0.000077
003,  0.815815,  0.000090
003,  0.193002,  0.000113
003,  0.952042,  0.000067
004,  0.964392,  0.000248
004,  0.076630,  0.000113
004,  0.699493,  0.000117
004,  0.492425,  0.000113
004,  0.522780,  0.000143
004,  0.481588,  0.000127
004,  0.649877,  0.000205
004,  0.295622,  0.000118
004,  0.000368,  0.000135
004,  0.541343,  0.000130
005,  0.717762,  0.000213
005,  0.372308,  0.000097
005,  0.549857,  0.000115
005,  0.558605,  0.000143
005,  0.190872,  0.000107
005,  0.076790,  0.000108
005,  0.377437,  0.000285
005,  0.194755,  0.000123
005,  0.486088,  0.000102
005,  0.238722,  0.000093
006,  0.469162,  0.000312
006,  0.139505,  0.000135
006,  0.326757,  0.000140
006,  0.150345,  0.000173
006,  0.461192,  0.000155
006,  0.538915,  0.000132
