tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  1.137587,  0.000320
001,  0.000473,  0.000232
001,  0.518893,  0.000132
001,  0.582305,  0.000093
001,  0.735177,  0.000138
001,  0.448432,  0.000142
001,  0.560713,  0.000143
001,  0.598483,  0.000112
001,  0.063910,  0.000220
001,  0.181405,  0.000123
002,  0.588767,  0.000302
002,  0.447975,  0.000142
002,  0.472748,  0.000125
002,  0.684665,  0.000097
002,  0.116492,  0.000095
002,  0.661725,  0.000108
002,  0.617842,  0.000143
002,  0.508347,  0.000097
002,  0.631817,  0.000108
002,  0.300802,  0.000098
003,  0.166898,  0.000345
003,  0.680233,  0.000177
003,  0.000395,  0.000423
003,  0.157002,  0.000152
003,  0.000567,  0.000440
003,  0.262480,  0.000125
003,  0.000413,  0.000413
003,  0.125083,  0.000157
003,  0.514233,  0.000183
003,  0.065772,  0.000147
004,  0.501507,  0.000342
004,  0.385637,  0.000210
004,  0.130432,  0.000128
004,  0.391317,  0.000157
004,  0.296615,  0.000137
004,  0.155515,  0.000113
004,  0.242453,  0.000138
004,  0.000432,  0.000233
004,  0.000328,  0.000245
004,  0.000328,  0.000273
005,  0.643945,  0.000260
005,  0.508270,  0.000228
005,  0.777902,  0.000150
005,  0.737025,  0.000147
005,  0.787115,  0.000138
005,  0.751390,  0.000155
005,  0.759312,  0.000138
005,  0.707045,  0.000167
005,  0.122423,  0.000128
005,  0.189665,  0.000148
006,  0.103310,  0.000347
006,  0.745190,  0.000220
006,  0.360553,  0.000198
006,  0.633450,  0.000178
006,  0.570295,  0.000172
006,  0.499732,  0.000165
006,  0.720405,  0.000173
006,  0.457603,  0.000192
006,  0.672733,  0.000160
006,  0.415890,  0.000185
007,  0.986130,  0.000490
007,  0.097060,  0.000193
007,  0.182285,  0.000125
007,  0.326920,  0.000113
007,  0.165035,  0.000120
007,  0.324650,  0.000223
007,  0.126050,  0.000115
007,  0.047288,  0.000222
007,  0.766780,  0.000147
007,  0.055008,  0.000113
008,  0.802952,  0.000377
008,  0.967703,  0.000248
008,  0.686220,  0.000252
008,  0.849362,  0.000230
008,  0.877127,  0.000233
008,  0.826595,  0.000238
008,  0.852103,  0.000237
008,  0.654983,  0.000262
008,  0.728220,  0.000233
008,  0.000550,  0.000513
009,  0.001297,  0.000347
009,  0.567920,  0.000155
009,  0.735452,  0.000127
009,  0.097767,  0.000142
009,  0.410838,  0.000108
009,  0.608517,  0.000112
009,  0.290757,  0.000177
009,  0.548717,  0.000093
009,  0.244660,  0.000138
009,  0.464658,  0.000097
011,  1.061085,  0.000295
011,  0.908915,  0.000130
011,  0.834530,  0.000137
011,  0.794803,  0.000142
011,  0.832862,  0.000103
011,  0.803902,  0.000127
011,  0.808668,  0.000125
011,  0.757240,  0.000122
011,  0.819557,  0.000203
011,  0.110407,  0.000233
012,  0.249840,  0.000317
012,  0.302137,  0.000122
012,  0.420432,  0.000100
012,  0.480603,  0.000102
012,  0.348497,  0.000133
012,  0.392230,  0.000118
012,  0.462633,  0.000097
012,  0.402733,  0.000098
012,  0.410415,  0.000095
012,  0.361498,  0.000095
013,  0.903182,  0.000278
013,  0.866540,  0.000117
013,  0.884218,  0.000120
013,  0.533865,  0.000133
013,  0.621372,  0.000120
013,  0.708175,  0.000118
013,  0.668627,  0.000108
013,  0.801220,  0.000110
013,  0.355455,  0.000108
013,  0.300843,  0.000108
010,  0.721805,  0.000320
010,  0.810800,  0.000187
010,  0.306382,  0.000158
010,  0.000378,  0.000243
010,  0.514230,  0.000250
010,  0.000455,  0.000255
010,  0.351090,  0.000178
010,  0.244223,  0.000173
010,  0.576625,  0.000168
010,  0.128570,  0.000152
014,  0.418900,  0.000240
014,  0.616480,  0.000097
014,  0.634478,  0.000090
014,  0.216365,  0.000088
014,  0.674413,  0.000085
014,  0.102390,  0.000085
014,  0.406833,  0.000087
014,  0.346077,  0.000133
014,  0.296728,  0.000090
014,  0.240582,  0.000078
015,  1.209993,  0.000333
015,  0.242353,  0.000193
015,  0.582955,  0.000115
015,  0.438245,  0.000107
015,  0.467113,  0.000107
015,  0.559995,  0.000117
015,  0.516372,  0.000110
015,  0.293820,  0.000108
015,  0.463237,  0.000095
015,  0.359808,  0.000095
016,  0.329527,  0.000352
016,  0.166343,  0.000310
016,  0.249260,  0.000102
