lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000420,0000050,0001013,0017463,0013585,0018154,0000030,001024,000,000,16384
0000000,0003008,0000360,0001673,0034705,0033293,0035267,0001904,001024,000,000,16384
0000000,0000451,0000050,0001011,0005230,0006262,0005280,0000015,001024,001,000,16384
0000000,0002545,0000361,0001471,0013436,0028674,0013456,0001405,001024,001,000,16384
0000000,0000421,0000051,0001012,0005310,0006232,0005330,0000016,001024,002,000,16384
0000000,0001722,0000370,0001389,0013065,0028523,0013055,0000655,001024,002,000,16384
0000000,0000421,0000050,0001013,0017463,0013555,0018154,0000030,001024,000,001,16384
0000000,0002976,0000330,0001660,0034836,0033323,0035397,0001876,001024,000,001,16384
0000000,0000471,0000051,0001010,0005280,0006151,0005300,0000015,001024,001,001,16384
0000000,0001703,0000361,0001358,0013716,0028794,0013515,0000633,001024,001,001,16384
0000000,0000431,0000050,0001006,0005260,0006291,0005310,0000015,001024,002,001,16384
0000000,0002559,0000340,0001438,0013085,0028584,0013135,0001417,001024,002,001,16384
0000000,0000420,0000050,0001013,0017543,0013566,0018234,0000030,001024,000,002,16384
0000000,0003008,0000330,0001670,0034946,0033453,0035527,0001908,001024,000,002,16384
0000000,0000461,0000051,0001010,0005290,0006171,0005300,0000015,001024,001,002,16384
0000000,0001708,0000361,0001359,0013425,0028775,0013255,0000640,001024,001,002,16384
0000000,0000441,0000060,0001006,0005260,0006292,0005300,0000015,001024,002,002,16384
0000000,0002560,0000341,0001439,0013365,0028764,0013305,0001421,001024,002,002,16384
