tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    963626,  963626,  193.255280
001,   1004392, 1004392,  204.628860
002,    977711,  977711,  194.924713
003,   1007795, 1007795,  204.373260
004,    949025,  949025,  191.453171
005,   1075022, 1075022,  221.430511
006,   1021530, 1021530,  206.589661
007,    924870,  924870,  186.957001
008,    924974,  924974,  186.640594
009,   1048465, 1048465,  204.920258
010,    920381,  920381,  181.765106
011,   1042605, 1042605,  205.499542
012,    991312,  991312,  194.070114
013,   1000011, 1000011,  194.983841
014,    999200,  999200,  193.826385
015,   1004127, 1004127,  197.731766
016,    897937,  897937,  174.264130
017,   1038673, 1038673,  205.891357
018,   1099220, 1099220,  213.211212
019,   1120740, 1120740,  221.830444
020,   1080655, 1080655,  212.138824
021,   1035506, 1035506,  205.773239
022,   1034007, 1034007,  202.289154
023,    908001,  908001,  178.551834
024,   1033968, 1033968,  201.626480
025,   1045031, 1045031,  206.463943
026,    976534,  976534,  189.499939
027,   1008477, 1008477,  206.268784
028,   1050384, 1050384,  204.923279
-------------------------------------------------------------------------------------------------------

RUN 1
000,    901640,  901640,  179.338715
001,   1046238, 1046238,  211.413208
002,    903789,  903789,  180.410599
003,   1138498, 1138498,  233.741760
004,    943737,  943737,  190.016434
005,    916279,  916279,  183.192520
006,   1011647, 1011647,  204.533997
007,    998467,  998467,  204.549255
008,    905072,  905072,  183.372833
009,   1249034, 1249034,  248.482513
010,    873334,  873334,  169.738998
011,   1140879, 1140879,  226.619766
012,    841644,  841644,  164.764847
013,   1102989, 1102989,  219.507446
014,   1259417, 1259417,  245.940353
015,    885346,  885346,  175.337433
016,   1000484, 1000484,  194.781265
017,    994229,  994229,  195.687164
018,   1020133, 1020133,  197.218765
019,   1007024, 1007024,  200.186386
020,   1095714, 1095714,  211.837097
021,   1061726, 1061726,  210.568192
022,   1161044, 1161044,  225.330902
023,    892712,  892712,  178.092987
024,   1082389, 1082389,  210.812088
025,    964133,  964133,  194.673920
026,   1001661, 1001661,  197.485443
027,    876576,  876576,  180.047058
028,   1004464, 1004464,  192.668411
-------------------------------------------------------------------------------------------------------

RUN 2
000,    951622,  951622,  192.334534
001,   1050987, 1050987,  215.142471
002,    881919,  881919,  176.780533
003,    951116,  951116,  195.489807
004,    956051,  956051,  189.046127
005,   1010517, 1010517,  207.760284
006,    945323,  945323,  187.948807
007,   1056327, 1056327,  216.227890
008,    949504,  949504,  189.693695
009,   1144840, 1144840,  226.519287
010,    943501,  943501,  180.951920
011,    963126,  963126,  190.612946
012,   1034947, 1034947,  197.738098
013,   1007022, 1007022,  197.532379
014,    911508,  911508,  174.535782
015,   1055618, 1055618,  208.305542
016,   1020204, 1020204,  197.342316
017,   1078966, 1078966,  212.465317
018,    932911,  932911,  179.913620
019,   1090381, 1090381,  217.899460
020,   1245015, 1245015,  242.175018
021,    908232,  908232,  178.221436
022,    971620,  971620,  187.979736
023,   1051967, 1051967,  209.869125
024,   1092137, 1092137,  212.731827
025,   1014401, 1014401,  200.398880
026,   1089467, 1089467,  210.799652
027,    973454,  973454,  201.594604
028,    964751,  964751,  184.161484
-------------------------------------------------------------------------------------------------------

RUN 3
000,    944638,  944638,  187.661575
001,   1163108, 1163108,  229.337219
002,    916964,  916964,  182.747726
003,   1144804, 1144804,  230.674286
004,   1040924, 1040924,  209.348480
005,   1018378, 1018378,  205.581711
006,   1068722, 1068722,  213.676590
007,   1003521, 1003521,  205.274231
008,   1036891, 1036891,  209.504410
009,   1118067, 1118067,  217.654785
010,    897032,  897032,  175.194443
011,   1058862, 1058862,  204.627853
012,   1038012, 1038012,  204.283310
013,   1168372, 1168372,  228.145996
014,    932561,  932561,  179.591980
015,   1069195, 1069195,  208.349594
016,    864931,  864931,  165.731033
017,   1034829, 1034829,  200.043091
018,    932391,  932391,  182.527222
019,   1042783, 1042783,  200.384186
020,    991665,  991665,  192.404694
021,   1015609, 1015609,  199.193619
022,   1073781, 1073781,  208.528000
023,   1006177, 1006177,  197.106842
024,    850045,  850045,  165.345749
025,    986644,  986644,  192.682281
026,    974229,  974229,  189.289246
027,    958314,  958314,  196.038666
028,    942141,  942141,  182.728561
-------------------------------------------------------------------------------------------------------

RUN 4
000,    793329,  793329,  158.687241
001,    909210,  909210,  183.130447
002,    934799,  934799,  186.131882
003,   1109253, 1109253,  220.641800
004,   1017857, 1017857,  206.142090
005,   1190120, 1190120,  242.397781
006,    986271,  986271,  199.032013
007,   1113144, 1113144,  223.921127
008,    967482,  967482,  195.019455
009,   1103191, 1103191,  213.093613
010,   1000123, 1000123,  193.442245
011,   1118877, 1118877,  212.565521
012,   1010816, 1010816,  198.780807
013,   1100357, 1100357,  212.593414
014,    991128,  991128,  194.473907
015,   1040676, 1040676,  200.232727
016,    903762,  903762,  176.097794
017,   1020760, 1020760,  198.608887
018,   1066997, 1066997,  208.091537
019,   1148464, 1148464,  221.870758
020,    931300,  931300,  182.044922
021,   1043883, 1043883,  205.369492
022,    957147,  957147,  187.472000
023,   1075340, 1075340,  208.639420
024,    930595,  930595,  181.362503
025,    960476,  960476,  185.149002
026,    932878,  932878,  181.859955
027,   1113709, 1113709,  225.844833
028,    846655,  846655,  163.183060
-------------------------------------------------------------------------------------------------------

