lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008195,0000070,0000050,0001047,0005420,0007003,0005982,001024,001,000,0001
0013766,0891239,0000461,0001454,0007604,0009347,0007935,001024,001,000,0001
0007715,0000080,0000040,0001046,0005380,0007244,0005941,001024,002,000,0001
0010771,0451460,0000281,0001456,0008636,0009678,0008546,001024,002,000,0001
0007744,0000080,0000040,0001047,0005380,0007244,0005941,001024,003,000,0001
0012083,0429907,0000351,0001457,0008796,0010830,0010019,001024,003,000,0001
0007744,0000070,0000040,0001047,0005361,0007224,0005931,001024,004,000,0001
0011041,0641641,0000350,0001482,0009167,0010169,0009729,001024,004,000,0001
0008276,0000070,0000050,0001047,0005420,0006993,0005981,001024,001,001,0001
0013525,0737871,0000391,0001438,0007595,0009197,0008245,001024,001,001,0001
0007735,0000080,0000040,0001047,0005371,0007224,0005931,001024,002,001,0001
0011201,0567236,0000241,0001458,0007725,0009689,0008165,001024,002,001,0001
0007735,0000080,0000040,0001047,0005380,0007224,0005941,001024,003,001,0001
0012414,0634973,0000360,0001458,0008847,0011221,0009188,001024,003,001,0001
0007705,0000070,0000041,0001047,0005351,0007213,0005921,001024,004,001,0001
0011001,0695477,0000341,0001464,0008786,0010179,0009859,001024,004,001,0001
0008225,0000070,0000050,0001047,0005420,0007023,0005982,001024,001,002,0001
0013195,0758536,0000411,0001435,0006953,0009027,0007814,001024,001,002,0001
0007735,0000070,0000050,0001047,0005380,0007254,0005941,001024,002,002,0001
0011381,0664182,0000341,0001459,0008196,0010249,0008526,001024,002,002,0001
0007774,0000080,0000040,0001047,0005390,0007263,0005942,001024,003,002,0001
0011592,0765291,0000321,0001446,0008676,0010400,0009378,001024,003,002,0001
0007745,0000070,0000040,0001047,0005360,0007234,0005922,001024,004,002,0001
0011151,0773082,0000341,0001475,0008967,0010199,0009929,001024,004,002,0001
0008415,0000070,0000050,0001047,0005420,0007023,0005991,001024,001,003,0001
0012995,0607911,0000381,0001431,0006572,0009067,0008025,001024,001,003,0001
0007734,0000070,0000050,0001047,0005380,0007253,0005941,001024,002,003,0001
0010910,0607416,0000321,0001456,0008166,0009829,0008356,001024,002,003,0001
0007745,0000080,0000040,0001047,0005380,0007254,0005932,001024,003,003,0001
0012223,0672357,0000351,0001440,0008716,0010660,0008917,001024,003,003,0001
0007745,0000071,0000040,0001047,0005360,0007234,0005931,001024,004,003,0001
0011121,0769690,0000361,0001459,0008847,0010189,0009818,001024,004,003,0001
0008386,0000070,0000040,0001047,0005420,0007023,0005981,001024,001,004,0001
0013596,0703561,0000370,0001453,0006903,0009428,0008045,001024,001,004,0001
0007755,0000071,0000050,0001047,0005370,0007244,0005931,001024,002,004,0001
0010741,0588385,0000320,0001468,0008155,0009779,0008516,001024,002,004,0001
0007765,0000080,0000040,0001047,0005390,0007264,0005942,001024,003,004,0001
0012424,0634913,0000360,0001452,0008687,0011101,0009448,001024,003,004,0001
0007715,0000070,0000050,0001047,0005370,0007244,0005931,001024,004,004,0001
0011101,0733043,0000351,0001466,0008687,0010179,0009859,001024,004,004,0001
0007123,0000311,0000060,0001006,0005240,0006151,0005801,001024,001,000,0512
0023174,0001028,0000340,0001076,0009107,0021701,0009608,001024,001,000,0512
0007314,0000290,0000060,0001007,0006111,0006853,0006603,001024,002,000,0512
0020369,0001065,0000340,0001076,0018946,0019927,0021962,001024,002,000,0512
0009318,0000301,0000060,0001009,0008907,0008837,0010830,001024,003,000,0512
0020108,0001136,0000340,0001068,0020950,0019627,0023334,001024,003,000,0512
0007504,0000310,0000060,0001007,0006453,0007043,0007053,001024,004,000,0512
0020398,0001066,0000341,0001073,0020529,0019928,0023465,001024,004,000,0512
0018404,0000301,0000060,0001021,0005631,0017453,0006542,001024,001,001,0512
0042641,0001138,0000351,0001154,0028614,0041528,0030508,001024,001,001,0512
0021691,0000321,0000070,0001023,0009868,0021190,0011402,001024,002,001,0512
0044514,0001293,0000361,0001143,0032311,0044033,0034475,001024,002,001,0512
0021801,0000320,0000070,0001023,0009919,0021300,0011462,001024,003,001,0512
0044644,0001298,0000360,0001143,0032401,0044153,0034706,001024,003,001,0512
0022042,0000310,0000061,0001023,0010260,0021541,0011753,001024,004,001,0512
