tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00383457,020,00206448,00008111,00008051,001024,000,000,00016384,00193468
001,00000000,00382913,020,00206310,00008092,00008016,001024,000,000,00016384,00193094
002,00000000,00381811,020,00205041,00008253,00008175,001024,000,000,00016384,00192314
003,00000000,00379742,020,00204401,00008066,00007984,001024,000,000,00016384,00191790
004,00000000,00379139,020,00203339,00008162,00008090,001024,000,000,00016384,00190625
005,00000000,00378031,020,00203077,00008166,00008080,001024,000,000,00016384,00190562
006,00000000,00376612,020,00202614,00008045,00007977,001024,000,000,00016384,00190124
007,00000000,00375439,020,00202081,00008034,00007967,001024,000,000,00016384,00189522
008,00000000,00374590,020,00201597,00007899,00007837,001024,000,000,00016384,00188986
009,00000000,00373898,020,00201314,00007857,00007784,001024,000,000,00016384,00188804
010,00000000,00372717,020,00200168,00008287,00008201,001024,000,000,00016384,00188250
011,00000000,00371762,020,00200121,00007990,00007908,001024,000,000,00016384,00187784
012,00000000,00370822,020,00198985,00007936,00007872,001024,000,000,00016384,00187248
013,00000000,00370041,020,00199185,00007950,00007884,001024,000,000,00016384,00186790
014,00000000,00369744,020,00197785,00008029,00007948,001024,000,000,00016384,00186537
015,00000000,00368662,020,00197875,00007825,00007758,001024,000,000,00016384,00185855
016,00000000,00367762,020,00197329,00007914,00007846,001024,000,000,00016384,00185601
017,00000000,00366076,020,00197515,00007784,00007718,001024,000,000,00016384,00185541
018,00000000,00366097,020,00196787,00007831,00007743,001024,000,000,00016384,00184790
019,00000000,00365508,020,00196034,00007897,00007828,001024,000,000,00016384,00184370
020,00000000,00364856,020,00196045,00007780,00007715,001024,000,000,00016384,00184050
021,00000000,00364097,020,00194525,00007930,00007854,001024,000,000,00016384,00183539
022,00000000,00362964,020,00194810,00007893,00007817,001024,000,000,00016384,00183424
023,00000000,00362784,020,00194957,00007680,00007614,001024,000,000,00016384,00183103
024,00000000,00362286,020,00193984,00007868,00007805,001024,000,000,00016384,00182910
025,00000000,00360500,020,00194256,00007792,00007708,001024,000,000,00016384,00182751
026,00000000,00360940,020,00193260,00007734,00007658,001024,000,000,00016384,00181929
027,00000000,00361174,020,00193242,00007642,00007569,001024,000,000,00016384,00181663
028,00000000,00359406,020,00193028,00007698,00007617,001024,000,000,00016384,00181718
