tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000, 159383553,      20,  944.073608,   15.000000,29073.941406,    0.025190,         8388608
000, 201326593,       4, 1193.239380,   15.000000,28826.068359,    0.012987,        67108864
000, 268435457,       3, 1592.898071,   15.000000,28452.443359,    0.012017,       134217728
001, 159383553,      20,  942.761597,   15.000000,29075.267578,    0.021533,         8388608
001, 134217729,       3,  795.539795,   15.000000,29223.587891,    0.008980,        67108864
001, 268435457,       3, 1613.537109,   15.000000,28431.804688,    0.029357,       134217728
002, 159383553,      20,  941.513184,   15.000000,29076.507812,    0.027567,         8388608
002, 134217729,       3,  796.360962,   15.000000,29222.867188,    0.011387,        67108864
002, 134217729,       2,  798.475647,   15.000000,29246.744141,    0.006090,       134217728
003, 159383553,      20,  943.951172,   15.000000,29074.074219,    0.021690,         8388608
003, 134217729,       3,  794.984802,   15.000000,29224.259766,    0.011247,        67108864
003, 134217729,       2,  795.413940,   15.000000,29249.785156,    0.005240,       134217728
004, 159383553,      20,  948.452881,   15.000000,29069.560547,    0.036330,         8388608
004, 134217729,       3,  831.713074,   15.000000,29187.484375,    0.048390,        67108864
004, 134217729,       2,  796.086853,   15.000000,29249.123047,    0.006900,       134217728
005, 159383553,      20,  942.785400,   15.000000,29075.230469,    0.024153,         8388608
005, 134217729,       3,  936.746033,   15.000000,29082.462891,    0.013017,        67108864
005, 134217729,       2,  796.458801,   15.000000,29248.777344,    0.006137,       134217728
006, 159383553,      20,  942.280945,   15.000000,29075.732422,    0.025840,         8388608
006, 201326593,       4, 1193.264893,   15.000000,28826.046875,    0.071120,        67108864
006, 134217729,       2,  796.028687,   15.000000,29249.238281,    0.005427,       134217728
007, 159383553,      20,  949.697388,   15.000000,29068.328125,    0.028473,         8388608
007, 201326593,       4, 1194.276001,   15.000000,28825.046875,    0.016553,        67108864
007, 134217729,       2,  795.783325,   15.000000,29249.488281,    0.005750,       134217728
008, 159383553,      20,  941.342407,   15.000000,29076.671875,    0.024250,         8388608
008, 134217729,       3,  795.983582,   15.000000,29223.150391,    0.010550,        67108864
008, 268435457,       3, 1592.811890,   15.000000,28452.531250,    0.009940,       134217728
009, 159383553,      20,  942.515930,   15.000000,29075.509766,    0.021863,         8388608
009, 201326593,       4, 1193.237793,   15.000000,28826.070312,    0.012957,        67108864
009, 134217729,       2,  796.009949,   15.000000,29249.265625,    0.076400,       134217728
010, 159383553,      20,  945.012573,   15.000000,29073.007812,    0.024640,         8388608
010, 134217729,       3,  795.374634,   15.000000,29223.867188,    0.010720,        67108864
010, 134217729,       2,  796.353699,   15.000000,29248.876953,    0.006330,       134217728
011, 159383553,      20,  941.103455,   15.000000,29076.919922,    0.023560,         8388608
011, 134217729,       3,  795.758118,   15.000000,29223.460938,    0.019460,        67108864
011, 134217729,       2,  893.207581,   15.000000,29151.953125,    0.005850,       134217728
012, 159383553,      20,  943.800110,   15.000000,29074.220703,    0.027300,         8388608
012, 134217729,       3,  795.903748,   15.000000,29223.291016,    0.010197,        67108864
012, 134217729,       2,  796.185913,   15.000000,29249.007812,    0.005200,       134217728
013, 159383553,      20,  941.426758,   15.000000,29076.589844,    0.028333,         8388608
013, 201326593,       4, 1192.336060,   15.000000,28826.986328,    0.024610,        67108864
013, 134217729,       2,  796.228027,   15.000000,29249.050781,    0.005537,       134217728
014, 158243718,      19,  936.472107,   15.000000,29081.480469,    0.022190,         8388608
014, 201326593,       4, 1229.709961,   15.000000,28789.603516,    0.015330,        67108864
014, 134217729,       2,  794.977051,   15.000000,29250.296875,    0.005823,       134217728
015, 150994945,      19,  894.206604,   15.000000,29123.753906,    0.024677,         8388608
015, 201326593,       4, 1193.678345,   15.000000,28825.634766,    0.019013,        67108864
015, 134217729,       2,  794.902588,   15.000000,29250.373047,    0.006447,       134217728
016, 159383553,      20,  953.694092,   15.000000,29064.322266,    0.035513,         8388608
016, 134217729,       3,  796.272705,   15.000000,29222.908203,    0.014450,        67108864
016, 134217729,       2,  817.061707,   15.000000,29228.083984,    0.026513,       134217728
017, 150994945,      19,  893.497742,   15.000000,29124.455078,    0.029473,         8388608
017, 134217729,       3,  795.565063,   15.000000,29223.597656,    0.035723,        67108864
017, 134217729,       2,  796.805298,   15.000000,29248.375000,    0.007570,       134217728
018, 159383553,      20,  942.856873,   15.000000,29075.158203,    0.049210,         8388608
018, 134217729,       3,  798.592468,   15.000000,29220.666016,    0.015190,        67108864
018, 134217729,       2,  796.939697,   15.000000,29248.232422,    0.006880,       134217728
019, 159383553,      20, 1010.249512,   15.000000,29007.763672,    0.107143,         8388608
019, 134217729,       3,  794.871094,   15.000000,29224.378906,    0.011747,        67108864
019, 134217729,       2,  833.604919,   15.000000,29211.679688,    0.009960,       134217728
020, 150994945,      19,  892.056580,   15.000000,29125.904297,    0.023763,         8388608
020, 163609048,       3, 1145.000366,   15.000000,28874.093750,    0.060710,        67108864
020, 134217729,       2,  820.266785,   15.000000,29225.000000,    0.009780,       134217728
021, 159383553,      20, 1033.712158,   15.000000,28984.302734,    0.037817,         8388608
021, 134217729,       3,  796.375549,   15.000000,29222.861328,    0.010257,        67108864
021, 134217729,       2,  797.457947,   15.000000,29247.822266,    0.007363,       134217728
022, 159383553,      20, 1057.886963,   15.000000,28960.115234,    0.100167,         8388608
022, 134217729,       3,  795.804199,   15.000000,29223.369141,    0.014867,        67108864
022, 268435457,       3, 1872.152100,   15.000000,28173.185547,    0.027187,       134217728
023, 159383553,      20,  959.986450,   15.000000,29058.037109,    0.039330,         8388608
023, 201326593,       4, 1194.528809,   15.000000,28824.794922,    0.015943,        67108864
023, 134217729,       2,  796.238586,   15.000000,29249.044922,    0.008007,       134217728
024, 150994945,      19,  892.206726,   15.000000,29125.621094,    0.023090,         8388608
024, 134217729,       3,  796.509460,   15.000000,29222.546875,    0.047917,        67108864
024, 134217729,       2,  797.604797,   15.000000,29247.492188,    0.008900,       134217728
025, 150994945,      19,  894.062622,   15.000000,29123.898438,    0.022523,         8388608
025, 134217729,       3,  795.803589,   15.000000,29223.382812,    0.016183,        67108864
025, 134217729,       2,  795.771851,   15.000000,29249.332031,    0.008420,       134217728
026, 150994945,      19,  893.987610,   15.000000,29123.972656,    0.026047,         8388608
026, 201326593,       4, 1195.799805,   15.000000,28823.500000,    0.019353,        67108864
026, 134217729,       2,  797.499329,   15.000000,29247.763672,    0.007337,       134217728
027, 150994945,      19,  920.750183,   15.000000,29097.208984,    0.023567,         8388608
027, 134217729,       3,  795.189941,   15.000000,29223.957031,    0.015023,        67108864
027, 150801851,       2,  894.841614,   15.000000,29150.255859,    0.009987,       134217728
028, 150994945,      19,  891.824341,   15.000000,29126.130859,    0.027237,         8388608
028, 201326593,       4, 1193.889282,   15.000000,28825.429688,    0.015973,        67108864
028, 134217729,       2,  797.205078,   15.000000,29248.060547,    0.009393,       134217728
029, 150994945,      19,  893.389587,   15.000000,29124.566406,    0.025600,         8388608
029, 134217729,       3,  805.551208,   15.000000,29213.566406,    0.064893,        67108864
029, 268435457,       3, 1591.748047,   15.000000,28453.589844,    0.014997,       134217728
030, 150994945,      19,  892.983459,   15.000000,29124.980469,    0.097163,         8388608
030, 134217729,       3,  795.597412,   15.000000,29223.556641,    0.014933,        67108864
030, 134217729,       2,  796.731140,   15.000000,29248.525391,    0.022360,       134217728
031, 150994945,      19,  894.923950,   15.000000,29123.037109,    0.551067,         8388608
031, 134217729,       3,  795.078003,   15.000000,29224.068359,    0.010853,        67108864
031, 134217729,       2,  797.516357,   15.000000,29247.730469,    0.038107,       134217728
-------------------------------------------------------------------------------------------------------

RUN 1
000, 159383553,      20,  941.590942,   15.000000,29081.439453,    0.025393,         8388608
000, 201326593,       4, 1220.733032,   15.000000,28799.466797,    0.013177,        67108864
000, 134217729,       2,  795.650391,   15.000000,29241.285156,    0.004897,       134217728
001, 159383553,      20,  941.971863,   15.000000,29081.050781,    0.026407,         8388608
001, 134217729,       3,  796.089233,   15.000000,29224.054688,    0.008927,        67108864
001, 134217729,       2,  795.994873,   15.000000,29240.955078,    0.006150,       134217728
002, 159383553,      20,  942.187866,   15.000000,29080.832031,    0.024440,         8388608
002, 134217729,       3,  796.496338,   15.000000,29223.632812,    0.009800,        67108864
002, 268435457,       3, 1591.689331,   15.000000,28445.341797,    0.010343,       134217728
003, 159383553,      20,  943.506042,   15.000000,29079.507812,    0.017777,         8388608
003, 201326593,       4, 1193.856689,   15.000000,28826.326172,    0.014140,        67108864
003, 134217729,       2,  795.322266,   15.000000,29241.630859,    0.007270,       134217728
004, 159383553,      20,  941.837769,   15.000000,29081.179688,    0.017550,         8388608
004, 201326593,       4, 1194.012207,   15.000000,28826.173828,    0.015723,        67108864
004, 134217729,       2,  796.723816,   15.000000,29240.238281,    0.006057,       134217728
005, 159383553,      20,  943.625610,   15.000000,29079.390625,    0.016647,         8388608
005, 134217729,       3,  795.812439,   15.000000,29224.310547,    0.010770,        67108864
005, 268435457,       3, 1646.088867,   15.000000,28390.945312,    0.009963,       134217728
006, 159383553,      20,  943.152954,   15.000000,29079.863281,    0.017727,         8388608
006, 134217729,       3,  794.715820,   15.000000,29225.400391,    0.009363,        67108864
006, 268435457,       3, 1590.482666,   15.000000,28446.548828,    0.010283,       134217728
007, 159383553,      20,  940.741882,   15.000000,29082.275391,    0.017600,         8388608
007, 134217729,       3,  796.005615,   15.000000,29224.123047,    0.009400,        67108864
007, 134217729,       2,  795.874512,   15.000000,29241.060547,    0.006087,       134217728
008, 159383553,      20,  941.985046,   15.000000,29081.027344,    0.018437,         8388608
008, 139208906,       3,  825.993408,   15.000000,29194.109375,    0.010207,        67108864
008, 268435457,       3, 1591.447388,   15.000000,28445.582031,    0.011263,       134217728
009, 159383553,      20,  942.269348,   15.000000,29080.753906,    0.017927,         8388608
009, 134217729,       3,  795.628357,   15.000000,29224.513672,    0.011273,        67108864
009, 134217729,       2,  796.074646,   15.000000,29240.873047,    0.007583,       134217728
010, 159383553,      20,  944.707336,   15.000000,29078.312500,    0.025650,         8388608
010, 201326593,       4, 1194.587036,   15.000000,28825.595703,    0.017063,        67108864
010, 134217729,       2,  795.792114,   15.000000,29241.166016,    0.006940,       134217728
011, 159383553,      20,  943.815674,   15.000000,29079.197266,    0.016680,         8388608
011, 201326593,       4, 1193.006592,   15.000000,28827.177734,    0.015330,        67108864
011, 134217729,       2,  796.498779,   15.000000,29240.458984,    0.006833,       134217728
012, 159383553,      20,  942.477356,   15.000000,29080.539062,    0.016730,         8388608
012, 201326593,       4, 1194.938354,   15.000000,28825.248047,    0.012893,        67108864
012, 134217729,       2,  795.991760,   15.000000,29240.972656,    0.005590,       134217728
013, 159383553,      20,  943.385071,   15.000000,29079.636719,    0.016683,         8388608
013, 134217729,       3,  794.659973,   15.000000,29225.478516,    0.011513,        67108864
013, 134217729,       2,  796.097839,   15.000000,29240.845703,    0.007223,       134217728
014, 159383553,      20,  942.186890,   15.000000,29080.832031,    0.016320,         8388608
014, 134217729,       3,  796.493896,   15.000000,29223.621094,    0.011053,        67108864
014, 201552267,       2, 1195.556274,   15.000000,28841.365234,    0.008087,       134217728
