tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     53701,   53701,    8.457421
001,     12654,   12654,    2.250664
002,     16509,   16509,    2.030039
003,     13481,   13481,    2.580447
004,     22460,   22460,    3.107462
005,     19683,   19683,    3.883563
006,     22480,   22480,    3.180814
007,     20615,   20615,    3.546979
008,     23260,   23260,    3.232718
009,     21939,   21939,    3.501930
010,     26696,   26696,    3.373952
011,     14559,   14559,    2.450870
012,     55362,   55362,    7.919835
013,     24164,   24164,    3.988833
014,     23412,   23412,    3.018663
015,     18068,   18068,    3.145913
-------------------------------------------------------------------------------------------------------

RUN 1
000,     60998,   60998,    9.994509
001,     12366,   12366,    2.082654
002,     24472,   24472,    3.464727
003,     18611,   18611,    3.245382
004,     21421,   21421,    3.410020
005,     20842,   20842,    4.062061
006,     17396,   17396,    2.437066
007,     28112,   28112,    4.846245
008,     24922,   24922,    3.373899
009,     20054,   20054,    3.563113
010,     18398,   18398,    2.467957
011,     11735,   11735,    1.990226
012,     55496,   55496,    7.703448
013,     15144,   15144,    2.640184
014,     12470,   12470,    1.565618
015,     28677,   28677,    4.966538
-------------------------------------------------------------------------------------------------------

RUN 2
000,     60965,   60965,   10.427059
001,     17692,   17692,    2.893165
002,     14419,   14419,    1.971717
003,     18367,   18367,    3.210363
004,     15286,   15286,    2.273882
005,     19474,   19474,    3.841472
006,     14227,   14227,    1.973185
007,     21472,   21472,    3.675053
008,     15039,   15039,    1.907023
009,     20852,   20852,    3.703299
010,     15005,   15005,    1.926600
011,     14781,   14781,    2.594793
012,     78059,   78059,   11.961483
013,     22584,   22584,    3.819804
014,     17267,   17267,    2.192257
015,     26822,   26822,    4.547423
-------------------------------------------------------------------------------------------------------

RUN 3
000,     50648,   50648,    7.517347
001,     13084,   13084,    2.284663
002,     15694,   15694,    1.795923
003,     24541,   24541,    4.307473
004,     19072,   19072,    2.648746
005,     20274,   20274,    3.703221
006,     24470,   24470,    3.675806
007,     22543,   22543,    3.776542
008,     17040,   17040,    2.382703
009,     16739,   16739,    3.095432
010,     12514,   12514,    1.833000
011,      8596,    8596,    1.476109
012,     72742,   72742,   10.549182
013,     23168,   23168,    3.987792
014,     22736,   22736,    3.007320
015,     24599,   24599,    4.294786
-------------------------------------------------------------------------------------------------------

RUN 4
000,     33670,   33670,    5.510229
001,     15368,   15368,    2.758412
002,     17085,   17085,    2.311112
003,     15010,   15010,    2.787587
004,     27280,   27280,    4.047567
005,     23053,   23053,    4.380332
006,     24764,   24764,    3.635010
007,     19768,   19768,    3.456297
008,     22189,   22189,    3.076022
009,     14751,   14751,    2.633774
010,     19141,   19141,    2.289716
011,     13906,   13906,    2.505583
012,     58837,   58837,    8.707186
013,     33973,   33973,    6.223458
014,     29700,   29700,    4.072642
015,     18868,   18868,    3.409204
-------------------------------------------------------------------------------------------------------

