lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000150,0000040,0001009,0020138,0012123,0020127,0000031,001024,000,000,16384
0000000,0001117,0000381,0001115,0053580,0041298,0053491,0000197,001024,000,000,16384
0000000,0000150,0000030,0001006,0006732,0006653,0006702,0000014,001024,001,000,16384
0000000,0001098,0000641,0001118,0024877,0034625,0024817,0000111,001024,001,000,16384
0000000,0000141,0000031,0001005,0006773,0006773,0006743,0000014,001024,002,000,16384
0000000,0001074,0000671,0001092,0024847,0034556,0024786,0000100,001024,002,000,16384
0000000,0000150,0000040,0001017,0037932,0022272,0037931,0000042,001024,000,001,16384
0000000,0001133,0000461,0001139,0062989,0044463,0062888,0000257,001024,000,001,16384
0000000,0000150,0000031,0001007,0006662,0006322,0006623,0000019,001024,001,001,16384
0000000,0001087,0000701,0001108,0027411,0036969,0027322,0000140,001024,001,001,16384
0000000,0000150,0000030,0001007,0006723,0006442,0006693,0000019,001024,002,001,16384
0000000,0001109,0000861,0001122,0027412,0037020,0027332,0000144,001024,002,001,16384
0000000,0000150,0000040,0001008,0019367,0011672,0019347,0000024,001024,000,002,16384
0000000,0001112,0000351,0001104,0046577,0035457,0046518,0000134,001024,000,002,16384
0000000,0000141,0000031,0001006,0006722,0006672,0006692,0000013,001024,001,002,16384
0000000,0001067,0000741,0001083,0018966,0030187,0018905,0000083,001024,001,002,16384
0000000,0000150,0000030,0001005,0006763,0006843,0006733,0000014,001024,002,002,16384
0000000,0001095,0000761,0001099,0019206,0030247,0019126,0000097,001024,002,002,16384
