tid,lock_impl_time(ms)
RUN 0
001,60014.203125
002,60013.902344
003,60014.132812
004,60013.820312
005,52491.023438
006,52675.070312
007,52311.660156
008,53262.808594
009,60013.097656
010,52240.890625
011,60013.656250
012,52089.679688
013,52315.917969
014,60012.566406
015,60013.382812
016,52317.390625
-----------------------------------------------------------------------------------------------

RUN 1
001,60012.019531
002,60011.937500
003,60011.023438
004,60011.867188
005,52394.718750
006,52316.625000
007,52764.765625
008,52833.808594
009,60011.238281
010,52075.691406
011,60010.589844
012,52480.394531
013,52709.593750
014,60010.480469
015,60011.062500
016,52120.539062
-----------------------------------------------------------------------------------------------

