tid,lock_impl_time(ms)
RUN 0
002, 27755.930
001, 19066.227
003, 27752.395
005, 21663.412
004, 25489.576
006, 25701.670
008, 26720.297
007, 25419.260
009, 28692.920
010, 27632.926
011, 27876.512
012, 27985.053
014, 28310.160
013, 28491.639
015, 28118.029
016, 27705.396
-----------------------------------------------------------------------------------------------

RUN 1
002, 28096.080
001, 24813.457
003, 27002.900
005, 22941.393
004, 23711.871
006, 24903.488
008, 26161.518
007, 22234.932
009, 27305.906
010, 28136.379
011, 28791.344
012, 28045.336
014, 28207.473
013, 28243.564
015, 28483.861
016, 27101.383
-----------------------------------------------------------------------------------------------

RUN 2
002, 28832.479
001, 27706.598
003, 28821.873
005,  9764.051
004, 28761.434
006, 28465.043
008, 10636.521
007, 28066.350
009, 29067.008
010, 29413.898
011, 28414.037
012, 28507.373
014, 29175.197
013, 28906.543
015, 28995.041
016, 28988.342
-----------------------------------------------------------------------------------------------

RUN 3
002, 28461.141
001, 26024.412
003, 27211.857
005, 21311.961
004, 25452.639
006, 23720.271
008, 20958.094
007, 25285.176
009, 28441.678
010, 27257.311
011, 27767.547
012, 28202.715
014, 28228.037
013, 28564.943
015, 28338.125
016, 28496.443
-----------------------------------------------------------------------------------------------

RUN 4
002, 27495.865
001, 25624.121
003, 27956.990
005, 19721.574
004, 26753.648
006, 26399.361
008, 19738.447
007, 24091.707
009, 28314.043
010, 28125.127
011, 27922.783
012, 28189.309
014, 28058.461
013, 28705.246
015, 27901.004
016, 28464.840
-----------------------------------------------------------------------------------------------

