tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.005013,       0.000,    0.006480,    0.004520,             256
000,        32,       1,    0.004213,       0.001,    0.003447,    0.003667,             512
000,        64,       1,    0.004720,       0.000,    0.012853,    0.003620,            1024
000,       128,       1,    0.005387,       0.000,    0.029487,    0.003247,            2048
000,       256,       1,    0.006460,       0.000,    0.012580,    0.002553,            4096
000,       512,       1,    0.013740,       0.001,    0.313733,    0.005953,            8192
000,      1024,       1,    0.019727,       0.001,    0.396213,    0.004287,           16384
000,      2048,       1,    0.036720,       0.001,    0.742947,    0.005667,           32768
000,      4096,       1,    0.066133,       0.002,    0.600440,    0.004573,           65536
000,      8192,       1,    0.128893,       0.004,    1.678207,    0.005793,          131072
000,     16384,       1,    0.218330,       0.008,    2.217540,    0.004685,          262144
000,     32768,       1,    0.435390,       0.014,    6.293600,    0.005960,          524288
000,     65536,       1,    0.914548,       0.030,   13.312847,    0.006154,         1048576
000,    131072,       1,    2.071727,       0.062,   50.798576,    0.007207,         2097152
000,    262144,       1,    3.679680,       0.116,   32.030521,    0.006800,         4194304
000,    524288,       1,    6.766445,       0.221,   34.339088,    0.006535,         8388608
000,   1048576,       1,   12.910816,       0.447,   49.829128,    0.006148,        16777216
001,        16,       1,    0.005112,       0.000,    0.008438,    0.004716,             256
001,        32,       1,    0.003309,       0.000,    0.001528,    0.002770,             512
001,        64,       1,    0.003023,       0.000,    0.013318,    0.002278,            1024
001,       128,       1,    0.003680,       0.000,    0.034947,    0.002277,            2048
001,       256,       1,    0.006787,       0.000,    0.099364,    0.003958,            4096
001,       512,       1,    0.009444,       0.001,    0.033019,    0.003293,            8192
001,      1024,       1,    0.013330,       0.001,    0.000968,    0.002370,           16384
001,      2048,       1,    0.024863,       0.001,    1.202715,    0.003023,           32768
001,      4096,       1,    0.048913,       0.002,    0.356502,    0.004173,           65536
001,      8192,       1,    0.083423,       0.004,    3.922092,    0.005457,          131072
001,     16384,       1,    0.160307,       0.008,    3.480088,    0.004905,          262144
001,     32768,       1,    0.316270,       0.014,    3.670956,    0.005466,          524288
001,     65536,       1,    0.856933,       0.030,    5.490207,    0.006480,         1048576
001,    131072,       1,    1.893760,       0.062,   31.874929,    0.006874,         2097152
001,    262144,       1,    2.640655,       0.116,   29.378523,    0.005535,         4194304
001,    524288,       1,    7.349980,       0.221,   48.434612,    0.007722,         8388608
001,   1048576,       1,   12.073707,       0.447,   37.741825,    0.007215,        16777216
002,        16,       1,    0.005680,       0.000,    0.005280,    0.005133,             256
002,        32,       1,    0.004167,       0.001,    0.000907,    0.003607,             512
002,        64,       1,    0.004433,       0.000,    0.002927,    0.003367,            1024
002,       128,       1,    0.005840,       0.000,    0.013667,    0.003507,            2048
002,       256,       1,    0.007207,       0.000,    0.050700,    0.003293,            4096
002,       512,       1,    0.010753,       0.001,    0.577607,    0.002993,            8192
002,      1024,       1,    0.020493,       0.001,    0.591907,    0.004987,           16384
002,      2048,       1,    0.035627,       0.001,    0.996380,    0.004820,           32768
002,      4096,       1,    0.065920,       0.002,    0.413600,    0.004367,           65536
002,      8192,       1,    0.128007,       0.004,    0.617420,    0.004973,          131072
002,     16384,       1,    0.216265,       0.008,    5.599057,    0.005155,          262144
002,     32768,       1,    0.457668,       0.014,    8.653380,    0.005748,          524288
002,     65536,       1,    0.914047,       0.030,   11.392357,    0.005668,         1048576
002,    131072,       1,    1.426308,       0.062,   23.383490,    0.008800,         2097152
002,    262144,       1,    3.032070,       0.116,   68.112244,    0.007802,         4194304
002,    524288,       1,    5.579120,       0.221,   81.625694,    0.005676,         8388608
002,   1048576,       1,   15.323833,       0.447,  415.740936,    0.009846,        16777216
003,        16,       1,    0.004665,       0.000,    0.003423,    0.004055,             256
003,        32,       1,    0.003272,       0.001,    0.000897,    0.002901,             512
003,        64,       1,    0.002952,       0.000,    0.000510,    0.002283,            1024
003,       128,       1,    0.003309,       0.000,    0.010569,    0.001941,            2048
003,       256,       1,    0.005251,       0.000,    0.030395,    0.002665,            4096
003,       512,       1,    0.009415,       0.001,    0.232913,    0.004505,            8192
003,      1024,       1,    0.013192,       0.001,    0.325385,    0.003377,           16384
003,      2048,       1,    0.023583,       0.001,    0.292847,    0.004076,           32768
003,      4096,       1,    0.039447,       0.002,    1.153127,    0.004253,           65536
003,      8192,       1,    0.076457,       0.004,    1.041410,    0.004207,          131072
003,     16384,       1,    0.143913,       0.008,    0.229650,    0.003247,          262144
003,     32768,       1,    0.459834,       0.014,    2.361712,    0.005789,          524288
003,     65536,       1,    0.935953,       0.030,    8.188940,    0.007046,         1048576
003,    131072,       1,    1.858439,       0.062,   10.623927,    0.007462,         2097152
003,    262144,       1,    3.964693,       0.116,   42.565067,    0.008700,         4194304
003,    524288,       1,    7.668519,       0.221,  116.809456,    0.010000,         8388608
003,   1048576,       1,   15.853407,       0.447,  135.162460,    0.009440,        16777216
004,        16,       1,    0.004607,       0.000,    0.017993,    0.004273,             256
004,        32,       1,    0.003500,       0.001,    0.007020,    0.002953,             512
004,        64,       1,    0.003767,       0.000,    0.014380,    0.002740,            1024
004,       128,       1,    0.004707,       0.000,    0.001993,    0.002720,            2048
004,       256,       1,    0.006847,       0.000,    0.000887,    0.002900,            4096
004,       512,       1,    0.013880,       0.001,    0.382153,    0.006093,            8192
004,      1024,       1,    0.021400,       0.001,    0.475027,    0.005900,           16384
004,      2048,       1,    0.035187,       0.001,    0.788073,    0.004373,           32768
004,      4096,       1,    0.066800,       0.002,    0.487300,    0.005260,           65536
