tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.000740,       0.000,    0.001740,    0.000530,             256
000,        32,       1,    0.000477,       0.000,    0.000543,    0.000170,             512
000,        64,       1,    0.000760,       0.000,    0.000660,    0.000180,            1024
000,       128,       1,    0.001660,       0.000,    0.002120,    0.000550,            2048
000,       256,       1,    0.002480,       0.000,    0.019070,    0.000373,            4096
000,       512,       1,    0.004647,       0.000,    0.000447,    0.000350,            8192
000,      1024,       1,    0.008983,       0.001,    0.000907,    0.000277,           16384
000,      2048,       1,    0.017430,       0.001,    0.257830,    0.000507,           32768
000,      4096,       1,    0.033223,       0.002,    0.321553,    0.000480,           65536
000,      8192,       1,    0.065863,       0.004,    0.940933,    0.000507,          131072
000,     16384,       1,    0.157233,       0.007,    1.049598,    0.000653,          262144
000,     32768,       1,    0.358362,       0.011,    0.000989,    0.001512,          524288
000,     65536,       1,    0.641418,       0.020,    1.829672,    0.000669,         1048576
000,    131072,       1,    1.055530,       0.035,   16.384583,    0.000617,         2097152
000,    262144,       1,    2.868930,       0.069,    3.132917,    0.000926,         4194304
000,    524288,       1,    3.959333,       0.135,   42.598347,    0.001090,         8388608
000,   1048576,       1,    7.989897,       0.260,  243.742554,    0.001100,        16777216
001,        16,       1,    0.001010,       0.000,    0.004490,    0.000610,             256
001,        32,       1,    0.000815,       0.000,    0.002260,    0.000315,             512
001,        64,       1,    0.001165,       0.000,    0.013535,    0.000260,            1024
001,       128,       1,    0.003005,       0.000,    0.035535,    0.000325,            2048
001,       256,       1,    0.004895,       0.000,    0.000535,    0.000520,            4096
001,       512,       1,    0.007280,       0.000,    0.012140,    0.000300,            8192
001,      1024,       1,    0.014120,       0.001,    0.020455,    0.000330,           16384
001,      2048,       1,    0.028160,       0.001,    0.386970,    0.000630,           32768
001,      4096,       1,    0.055780,       0.002,    0.519080,    0.000390,           65536
001,      8192,       1,    0.110805,       0.004,    1.635620,    0.000515,          131072
001,     16384,       1,    0.204575,       0.007,    1.932147,    0.000685,          262144
001,     32768,       1,    0.300277,       0.011,    1.437900,    0.000457,          524288
001,     65536,       1,    0.616280,       0.020,    1.221880,    0.000700,         1048576
001,    131072,       1,    1.205571,       0.035,   19.845863,    0.000733,         2097152
001,    262144,       1,    2.008907,       0.069,   36.644478,    0.000763,         4194304
001,    524288,       1,    3.935327,       0.135,  118.976830,    0.001050,         8388608
001,   1048576,       1,    8.749927,       0.260,    0.000940,    0.000903,        16777216
002,        16,       1,    0.001143,       0.000,    0.002989,    0.000702,             256
002,        32,       1,    0.000937,       0.000,    0.003606,    0.000412,             512
002,        64,       1,    0.001537,       0.000,    0.004217,    0.000589,            1024
002,       128,       1,    0.002212,       0.000,    0.015188,    0.000384,            2048
002,       256,       1,    0.003926,       0.000,    0.082447,    0.000338,            4096
002,       512,       1,    0.007577,       0.000,    0.184447,    0.000423,            8192
002,      1024,       1,    0.014909,       0.001,    0.377399,    0.000640,           16384
002,      2048,       1,    0.030000,       0.001,    0.061428,    0.000433,           32768
002,      4096,       1,    0.055730,       0.002,    0.265480,    0.000615,           65536
