tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00161406,010,00042297,00061860,00005322,001024,000,000,00000016,00102748,01,0000000020244516,00000000
001,00000000,00161857,010,00043187,00062040,00005410,001024,000,000,00000016,00103699,01,0000000020339758,00000000
002,00000000,00161157,010,00042567,00062047,00005439,001024,000,000,00000016,00103148,01,0000000020499488,00000000
003,00000000,00161377,010,00042867,00061651,00005430,001024,000,000,00000016,00102996,01,0000000029002295,00000000
004,00000000,00162059,010,00042981,00061923,00005347,001024,000,000,00000016,00103379,01,0000000026559826,00000000
005,00000000,00161742,010,00042200,00062146,00005268,001024,000,000,00000016,00102899,01,0000000026323824,00000000
006,00000000,00161249,010,00042443,00062307,00005377,001024,000,000,00000016,00103331,01,0000000027622558,00000000
007,00000000,00161422,010,00042788,00061970,00005271,001024,000,000,00000016,00103250,01,0000000028211791,00000000
008,00000000,00160884,010,00042457,00061877,00005362,001024,000,000,00000016,00102841,01,0000000028219029,00000000
009,00000000,00161892,010,00042371,00062289,00005471,001024,000,000,00000016,00103231,01,0000000028136098,00000000
010,00000000,00161419,010,00042844,00062106,00005553,001024,000,000,00000016,00103458,01,0000000028873768,00000000
011,00000000,00161894,010,00042650,00061845,00005492,001024,000,000,00000016,00103046,01,0000000032569025,00000000
012,00000000,00161414,010,00042874,00061604,00005379,001024,000,000,00000016,00103036,01,0000000028740178,00000000
013,00000000,00161348,010,00042609,00061758,00005415,001024,000,000,00000016,00102999,01,0000000029338189,00000000
014,00000000,00161493,010,00043009,00061671,00005356,001024,000,000,00000016,00103193,01,0000000028032614,00000000
015,00000000,00161808,010,00042624,00061663,00005125,001024,000,000,00000016,00102809,01,0000000028747754,00000000
016,00000000,00162017,010,00042501,00061646,00005287,001024,000,000,00000016,00102742,01,0000000030479151,00000000
017,00000000,00161522,010,00042747,00061904,00005490,001024,000,000,00000016,00103172,01,0000000030877597,00000000
018,00000000,00161210,010,00042505,00061619,00005352,001024,000,000,00000016,00102680,01,0000000030430781,00000000
019,00000000,00162025,010,00042493,00061877,00005208,001024,000,000,00000016,00102935,01,0000000031843444,00000000
020,00000000,00161093,010,00042506,00061944,00005445,001024,000,000,00000016,00102952,01,0000000033388706,00000000
021,00000000,00161552,010,00042286,00061978,00005559,001024,000,000,00000016,00102766,01,0000000031614561,00000000
022,00000000,00161489,010,00042215,00062162,00005380,001024,000,000,00000016,00102937,01,0000000029102424,00000000
023,00000000,00161555,010,00042115,00062117,00005431,001024,000,000,00000016,00102854,01,0000000029332908,00000000
024,00000000,00162177,010,00042545,00061721,00005338,001024,000,000,00000016,00102822,01,0000000031071069,00000000
025,00000000,00161279,010,00042919,00061663,00005288,001024,000,000,00000016,00103064,01,0000000030294520,00000000
026,00000000,00161812,010,00042708,00061595,00005247,001024,000,000,00000016,00102910,01,0000000033981195,00000000
027,00000000,00161014,010,00042622,00061568,00005446,001024,000,000,00000016,00102763,01,0000000028843975,00000000
028,00000000,00162027,010,00042955,00061995,00005317,001024,000,000,00000016,00103362,01,0000000029720829,00000000
029,00000000,00161525,010,00042576,00061514,00005347,001024,000,000,00000016,00102591,01,0000000032684525,00000000
030,00000000,00160814,010,00042488,00061890,00005555,001024,000,000,00000016,00102912,01,0000000033227756,00000000
031,00000000,00161800,010,00042556,00062136,00005286,001024,000,000,00000016,00103230,01,0000000032577305,00000000
000,00000000,00190029,010,00043505,00069461,00002506,001024,000,001,00000016,00111761,01,0000000020620166,00000000
001,00000000,00190993,010,00044134,00069604,00002489,001024,000,001,00000016,00112552,01,0000000020687973,00000000
002,00000000,00190790,010,00043797,00069950,00002426,001024,000,001,00000016,00112623,01,0000000019660354,00000000
003,00000000,00190707,010,00043996,00069551,00002544,001024,000,001,00000016,00112331,01,0000000029595792,00000000
004,00000000,00191086,010,00043551,00069904,00002420,001024,000,001,00000016,00112304,01,0000000028442294,00000000
005,00000000,00190849,010,00043750,00069837,00002432,001024,000,001,00000016,00112392,01,0000000028395990,00000000
006,00000000,00189951,010,00043615,00069908,00002477,001024,000,001,00000016,00112385,01,0000000033187173,00000000
007,00000000,00189967,010,00043629,00069815,00002506,001024,000,001,00000016,00112281,01,0000000029735782,00000000
008,00000000,00190151,010,00043920,00069581,00002449,001024,000,001,00000016,00112390,01,0000000030123906,00000000
009,00000000,00190200,010,00044190,00069628,00002463,001024,000,001,00000016,00112656,01,0000000030309641,00000000
010,00000000,00189943,010,00044088,00069410,00002543,001024,000,001,00000016,00112334,01,0000000029733008,00000000
011,00000000,00189926,010,00043797,00069776,00002392,001024,000,001,00000016,00112392,01,0000000033398684,00000000
012,00000000,00191178,010,00043788,00069887,00002466,001024,000,001,00000016,00112512,01,0000000029197680,00000000
