tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00023434,00023434,010,00075783,00020176,00020176,001024,000,000,00000001,00023434,02,000007257894
001,00023550,00023550,010,00068000,00020562,00020562,001024,000,000,00000001,00023550,02,000006792186
002,00023424,00023424,010,00076930,00020198,00020198,001024,000,000,00000001,00023424,02,000006439542
003,00023478,00023478,010,00061698,00020812,00020812,001024,000,000,00000001,00023478,02,000007036685
004,00023427,00023427,010,00090388,00019458,00019458,001024,000,000,00000001,00023427,02,000006759313
005,00023452,00023452,010,00074586,00020195,00020195,001024,000,000,00000001,00023452,02,000007140548
006,00023480,00023480,010,00069875,00020435,00020435,001024,000,000,00000001,00023480,02,000011345926
007,00023459,00023459,010,00064551,00020544,00020544,001024,000,000,00000001,00023459,02,000006440971
008,00023522,00023522,010,00065468,00020540,00020540,001024,000,000,00000001,00023522,02,000006669603
009,00023490,00023490,010,00061607,00020709,00020709,001024,000,000,00000001,00023490,02,000018821257
010,00023503,00023503,010,00072750,00020353,00020353,001024,000,000,00000001,00023503,02,000010723603
011,00023451,00023451,010,00067069,00020473,00020473,001024,000,000,00000001,00023451,02,000017208209
012,00023525,00023525,010,00082350,00019918,00019918,001024,000,000,00000001,00023525,02,000011702576
013,00023540,00023540,010,00076732,00020155,00020155,001024,000,000,00000001,00023540,02,000006448960
014,00023493,00023493,010,00066471,00020595,00020595,001024,000,000,00000001,00023493,02,000007224272
015,00023469,00023469,010,00069788,00020430,00020430,001024,000,000,00000001,00023469,02,000005875772
016,00023525,00023525,010,00056081,00021021,00021021,001024,000,000,00000001,00023525,02,000006128838
017,00023490,00023490,010,00057419,00021047,00021047,001024,000,000,00000001,00023490,02,000007264049
018,00023487,00023487,010,00060735,00020744,00020744,001024,000,000,00000001,00023487,02,000006245489
019,00023526,00023526,010,00068755,00020507,00020507,001024,000,000,00000001,00023526,02,000011385639
020,00023481,00023481,010,00059849,00020765,00020765,001024,000,000,00000001,00023481,02,000003663144
021,00023546,00023546,010,00061255,00020780,00020780,001024,000,000,00000001,00023546,02,000006040360
022,00023516,00023516,010,00048190,00021345,00021345,001024,000,000,00000001,00023516,02,000006369442
023,00023526,00023526,010,00063204,00020706,00020706,001024,000,000,00000001,00023526,02,000006280928
024,00023513,00023513,010,00068240,00020529,00020529,001024,000,000,00000001,00023513,02,000002815538
025,00023500,00023500,010,00060636,00020847,00020847,001024,000,000,00000001,00023500,02,000017012526
026,00023425,00023425,010,00055491,00020854,00020854,001024,000,000,00000001,00023425,02,000006738371
027,00023527,00023527,010,00078550,00020066,00020066,001024,000,000,00000001,00023527,02,000012619824
028,00023478,00023478,010,00051153,00021173,00021173,001024,000,000,00000001,00023478,02,000007145708
029,00023438,00023438,010,00074209,00020209,00020209,001024,000,000,00000001,00023438,02,000006551209
030,00023518,00023518,010,00053079,00021156,00021156,001024,000,000,00000001,00023518,02,000006002833
031,00023503,00023503,010,00071431,00020377,00020377,001024,000,000,00000001,00023503,02,000016828841
000,00015929,00015929,010,00042043,00014243,00014243,001024,001,000,00000001,00015929,02,000013796245
001,00015924,00015924,010,00050932,00013808,00013808,001024,001,000,00000001,00015924,02,000015345865
002,00015993,00015993,010,00044170,00014156,00014156,001024,001,000,00000001,00015993,02,000015220803
003,00015965,00015965,010,00044777,00014100,00014100,001024,001,000,00000001,00015965,02,000012721615
004,00015974,00015974,010,00045003,00014133,00014133,001024,001,000,00000001,00015974,02,000012844579
005,00015875,00015875,010,00040947,00014211,00014211,001024,001,000,00000001,00015875,02,000012598335
006,00016028,00016028,010,00054838,00013749,00013749,001024,001,000,00000001,00016028,02,000014858568
007,00016013,00016013,010,00045181,00014150,00014150,001024,001,000,00000001,00016013,02,000013196102
008,00015881,00015881,010,00056302,00013562,00013562,001024,001,000,00000001,00015881,02,000011251112
009,00015913,00015913,010,00042923,00014085,00014085,001024,001,000,00000001,00015913,02,000012203505
010,00015987,00015987,010,00046945,00014043,00014043,001024,001,000,00000001,00015987,02,000010608665
011,00015891,00015891,010,00048935,00013837,00013837,001024,001,000,00000001,00015891,02,000011782912
012,00015936,00015936,010,00054468,00013722,00013722,001024,001,000,00000001,00015936,02,000012628415
013,00015915,00015915,010,00048699,00014030,00014030,001024,001,000,00000001,00015915,02,000015283522
014,00015953,00015953,010,00050343,00013811,00013811,001024,001,000,00000001,00015953,02,000015134705
015,00015920,00015920,010,00047907,00013944,00013944,001024,001,000,00000001,00015920,02,000012556383
016,00015931,00015931,010,00052814,00013811,00013811,001024,001,000,00000001,00015931,02,000016276216
017,00015932,00015932,010,00039610,00014252,00014252,001024,001,000,00000001,00015932,02,000012355439
018,00016005,00016005,010,00041916,00014227,00014227,001024,001,000,00000001,00016005,02,000012504128
019,00015940,00015940,010,00051687,00013780,00013780,001024,001,000,00000001,00015940,02,000014568131
020,00015967,00015967,010,00040049,00014294,00014294,001024,001,000,00000001,00015967,02,000013442588
021,00015956,00015956,010,00055659,00013704,00013704,001024,001,000,00000001,00015956,02,000014648266
022,00015969,00015969,010,00049318,00013991,00013991,001024,001,000,00000001,00015969,02,000013476192
023,00016002,00016002,010,00047173,00014076,00014076,001024,001,000,00000001,00016002,02,000014865590
024,00015961,00015961,010,00060767,00013497,00013497,001024,001,000,00000001,00015961,02,000011883983
025,00015889,00015889,010,00048053,00013866,00013866,001024,001,000,00000001,00015889,02,000014432523
026,00015945,00015945,010,00050245,00013825,00013825,001024,001,000,00000001,00015945,02,000012346284
027,00015952,00015952,010,00055064,00013544,00013544,001024,001,000,00000001,00015952,02,000012137333
028,00015911,00015911,010,00039835,00014217,00014217,001024,001,000,00000001,00015911,02,000012106672
029,00015991,00015991,010,00040313,00014282,00014282,001024,001,000,00000001,00015991,02,000013543387
030,00016022,00016022,010,00050426,00014029,00014029,001024,001,000,00000001,00016022,02,000015197829
031,00015863,00015863,010,00054734,00013508,00013508,001024,001,000,00000001,00015863,02,000012313795
000,00014614,00014614,010,00049034,00012551,00012551,001024,002,000,00000001,00014614,02,000014641410
001,00014562,00014562,010,00034864,00013122,00013122,001024,002,000,00000001,00014562,02,000011122432
002,00014653,00014653,010,00043367,00012895,00012895,001024,002,000,00000001,00014653,02,000010753365
003,00014548,00014548,010,00031180,00013276,00013276,001024,002,000,00000001,00014548,02,000010459566
004,00014546,00014546,010,00025565,00013505,00013505,001024,002,000,00000001,00014546,02,000010846687
