tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,53593.820312, 10.420916
001,53027.187500, 10.320570
003,53211.851562,  9.810227
004,53187.207031, 10.691246
005,52956.695312,  9.950593
006,52728.796875, 10.248261
007,53272.476562, 10.554211
008,53224.597656,  9.751309
009,52525.085938, 13.874419
010,52740.574219,  7.437342
011,52872.855469,  7.401676
012,52973.980469,  7.530540
014,52815.132812,  7.201009
013,52877.925781,  7.001462
015,52762.859375,  7.785544
016,52701.570312,  7.968967
-----------------------------------------------------------------------------------------------

RUN 1
002,53514.941406,  9.906844
001,52927.578125, 10.131460
003,53059.394531,  9.685332
004,53352.890625, 10.705734
005,53137.417969,  9.851439
006,52664.035156, 10.887444
007,53460.351562,  9.916235
008,53407.785156, 10.286684
009,52429.289062, 13.716373
010,52782.035156,  7.184445
011,52828.226562,  7.594201
012,52861.218750,  7.013032
014,52789.382812,  7.370965
013,52787.339844,  6.884469
015,52835.734375,  7.801351
016,52887.121094,  8.092095
-----------------------------------------------------------------------------------------------

