tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000008,    0.000000,    0.295170,    0.029851,    0.253561,    0.000237,    0.041325,    0.029468,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.254493,    0.030690,    1.213813,    0.000229,    0.040509,    0.030331,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    1.052513,    0.027943,    1.019669,    0.000182,    0.032678,    0.027617,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.127824,    0.027388,    1.097367,    0.000134,    0.030333,    0.027166,         0,               0,000,000
000,         0,       0,    0.000008,    0.000000,    1.025191,    0.031741,    0.994206,    0.000297,    0.030847,    0.031351,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.090654,    0.028141,    1.059846,    0.000214,    0.030651,    0.027819,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.102237,    0.049047,    1.059416,    0.000411,    0.042657,    0.048518,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    7.708880,    0.043887,    7.677504,    0.000166,    0.031193,    0.043635,         0,               0,000,000
000,         0,       0,    0.000009,    0.000000,    1.018449,    0.030387,    0.987386,    0.000149,    0.030902,    0.030097,         0,               0,000,000
000,         0,       0,    0.000010,    0.000000,    1.138881,    0.027142,    1.094436,    0.000146,    0.044287,    0.026867,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.125229,    0.051991,    1.043629,    0.000280,    0.081387,    0.051528,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.124643,    0.033456,    1.087658,    0.000215,    0.036883,    0.033090,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    0.998160,    0.027547,    0.966960,    0.000148,    0.031012,    0.027297,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    7.417825,    0.063490,    7.387610,    0.000186,    0.030094,    0.063198,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    0.975334,    0.027780,    0.941492,    0.000204,    0.033579,    0.027481,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.007135,    0.040366,    0.973833,    0.000225,    0.033137,    0.039964,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    0.981996,    0.035191,    0.948863,    0.000244,    0.032975,    0.034820,         0,               0,000,000
000,         0,       0,    0.000011,    0.000000,    1.002966,    0.027514,    0.972652,    0.000174,    0.030167,    0.027249,         0,               0,000,000
