lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000421,0000050,0001017,0037661,0022442,0037660,0000041,001024,000,000,16384
0000000,0001129,0000341,0001135,0061766,0044163,0061646,0000255,001024,000,000,16384
0000000,0000390,0000051,0001006,0006773,0006462,0006743,0000019,001024,001,000,16384
0000000,0001083,0000401,0001107,0027412,0036770,0027302,0000140,001024,001,000,16384
0000000,0000390,0000051,0001007,0006843,0006572,0006813,0000020,001024,002,000,16384
0000000,0001100,0000420,0001117,0027371,0036699,0027252,0000144,001024,002,000,16384
0000000,0000411,0000050,0001017,0037630,0022302,0037621,0000041,001024,000,001,16384
0000000,0001128,0000340,0001135,0061896,0043913,0061756,0000251,001024,000,001,16384
0000000,0000390,0000051,0001006,0006772,0006443,0006733,0000019,001024,001,001,16384
0000000,0001083,0000381,0001106,0027221,0036609,0027121,0000137,001024,001,001,16384
0000000,0000381,0000050,0001007,0006832,0006552,0006793,0000019,001024,002,001,16384
0000000,0001100,0000361,0001117,0027271,0036629,0027161,0000140,001024,002,001,16384
0000000,0000411,0000050,0001017,0037591,0022252,0037581,0000041,001024,000,002,16384
0000000,0001128,0000341,0001135,0061916,0043912,0061806,0000254,001024,000,002,16384
0000000,0000381,0000051,0001006,0006772,0006442,0006733,0000019,001024,001,002,16384
0000000,0001084,0000391,0001106,0027221,0036649,0027112,0000139,001024,001,002,16384
0000000,0000381,0000050,0001006,0006833,0006543,0006803,0000019,001024,002,002,16384
0000000,0001100,0000391,0001116,0027271,0036709,0027171,0000143,001024,002,002,16384
